,date,close,code,ind_code
0,2023-01-03,1747.0,JM,0
1,2023-01-04,1697.0,JM,0
2,2023-01-05,1712.0,JM,0
3,2023-01-06,1741.5,JM,0
4,2023-01-09,1766.5,JM,0
5,2023-01-10,1751.5,JM,0
6,2023-01-11,1790.0,JM,0
7,2023-01-12,1763.5,JM,0
8,2023-01-13,1791.0,JM,0
9,2023-01-16,1771.5,JM,0
10,2023-01-17,1767.5,JM,0
11,2023-01-18,1796.5,JM,0
12,2023-01-19,1798.5,JM,0
13,2023-01-20,1796.0,JM,0
14,2023-01-30,1778.5,JM,0
15,2023-01-31,1751.0,JM,0
16,2023-02-01,1713.0,JM,0
17,2023-02-02,1716.5,JM,0
18,2023-02-03,1726.0,JM,0
19,2023-02-06,1742.5,JM,0
20,2023-02-07,1735.5,JM,0
21,2023-02-08,1746.0,JM,0
22,2023-02-09,1749.0,JM,0
23,2023-02-10,1741.0,JM,0
24,2023-02-13,1693.0,JM,0
25,2023-02-14,1714.5,JM,0
26,2023-02-15,1723.5,JM,0
27,2023-02-16,1755.0,JM,0
28,2023-02-17,1762.0,JM,0
29,2023-02-20,1776.0,JM,0
30,2023-02-21,1808.5,JM,0
31,2023-02-22,1825.5,JM,0
32,2023-02-23,1860.0,JM,0
33,2023-02-24,1896.0,JM,0
34,2023-02-27,1899.5,JM,0
35,2023-02-28,1862.0,JM,0
36,2023-03-01,1870.0,JM,0
37,2023-03-02,1858.0,JM,0
38,2023-03-03,1858.0,JM,0
39,2023-03-06,1854.0,JM,0
40,2023-03-07,1850.5,JM,0
41,2023-03-08,1860.0,JM,0
42,2023-03-09,1849.0,JM,0
43,2023-03-10,1833.0,JM,0
44,2023-03-13,1885.0,JM,0
45,2023-03-14,1841.5,JM,0
46,2023-03-15,1793.0,JM,0
47,2023-03-16,1742.0,JM,0
48,2023-03-17,1761.0,JM,0
49,2023-03-20,1751.5,JM,0
50,2023-03-21,1710.0,JM,0
51,2023-03-22,1725.0,JM,0
52,2023-03-23,1709.5,JM,0
53,2023-03-24,1745.0,JM,0
54,2023-03-27,1729.5,JM,0
55,2023-03-28,1707.0,JM,0
56,2023-03-29,1718.5,JM,0
57,2023-03-30,1739.0,JM,0
58,2023-03-31,1755.0,JM,0
59,2023-04-03,1690.5,JM,0
60,2023-04-04,1662.5,JM,0
61,2023-04-06,1641.0,JM,0
62,2023-04-07,1629.5,JM,0
63,2023-04-10,1566.5,JM,0
64,2023-04-11,1579.5,JM,0
65,2023-04-12,1559.5,JM,0
66,2023-04-13,1538.0,JM,0
67,2023-04-14,1550.5,JM,0
68,2023-04-17,1574.0,JM,0
69,2023-04-18,1595.0,JM,0
70,2023-04-19,1583.5,JM,0
71,2023-04-20,1525.5,JM,0
72,2023-04-21,1486.5,JM,0
73,2023-04-24,1487.0,JM,0
74,2023-04-25,1473.5,JM,0
75,2023-04-26,1442.5,JM,0
76,2023-04-27,1416.5,JM,0
77,2023-04-28,1385.0,JM,0
78,2023-05-04,1325.5,JM,0
79,2023-05-05,1352.0,JM,0
80,2023-05-08,1412.5,JM,0
81,2023-05-09,1351.5,JM,0
82,2023-05-10,1351.5,JM,0
83,2023-05-11,1337.5,JM,0
84,2023-05-12,1352.0,JM,0
85,2023-05-15,1388.5,JM,0
86,2023-05-16,1383.0,JM,0
87,2023-05-17,1428.0,JM,0
88,2023-05-18,1406.5,JM,0
89,2023-05-19,1345.0,JM,0
90,2023-05-22,1311.5,JM,0
91,2023-05-23,1325.5,JM,0
92,2023-05-24,1307.5,JM,0
93,2023-05-25,1267.0,JM,0
94,2023-05-26,1263.0,JM,0
95,2023-05-29,1253.0,JM,0
96,2023-05-30,1222.0,JM,0
97,2023-05-31,1227.5,JM,0
98,2023-06-01,1259.0,JM,0
99,2023-06-02,1276.0,JM,0
100,2023-06-05,1261.5,JM,0
101,2023-06-06,1273.5,JM,0
102,2023-06-07,1270.0,JM,0
