,roll_yield,near_by,deferred,date
FB,-1.3585012599550743,fb1507,fb1509,2015-06-01
FU,-0.5842723535813759,FU1508,FU1509,2015-06-01
WR,-0.3730398945823248,WR1510,WR1511,2015-06-01
RU,-0.2580665620135628,RU1509,RU1601,2015-06-01
BU,-0.2476612923239191,BU1506,BU1509,2015-06-01
WH,-0.1442744507171744,WH509,WH601,2015-06-01
SR,-0.14175032201683763,SR509,SR601,2015-06-01
TC,-0.1370101104995648,TC509,TC601,2015-06-01
RB,-0.12451721330022217,RB1510,RB1601,2015-06-01
J,-0.11791214987708909,j1509,j1601,2015-06-01
RI,-0.10730167157589308,RI509,RI601,2015-06-01
JM,-0.10624339729258034,jm1509,jm1601,2015-06-01
P,-0.10016104809821094,p1509,p1601,2015-06-01
TA,-0.09708089005432616,TA509,TA601,2015-06-01
Y,-0.09579035909476785,y1509,y1601,2015-06-01
TF,-0.0831096450140784,TF1509,TF1512,2015-06-01
B,-0.08191253500996393,b1507,b1509,2015-06-01
CF,-0.07783854583375541,CF509,CF601,2015-06-01
A,-0.07267265776669932,a1509,a1601,2015-06-01
AL,-0.06392709182467696,AL1507,AL1508,2015-06-01
OI,-0.062279239514651696,OI509,OI601,2015-06-01
M,-0.04726367942153554,m1509,m1601,2015-06-01
AG,-0.046604050405688296,AG1506,AG1512,2015-06-01
HC,-0.04487226544510838,HC1510,HC1601,2015-06-01
IH,-0.03842397017326586,IH1506,IH1509,2015-06-01
AU,-0.0377686423063339,AU1506,AU1512,2015-06-01
MA,-0.034975270516320975,MA509,MA601,2015-06-01
T,-0.023282952815238577,T1509,T1512,2015-06-01
ZN,-0.02164763064516775,ZN1508,ZN1509,2015-06-01
IF,-0.020674237488480955,IF1506,IF1509,2015-06-01
SN,-0.018587044418275633,SN1507,SN1508,2015-06-01
IC,0.0032655727199647974,IC1506,IC1507,2015-06-01
CU,0.03020250993737454,CU1507,CU1508,2015-06-01
V,0.04247858581090384,v1509,v1601,2015-06-01
PB,0.04524892239254624,PB1507,PB1508,2015-06-01
RM,0.04710597272426054,RM509,RM601,2015-06-01
I,0.04794622601570378,i1509,i1601,2015-06-01
FG,0.06431114439181587,FG509,FG601,2015-06-01
NI,0.07575158356759024,NI1507,NI1509,2015-06-01
BB,0.08240716799983996,bb1509,bb1511,2015-06-01
L,0.11408218676771775,l1509,l1601,2015-06-01
PP,0.11692656430129125,pp1509,pp1601,2015-06-01
JD,0.12004459351260229,jd1509,jd1601,2015-06-01
CS,0.26298880130378216,cs1509,cs1601,2015-06-01
C,0.3215065032438301,c1509,c1601,2015-06-01
FB,-1.3824073777229664,fb1507,fb1509,2015-06-02
WR,-0.3730398945823248,WR1510,WR1511,2015-06-02
RU,-0.27795846785523115,RU1509,RU1601,2015-06-02
BU,-0.2614971687398693,BU1506,BU1509,2015-06-02
FU,-0.19436537691975464,FU1508,FU1509,2015-06-02
WH,-0.1490647001433496,WH509,WH601,2015-06-02
SR,-0.14718554379361906,SR509,SR601,2015-06-02
TC,-0.13866572583679432,TC509,TC601,2015-06-02
RB,-0.13251729503951737,RB1510,RB1601,2015-06-02
J,-0.11922098594854236,j1509,j1601,2015-06-02
P,-0.10590660388997186,p1509,p1601,2015-06-02
TA,-0.10511529223821628,TA509,TA601,2015-06-02
JM,-0.10192062997404344,jm1509,jm1601,2015-06-02
Y,-0.09391376260009449,y1509,y1601,2015-06-02
OI,-0.08105993292906943,OI509,OI601,2015-06-02
TF,-0.07498417128422077,TF1509,TF1512,2015-06-02
CF,-0.07472084368643467,CF509,CF601,2015-06-02
A,-0.07221057067762698,a1509,a1601,2015-06-02
HC,-0.07198754580788026,HC1510,HC1601,2015-06-02
RS,-0.06838826971421587,RS507,RS509,2015-06-02
SN,-0.06758904037884557,SN1507,SN1509,2015-06-02
IC,-0.06552510696379334,IC1506,IC1507,2015-06-02
M,-0.06386925960511036,m1509,m1601,2015-06-02
AL,-0.05944001484537023,AL1507,AL1508,2015-06-02
AG,-0.04862117900123225,AG1506,AG1512,2015-06-02
AU,-0.0449268392395147,AU1506,AU1512,2015-06-02
IH,-0.04417800421413378,IH1506,IH1509,2015-06-02
MA,-0.030236095494838196,MA509,MA601,2015-06-02
T,-0.023930798222070997,T1509,T1512,2015-06-02
IF,-0.019556234591880356,IF1506,IF1509,2015-06-02
ZN,-0.014501512338819925,ZN1508,ZN1509,2015-06-02
NI,0.011954576578775526,NI1507,NI1509,2015-06-02
B,0.014259045923361115,b1507,b1509,2015-06-02
CU,0.021952898873513427,CU1507,CU1508,2015-06-02
PB,0.027262412331804278,PB1507,PB1508,2015-06-02
I,0.04794622601570378,i1509,i1601,2015-06-02
V,0.05024357190366796,v1509,v1601,2015-06-02
RM,0.0738276098848589,RM509,RM601,2015-06-02
FG,0.085674780593541,FG509,FG601,2015-06-02
L,0.10538776175918475,l1509,l1601,2015-06-02
BB,0.10775336856483028,bb1509,bb1511,2015-06-02
JD,0.11079281708186545,jd1509,jd1601,2015-06-02
PP,0.11515272902494603,pp1509,pp1601,2015-06-02
CS,0.2705878360763438,cs1509,cs1601,2015-06-02
C,0.32446710763812725,c1509,c1601,2015-06-02
FB,-1.3722050182744558,fb1507,fb1509,2015-06-03
WR,-0.3730398945823248,WR1510,WR1511,2015-06-03
FU,-0.3010011497261497,FU1508,FU1509,2015-06-03
BU,-0.2626425832445669,BU1506,BU1509,2015-06-03
RU,-0.24709844222408606,RU1509,RU1601,2015-06-03
WH,-0.14610042904319948,WH509,WH601,2015-06-03
SR,-0.14409475289036802,SR509,SR601,2015-06-03
TC,-0.14007120723987293,TC509,TC601,2015-06-03
J,-0.12781485758325384,j1509,j1601,2015-06-03
RB,-0.11745810380445815,RB1510,RB1601,2015-06-03
P,-0.10780976611214607,p1509,p1601,2015-06-03
RI,-0.1060597490534727,RI509,RI601,2015-06-03
JM,-0.1028672204358965,jm1509,jm1601,2015-06-03
TA,-0.09373998080603345,TA509,TA601,2015-06-03
Y,-0.09219026957994095,y1509,y1601,2015-06-03
SN,-0.08579217385674207,SN1507,SN1508,2015-06-03
OI,-0.07914479518266665,OI509,OI601,2015-06-03
A,-0.07609103547556494,a1509,a1601,2015-06-03
CF,-0.07458011195818512,CF509,CF601,2015-06-03
TF,-0.07336638665578576,TF1509,TF1512,2015-06-03
HC,-0.06131624703645775,HC1510,HC1601,2015-06-03
M,-0.061214828394270254,m1509,m1601,2015-06-03
IH,-0.05728021509899389,IH1506,IH1509,2015-06-03
AL,-0.054920004328942396,AL1507,AL1508,2015-06-03
AG,-0.04521835842255465,AG1506,AG1512,2015-06-03
MA,-0.044967420793895874,MA509,MA601,2015-06-03
AU,-0.0402107785514712,AU1506,AU1512,2015-06-03
IC,-0.03367272058746623,IC1506,IC1507,2015-06-03
T,-0.022658195485968327,T1509,T1512,2015-06-03
IF,-0.017251364874356166,IF1506,IF1509,2015-06-03
ZN,-0.007339449770079958,ZN1508,ZN1509,2015-06-03
B,-0.0020308004932404703,b1507,b1509,2015-06-03
NI,0.01331048241756071,NI1507,NI1509,2015-06-03
CU,0.01379151973437035,CU1508,CU1509,2015-06-03
PB,0.02292264307343094,PB1507,PB1508,2015-06-03
V,0.03185870648238078,v1509,v1601,2015-06-03
I,0.04171562000283679,i1509,i1601,2015-06-03
BB,0.04560592028482126,bb1509,bb1511,2015-06-03
FG,0.0609972858992265,FG509,FG601,2015-06-03
RM,0.07035498310514945,RM509,RM601,2015-06-03
JD,0.07992792453116254,jd1509,jd1601,2015-06-03
L,0.10851385402584157,l1509,l1601,2015-06-03
PP,0.12087546913331854,pp1509,pp1601,2015-06-03
CS,0.2523753101912767,cs1509,cs1601,2015-06-03
C,0.3110455908876717,c1509,c1601,2015-06-03
FB,-1.4429531378929359,fb1507,fb1509,2015-06-04
WR,-0.3730398945823248,WR1510,WR1511,2015-06-04
RU,-0.2757495341666654,RU1509,RU1601,2015-06-04
BU,-0.2277252870125276,BU1506,BU1509,2015-06-04
WH,-0.16729458587400248,WH509,WH601,2015-06-04
TC,-0.14985933308578325,TC509,TC601,2015-06-04
SR,-0.14746391208413456,SR509,SR601,2015-06-04
J,-0.130663243231199,j1509,j1601,2015-06-04
RI,-0.12622266661198558,RI509,RI601,2015-06-04
P,-0.11932739345382952,p1509,p1601,2015-06-04
RB,-0.10720909751701918,RB1510,RB1601,2015-06-04
TA,-0.10678901029995269,TA509,TA601,2015-06-04
JM,-0.1043768749516708,jm1509,jm1601,2015-06-04
SN,-0.09370980376997937,SN1507,SN1508,2015-06-04
Y,-0.09334537271312131,y1509,y1601,2015-06-04
OI,-0.07833343201105741,OI509,OI601,2015-06-04
AL,-0.07808639993935743,AL1507,AL1508,2015-06-04
A,-0.07666399382745136,a1509,a1601,2015-06-04
TF,-0.0735023383979657,TF1509,TF1512,2015-06-04
CF,-0.07032458119185553,CF509,CF601,2015-06-04
M,-0.06591130407387596,m1509,m1601,2015-06-04
B,-0.06336287808367201,b1507,b1509,2015-06-04
HC,-0.061340992254322754,HC1510,HC1601,2015-06-04
IC,-0.05397624235813138,IC1506,IC1507,2015-06-04
MA,-0.04862343068055991,MA509,MA601,2015-06-04
AG,-0.04414203487184459,AG1506,AG1512,2015-06-04
FU,-0.04346518485818167,FU1508,FU1509,2015-06-04
AU,-0.040968595415523085,AU1506,AU1512,2015-06-04
IH,-0.03659245869354476,IH1506,IH1509,2015-06-04
ZN,-0.025574678579625518,ZN1508,ZN1509,2015-06-04
T,-0.023531951470164347,T1509,T1512,2015-06-04
IF,-0.020971895615026114,IF1506,IF1509,2015-06-04
CU,-0.0,CU1508,CU1509,2015-06-04
NI,0.00730297280544699,NI1507,NI1509,2015-06-04
V,0.03980597984349903,v1509,v1601,2015-06-04
PB,0.045317274401406545,PB1507,PB1508,2015-06-04
JD,0.04907494565451451,jd1509,jd1601,2015-06-04
I,0.05145923767874841,i1509,i1601,2015-06-04
BB,0.05695344139767092,bb1509,bb1511,2015-06-04
FG,0.06698842919426597,FG509,FG601,2015-06-04
RM,0.08192125785120159,RM509,RM601,2015-06-04
L,0.10810527016322707,l1509,l1601,2015-06-04
PP,0.12305705833363581,pp1509,pp1601,2015-06-04
CS,0.2583165272720326,cs1509,cs1601,2015-06-04
C,0.30449393920313716,c1509,c1601,2015-06-04
FB,-1.3988118482767817,fb1507,fb1509,2015-06-05
WR,-0.3730398945823248,WR1510,WR1511,2015-06-05
FU,-0.33929734161799735,FU1508,FU1509,2015-06-05
RU,-0.27831873704207366,RU1509,RU1601,2015-06-05
BU,-0.2713359540812283,BU1506,BU1509,2015-06-05
B,-0.22050738597877956,b1509,b1601,2015-06-05
WH,-0.19168416379666325,WH509,WH601,2015-06-05
TC,-0.17394159450633503,TC509,TC601,2015-06-05
SR,-0.14390996335662692,SR509,SR601,2015-06-05
J,-0.13000161794942927,j1509,j1601,2015-06-05
P,-0.12311758075215065,p1509,p1601,2015-06-05
RB,-0.10622331265674978,RB1510,RB1601,2015-06-05
TA,-0.1061552637705575,TA509,TA601,2015-06-05
JM,-0.09943273270126199,jm1509,jm1601,2015-06-05
SN,-0.09831833958569156,SN1507,SN1508,2015-06-05
Y,-0.09556890815356867,y1509,y1601,2015-06-05
RI,-0.09166400496591764,RI509,RI601,2015-06-05
CF,-0.07936970861049139,CF509,CF601,2015-06-05
HC,-0.07927458659022579,HC1510,HC1601,2015-06-05
OI,-0.07884816539758444,OI509,OI601,2015-06-05
A,-0.07586531175666653,a1509,a1601,2015-06-05
TF,-0.07378770416366327,TF1509,TF1512,2015-06-05
M,-0.06825048547893883,m1509,m1601,2015-06-05
AL,-0.0554700525464056,AL1507,AL1508,2015-06-05
MA,-0.05009279486338998,MA509,MA601,2015-06-05
AG,-0.045404901236613046,AG1506,AG1512,2015-06-05
AU,-0.034275672274169194,AU1506,AU1512,2015-06-05
IH,-0.02653969564791049,IH1506,IH1509,2015-06-05
T,-0.02427039562410909,T1509,T1512,2015-06-05
BB,-0.02318843465933349,bb1509,bb1511,2015-06-05
IF,-0.0172463399360619,IF1506,IF1509,2015-06-05
ZN,-0.007400555276184913,ZN1508,ZN1509,2015-06-05
IC,0.004823327430012045,IC1506,IC1507,2015-06-05
NI,0.009749164326330845,NI1507,NI1509,2015-06-05
CU,0.01683029728902656,CU1508,CU1509,2015-06-05
V,0.01885951428846251,v1509,v1601,2015-06-05
JD,0.031036003976158154,jd1509,jd1601,2015-06-05
FG,0.06390017938826793,FG509,FG601,2015-06-05
PB,0.063951426577006,PB1507,PB1508,2015-06-05
I,0.07648154647865928,i1509,i1601,2015-06-05
RM,0.08081296719542512,RM509,RM601,2015-06-05
L,0.10657740792559672,l1509,l1601,2015-06-05
PP,0.12228924786894144,pp1509,pp1601,2015-06-05
CS,0.2525057446700987,cs1509,cs1601,2015-06-05
C,0.3058447828865596,c1509,c1601,2015-06-05
FB,-1.3650813059119689,fb1507,fb1509,2015-06-08
ZC,-0.7436006849903981,ZC605,ZC606,2015-06-08
FU,-0.5820445854372055,FU1508,FU1509,2015-06-08
WR,-0.3730398945823248,WR1510,WR1511,2015-06-08
BU,-0.2834237470693784,BU1506,BU1509,2015-06-08
RU,-0.27492486473631456,RU1509,RU1601,2015-06-08
B,-0.22152450753454725,b1509,b1601,2015-06-08
WH,-0.21351142032396742,WH509,WH601,2015-06-08
TC,-0.17507884555674785,TC509,TC601,2015-06-08
SR,-0.1515924259416479,SR509,SR601,2015-06-08
J,-0.1397094827842643,j1509,j1601,2015-06-08
P,-0.12592462821761213,p1509,p1601,2015-06-08
JM,-0.10972897592057268,jm1509,jm1601,2015-06-08
TA,-0.10228916550137233,TA509,TA601,2015-06-08
RI,-0.09405158965222812,RI509,RI601,2015-06-08
RB,-0.09316533791723307,RB1510,RB1601,2015-06-08
Y,-0.0930069377147806,y1509,y1601,2015-06-08
