,roll_yield,near_by,deferred,date
TA,-0.10477783359181897,TA009,TA101,2010-06-07
ZN,-0.10404689461360236,ZN1008,ZN1009,2010-06-07
RB,-0.08562265660469932,RB1010,RB1101,2010-06-07
Y,-0.07436033694736743,y1009,y1101,2010-06-07
ER,-0.07055690232276436,ER009,ER101,2010-06-07
AL,-0.06837625337565334,AL1008,AL1009,2010-06-07
M,-0.052422156567656364,m1009,m1101,2010-06-07
IF,-0.051327511882239496,IF1006,IF1007,2010-06-07
RO,-0.038188460252662065,RO009,RO101,2010-06-07
AU,-0.013264188603591433,AU1006,AU1012,2010-06-07
WS,-0.007922539815627077,WS009,WS101,2010-06-07
A,-0.003165392010894347,a1101,a1105,2010-06-07
WR,0.009030478288963693,WR1009,WR1010,2010-06-07
CU,0.01914639416948588,CU1008,CU1009,2010-06-07
FU,0.031154188474636076,FU1007,FU1009,2010-06-07
P,0.03978470025839662,p1009,p1101,2010-06-07
B,0.07684446045666755,b1007,b1101,2010-06-07
C,0.11573429867874951,c1009,c1101,2010-06-07
RU,0.1327814208144223,RU1009,RU1011,2010-06-07
SR,0.2111673056768817,SR009,SR101,2010-06-07
CF,0.2938044485713314,CF009,CF101,2010-06-07
WT,-0.20980095341380822,WT009,WT011,2010-06-08
L,-0.11833397040555646,l1009,l1101,2010-06-08
ZN,-0.11349666272155595,ZN1008,ZN1009,2010-06-08
AL,-0.1095513226590933,AL1008,AL1009,2010-06-08
V,-0.10767201205220336,v1009,v1101,2010-06-08
TA,-0.09951161081545806,TA009,TA101,2010-06-08
RB,-0.0780322234370779,RB1010,RB1101,2010-06-08
ER,-0.07162337749511577,ER009,ER101,2010-06-08
Y,-0.06514914005132619,y1009,y1101,2010-06-08
M,-0.05674960052032596,m1009,m1101,2010-06-08
AU,-0.05121823786518728,AU1006,AU1012,2010-06-08
IF,-0.0483534849634491,IF1006,IF1007,2010-06-08
RO,-0.041729435854799934,RO009,RO101,2010-06-08
CU,-0.009706775048991544,CU1008,CU1009,2010-06-08
WS,-0.007905142914015095,WS009,WS101,2010-06-08
A,-0.0055110893336009666,a1101,a1105,2010-06-08
WR,0.005959771664594649,WR1009,WR1010,2010-06-08
FU,0.006980803579788296,FU1007,FU1009,2010-06-08
P,0.04708513332850039,p1009,p1101,2010-06-08
B,0.0880486223738392,b1007,b1101,2010-06-08
C,0.08908395791734725,c1009,c1101,2010-06-08
SR,0.20235150605175684,SR009,SR101,2010-06-08
RU,0.2325702482327437,RU1009,RU1011,2010-06-08
CF,0.2852607844288899,CF009,CF101,2010-06-08
WT,-0.2431943835916081,WT009,WT011,2010-06-09
AL,-0.1476436943442821,AL1008,AL1009,2010-06-09
ZN,-0.12225645883799896,ZN1008,ZN1009,2010-06-09
L,-0.11645997554874607,l1009,l1101,2010-06-09
V,-0.10086713408358072,v1009,v1101,2010-06-09
TA,-0.09173523906459319,TA009,TA101,2010-06-09
IF,-0.07292769022698509,IF1006,IF1007,2010-06-09
ER,-0.07281910906861966,ER009,ER101,2010-06-09
Y,-0.06348582001493908,y1009,y1101,2010-06-09
M,-0.06138321561402018,m1009,m1101,2010-06-09
RB,-0.05903094917069355,RB1010,RB1101,2010-06-09
RO,-0.04017917200931441,RO009,RO101,2010-06-09
WR,-0.038456830645702586,WR1009,WR1010,2010-06-09
AU,-0.009975083022078324,AU1006,AU1012,2010-06-09
A,-0.008680789958036665,a1101,a1105,2010-06-09
WS,-0.00787402026831324,WS009,WS101,2010-06-09
CU,0.009523810023715126,CU1008,CU1009,2010-06-09
FU,0.013808981929675005,FU1007,FU1009,2010-06-09
P,0.059334443374931135,p1009,p1101,2010-06-09
C,0.07623491208701087,c1009,c1101,2010-06-09
B,0.11736969177222101,b1007,b1101,2010-06-09
SR,0.17035810509992688,SR009,SR101,2010-06-09
CF,0.2425562898872849,CF009,CF101,2010-06-09
RU,0.35410635858079176,RU1009,RU1011,2010-06-09
WT,-0.2745776501363518,WT009,WT011,2010-06-10
ZN,-0.12636129395892653,ZN1009,ZN1010,2010-06-10
L,-0.12252851547810037,l1009,l1101,2010-06-10
TA,-0.10131681832422416,TA009,TA101,2010-06-10
AL,-0.09128674728121738,AL1008,AL1009,2010-06-10
V,-0.09085346765240772,v1009,v1101,2010-06-10
RB,-0.08243715221065337,RB1010,RB1101,2010-06-10
ER,-0.07158849550007401,ER009,ER101,2010-06-10
IF,-0.07084763901367429,IF1006,IF1007,2010-06-10
Y,-0.05953709059291895,y1009,y1101,2010-06-10
M,-0.056956803892510455,m1009,m1101,2010-06-10
RO,-0.036526727790400254,RO009,RO101,2010-06-10
AU,-0.0316282885555817,AU1006,AU1012,2010-06-10
WS,-0.009180335032783865,WS009,WS101,2010-06-10
A,-0.003944773743927066,a1101,a1105,2010-06-10
FU,0.012484110387614593,FU1007,FU1009,2010-06-10
CU,0.01658276840736,CU1008,CU1009,2010-06-10
WR,0.02366864672645225,WR1009,WR1010,2010-06-10
B,0.056119509607889334,b1009,b1101,2010-06-10
P,0.061607641061105334,p1009,p1101,2010-06-10
C,0.09580377701586845,c1009,c1101,2010-06-10
SR,0.18183661155782435,SR009,SR101,2010-06-10
RU,0.2505702185161066,RU1009,RU1011,2010-06-10
CF,0.25147866486792936,CF009,CF101,2010-06-10
WT,-0.3398000497827473,WT009,WT011,2010-06-11
IF,-0.10884036606917044,IF1006,IF1007,2010-06-11
L,-0.10761446808119662,l1009,l1101,2010-06-11
TA,-0.10561610621515015,TA009,TA101,2010-06-11
V,-0.09891005771270969,v1009,v1101,2010-06-11
AL,-0.09846209087022613,AL1008,AL1009,2010-06-11
RB,-0.08662513708601467,RB1010,RB1101,2010-06-11
ER,-0.07747080914815249,ER009,ER101,2010-06-11
ZN,-0.0748702602059032,ZN1009,ZN1010,2010-06-11
Y,-0.05887351652695591,y1009,y1101,2010-06-11
M,-0.0527872856711388,m1009,m1101,2010-06-11
FU,-0.042803081077385285,FU1007,FU1009,2010-06-11
RO,-0.038748675799638865,RO009,RO101,2010-06-11
AU,-0.03335664428744486,AU1006,AU1012,2010-06-11
WR,-0.014704082222103048,WR1009,WR1010,2010-06-11
WS,-0.013089025998951277,WS009,WS101,2010-06-11
A,-0.0055284996559322565,a1101,a1105,2010-06-11
CU,0.011667477827270234,CU1008,CU1009,2010-06-11
P,0.0532807274653093,p1009,p1101,2010-06-11
B,0.060094459303138795,b1009,b1101,2010-06-11
C,0.1031574786449878,c1009,c1101,2010-06-11
SR,0.1717538189181334,SR009,SR101,2010-06-11
CF,0.21014206988365713,CF009,CF101,2010-06-11
RU,0.251047829251376,RU1009,RU1011,2010-06-11
WT,-0.35466257905691834,WT009,WT011,2010-06-17
AU,-0.20086499333934077,AU1006,AU1012,2010-06-17
L,-0.11385981933469216,l1009,l1101,2010-06-17
FU,-0.1017800634387038,FU1007,FU1009,2010-06-17
TA,-0.10101964531976343,TA009,TA101,2010-06-17
V,-0.09863902235746863,v1009,v1101,2010-06-17
RB,-0.08755611148046233,RB1010,RB1101,2010-06-17
ER,-0.08492514379176686,ER009,ER101,2010-06-17
IF,-0.08019206134541527,IF1006,IF1007,2010-06-17
ZN,-0.07948434150001532,ZN1009,ZN1010,2010-06-17
Y,-0.07032519246563898,y1009,y1101,2010-06-17
AL,-0.07016357048271973,AL1008,AL1009,2010-06-17
M,-0.049011799848356505,m1009,m1101,2010-06-17
RO,-0.047175419278629324,RO009,RO101,2010-06-17
WS,-0.017026895739592457,WS009,WS101,2010-06-17
A,0.003926188232159636,a1101,a1105,2010-06-17
WR,0.011619463507705707,WR1009,WR1010,2010-06-17
B,0.03992892318870968,b1009,b1101,2010-06-17
CU,0.041731108517317914,CU1008,CU1009,2010-06-17
P,0.052885241478566186,p1009,p1101,2010-06-17
C,0.09403160197796046,c1009,c1101,2010-06-17
SR,0.1734235194498535,SR009,SR101,2010-06-17
CF,0.21268407202268308,CF009,CF101,2010-06-17
RU,0.22429930670656079,RU1009,RU1011,2010-06-17
WT,-0.3148162846166211,WT009,WT011,2010-06-18
L,-0.1318203682622872,l1009,l1101,2010-06-18
RB,-0.10716219520261125,RB1010,RB1101,2010-06-18
TA,-0.09794475736029803,TA009,TA101,2010-06-18
V,-0.08937273326394415,v1009,v1101,2010-06-18
ER,-0.08074869661297482,ER009,ER101,2010-06-18
IF,-0.0747561522378822,IF1007,IF1012,2010-06-18
Y,-0.07083774243987534,y1009,y1101,2010-06-18
AL,-0.0703814334287776,AL1008,AL1009,2010-06-18
ZN,-0.06810944144470166,ZN1009,ZN1010,2010-06-18
FU,-0.06648267465943145,FU1007,FU1009,2010-06-18
RO,-0.05148447021762148,RO009,RO101,2010-06-18
M,-0.04108172305007395,m1009,m1101,2010-06-18
WS,-0.022373431182390158,WS009,WS101,2010-06-18
A,-0.003913894879994847,a1101,a1105,2010-06-18
CU,0.004713275787223243,CU1009,CU1010,2010-06-18
AU,0.02260302949239456,AU1012,AU1102,2010-06-18
B,0.0360664274832721,b1009,b1101,2010-06-18
WR,0.04366287412689973,WR1009,WR1010,2010-06-18
P,0.046282929694660455,p1009,p1101,2010-06-18
C,0.11207279736427966,c1009,c1101,2010-06-18
SR,0.17875543923113005,SR009,SR101,2010-06-18
CF,0.25021731159535343,CF009,CF101,2010-06-18
RU,0.28520495877002094,RU1009,RU1011,2010-06-18
WT,-0.30525402396272044,WT009,WT011,2010-06-21
TA,-0.11250826790313878,TA009,TA101,2010-06-21
L,-0.1100349415478161,l1009,l1101,2010-06-21
AL,-0.1044183295276443,AL1008,AL1009,2010-06-21
RB,-0.09307162521974638,RB1010,RB1101,2010-06-21
ER,-0.08734241354474687,ER009,ER101,2010-06-21
ZN,-0.08457829945166659,ZN1009,ZN1010,2010-06-21
V,-0.07903192601880556,v1009,v1101,2010-06-21
IF,-0.0761326993981502,IF1007,IF1012,2010-06-21
Y,-0.07472564390292459,y1009,y1101,2010-06-21
RO,-0.0517820075954023,RO009,RO101,2010-06-21
M,-0.042343681087341996,m1009,m1101,2010-06-21
WR,-0.037468506482516865,WR1009,WR1010,2010-06-21
WS,-0.03687491553467015,WS009,WS101,2010-06-21
FU,-0.03268278621304203,FU1007,FU1009,2010-06-21
A,-0.011569624829260912,a1101,a1105,2010-06-21
CU,-0.0,CU1009,CU1010,2010-06-21
AU,0.019527735748942544,AU1012,AU1102,2010-06-21
P,0.031135810616408147,p1009,p1101,2010-06-21
B,0.0360664274832721,b1009,b1101,2010-06-21
C,0.07780271980495099,c1009,c1101,2010-06-21
RU,0.1542014536125701,RU1009,RU1011,2010-06-21
SR,0.15443699197585697,SR009,SR101,2010-06-21
CF,0.2329579974369242,CF009,CF101,2010-06-21
WT,-0.2893227319486473,WT009,WT011,2010-06-22
L,-0.11885759673806603,l1009,l1101,2010-06-22
TA,-0.10754973548077779,TA009,TA101,2010-06-22
AL,-0.09785986955167372,AL1008,AL1009,2010-06-22
ER,-0.09736868212757321,ER009,ER101,2010-06-22
RB,-0.09457156928428319,RB1010,RB1101,2010-06-22
V,-0.07776697381594824,v1009,v1101,2010-06-22
IF,-0.07682411740296069,IF1007,IF1012,2010-06-22
Y,-0.07254239459164422,y1009,y1101,2010-06-22
RO,-0.05184502887271933,RO009,RO101,2010-06-22
ZN,-0.0485175863082759,ZN1009,ZN1010,2010-06-22
M,-0.03923010487600364,m1009,m1101,2010-06-22
WS,-0.03284464600169565,WS009,WS101,2010-06-22
FU,-0.008213553644050393,FU1007,FU1009,2010-06-22
A,-0.006195149336308928,a1101,a1105,2010-06-22
WR,0.0,WR1009,WR1010,2010-06-22
CU,0.0022712217348006777,CU1009,CU1010,2010-06-22
AU,0.005532707914677023,AU1012,AU1102,2010-06-22
B,0.009897230141527906,b1009,b1101,2010-06-22
P,0.031259859910958636,p1009,p1101,2010-06-22
C,0.07941173030208903,c1009,c1101,2010-06-22
SR,0.15664144286305548,SR009,SR101,2010-06-22
RU,0.16669652123145245,RU1009,RU1011,2010-06-22
CF,0.255046937025221,CF009,CF101,2010-06-22
WT,-0.24877172943504916,WT009,WT011,2010-06-23
L,-0.11478064085915735,l1009,l1101,2010-06-23
TA,-0.10930606756365518,TA009,TA101,2010-06-23
RB,-0.10832383441068245,RB1010,RB1101,2010-06-23
ER,-0.10205065583476304,ER009,ER101,2010-06-23
FU,-0.08264593478897639,FU1007,FU1009,2010-06-23
V,-0.08027923275116322,v1009,v1101,2010-06-23
ZN,-0.07947048912592149,ZN1009,ZN1010,2010-06-23
AL,-0.07717068396348484,AL1008,AL1009,2010-06-23
Y,-0.07597367226466673,y1009,y1101,2010-06-23
IF,-0.07518769519865529,IF1007,IF1012,2010-06-23
RO,-0.053331490922283356,RO009,RO101,2010-06-23
M,-0.039257854636661926,m1009,m1101,2010-06-23
WS,-0.028871613912142678,WS009,WS101,2010-06-23
A,-0.007755950545412827,a1101,a1105,2010-06-23
CU,-0.0022583984257882493,CU1009,CU1010,2010-06-23
AU,0.011699137308514122,AU1012,AU1102,2010-06-23
B,0.015247809190397428,b1009,b1101,2010-06-23
P,0.028497226689238993,p1009,p1101,2010-06-23
WR,0.0556981578915602,WR1009,WR1010,2010-06-23
C,0.0827199807122993,c1009,c1101,2010-06-23
SR,0.15431454428297506,SR009,SR101,2010-06-23
RU,0.1716560602380553,RU1009,RU1011,2010-06-23
CF,0.22034563494171694,CF009,CF101,2010-06-23
WT,-0.25497007709373154,WT009,WT011,2010-06-24
TA,-0.11121209880468848,TA009,TA101,2010-06-24
L,-0.10374373751845992,l1009,l1101,2010-06-24
RB,-0.1020758327938461,RB1010,RB1101,2010-06-24
ER,-0.10051923566952817,ER009,ER101,2010-06-24
V,-0.0821406548048301,v1009,v1101,2010-06-24
ZN,-0.0818317832646596,ZN1009,ZN1010,2010-06-24
Y,-0.07615639408250954,y1009,y1101,2010-06-24
IF,-0.07335325768270731,IF1007,IF1012,2010-06-24
AL,-0.06872176437204337,AL1008,AL1009,2010-06-24
RO,-0.049007550868023504,RO009,RO101,2010-06-24
FU,-0.037185933328883446,FU1007,FU1009,2010-06-24
M,-0.03506326438010782,m1009,m1101,2010-06-24
WS,-0.02612119245291747,WS009,WS101,2010-06-24
A,-0.01241274074948594,a1101,a1105,2010-06-24
AU,0.0035467544535946203,AU1012,AU1102,2010-06-24
CU,0.004485143016145991,CU1009,CU1010,2010-06-24
P,0.022981574007164197,p1009,p1101,2010-06-24
B,0.02520060637580001,b1009,b1101,2010-06-24
WR,0.02919709469569981,WR1009,WR1010,2010-06-24
C,0.08076497269879293,c1009,c1101,2010-06-24
RU,0.1507037025359654,RU1009,RU1011,2010-06-24
SR,0.16841463085174882,SR009,SR101,2010-06-24
CF,0.22601951831329264,CF009,CF101,2010-06-24
TA,-0.10846476424651949,TA009,TA101,2010-06-25
L,-0.10766887170320265,l1009,l1101,2010-06-25
ER,-0.10363472710014934,ER009,ER101,2010-06-25
RB,-0.09485080281609054,RB1010,RB1101,2010-06-25
V,-0.08462893476333012,v1009,v1101,2010-06-25
AL,-0.08119110810362137,AL1008,AL1009,2010-06-25
Y,-0.07798911650570406,y1009,y1101,2010-06-25
IF,-0.073973462747951,IF1007,IF1012,2010-06-25
ZN,-0.05981072358784543,ZN1009,ZN1010,2010-06-25
RO,-0.04616039293041111,RO009,RO101,2010-06-25
FU,-0.030351869737561647,FU1007,FU1009,2010-06-25
M,-0.02767940146530857,m1009,m1101,2010-06-25
WS,-0.027493100992319663,WS009,WS101,2010-06-25
A,-0.01012330616668092,a1101,a1105,2010-06-25
B,-0.004613019873566941,b1009,b1101,2010-06-25
AU,0.0032982135507567704,AU1012,AU1102,2010-06-25
P,0.01014605117743344,p1009,p1101,2010-06-25
CU,0.013546567760344286,CU1009,CU1010,2010-06-25
C,0.06302752826803028,c1009,c1101,2010-06-25
WR,0.07022697438938005,WR1009,WR1010,2010-06-25
RU,0.12469389371369785,RU1009,RU1011,2010-06-25
SR,0.17318837214121155,SR009,SR101,2010-06-25
CF,0.23055192446788514,CF009,CF101,2010-06-25
FU,-0.11717776212890357,FU1007,FU1009,2010-06-28
L,-0.10537962486185407,l1009,l1101,2010-06-28
TA,-0.10401994773930903,TA009,TA101,2010-06-28
ER,-0.09976469425608246,ER009,ER101,2010-06-28
RB,-0.09589500359199463,RB1010,RB1101,2010-06-28
ZN,-0.09335541411261762,ZN1009,ZN1010,2010-06-28
V,-0.09301468445824368,v1009,v1101,2010-06-28
AL,-0.09288284635970986,AL1008,AL1009,2010-06-28
Y,-0.07736125683426011,y1009,y1101,2010-06-28
IF,-0.066346742559195,IF1007,IF1008,2010-06-28
SR,-0.04942652225823532,SR101,SR105,2010-06-28
RO,-0.043303504152433794,RO009,RO101,2010-06-28
M,-0.03198324535834111,m1009,m1101,2010-06-28
WS,-0.028833773730340753,WS009,WS101,2010-06-28
CU,-0.008892182696630446,CU1009,CU1010,2010-06-28
B,-0.007684430431072372,b1009,b1101,2010-06-28
A,-0.0031120334740881656,a1101,a1105,2010-06-28
AU,0.011359916009507798,AU1012,AU1102,2010-06-28
P,0.015714101558216415,p1009,p1101,2010-06-28
WR,0.04137935134699108,WR1009,WR1010,2010-06-28
C,0.08258859303947344,c1009,c1101,2010-06-28
RU,0.10979998446986784,RU1009,RU1011,2010-06-28
CF,0.2223239164611655,CF009,CF101,2010-06-28
FU,-0.17749052446271066,FU1007,FU1009,2010-06-29
L,-0.11754080723196536,l1009,l1101,2010-06-29
TA,-0.10810527016322695,TA009,TA101,2010-06-29
RB,-0.1057504456651949,RB1010,RB1101,2010-06-29
V,-0.08993353821631171,v1009,v1101,2010-06-29
ER,-0.08653741042061833,ER009,ER101,2010-06-29
IF,-0.08002789232766203,IF1007,IF1008,2010-06-29
Y,-0.0773973680107245,y1009,y1101,2010-06-29
AL,-0.0569685708805146,AL1008,AL1009,2010-06-29
ZN,-0.04866515625483812,ZN1009,ZN1010,2010-06-29
SR,-0.04772334910391626,SR101,SR105,2010-06-29
RO,-0.03395705545741088,RO009,RO101,2010-06-29
M,-0.031960529555373325,m1009,m1101,2010-06-29
WS,-0.02758942151031864,WS009,WS101,2010-06-29
AU,-0.01771218998448514,AU1012,AU1102,2010-06-29
B,-0.014613539984573796,b1009,b1101,2010-06-29
A,0.003902693408460641,a1101,a1105,2010-06-29
P,0.022457996332112474,p1009,p1101,2010-06-29
WR,0.023845015297576617,WR1009,WR1010,2010-06-29
CU,0.034049015561163166,CU1009,CU1010,2010-06-29
C,0.10030119673633817,c1009,c1101,2010-06-29
RU,0.17400465934729903,RU1009,RU1011,2010-06-29
CF,0.2484295404724649,CF009,CF101,2010-06-29
FU,-0.2630635793684286,FU1007,FU1009,2010-06-30
WT,-0.21710911323540444,WT009,WT011,2010-06-30
TA,-0.11413760224526254,TA009,TA101,2010-06-30
L,-0.11327955539105963,l1009,l1101,2010-06-30
RB,-0.11184695029811859,RB1010,RB1101,2010-06-30
V,-0.0983694684689729,v1009,v1101,2010-06-30
ER,-0.08223716104440228,ER009,ER101,2010-06-30
Y,-0.08031072319381434,y1009,y1101,2010-06-30
AL,-0.07374553765794158,AL1008,AL1009,2010-06-30
WR,-0.06902607503111882,WR1009,WR1010,2010-06-30
IF,-0.06681635080126995,IF1007,IF1008,2010-06-30
RO,-0.03258486737119609,RO009,RO101,2010-06-30
ZN,-0.028781922312624116,ZN1009,ZN1010,2010-06-30
WS,-0.02874586453634561,WS009,WS101,2010-06-30
M,-0.02356313434543248,m1009,m1101,2010-06-30
AU,0.000882288068644042,AU1012,AU1102,2010-06-30
A,0.0015702695987923415,a1101,a1105,2010-06-30
B,0.0030911903816892047,b1009,b1101,2010-06-30
P,0.01793868444905966,p1009,p1101,2010-06-30
CU,0.062385814912445076,CU1009,CU1010,2010-06-30
C,0.09847363694413011,c1009,c1101,2010-06-30
SR,0.19322693720580922,SR009,SR101,2010-06-30
RU,0.19552829675179317,RU1009,RU1011,2010-06-30
CF,0.2571786611089919,CF009,CF101,2010-06-30
WT,-0.1827856707945958,WT009,WT011,2010-07-01
RB,-0.12822566446446393,RB1010,RB1101,2010-07-01
L,-0.11496883183476939,l1009,l1101,2010-07-01
TA,-0.104810549508193,TA009,TA101,2010-07-01
V,-0.10141810839136106,v1009,v1101,2010-07-01
ER,-0.08785400863552598,ER009,ER101,2010-07-01
IF,-0.08175762860206483,IF1007,IF1008,2010-07-01
FU,-0.08071467285610641,FU1009,FU1010,2010-07-01
Y,-0.07511742004610815,y1009,y1101,2010-07-01
AL,-0.05765282194638062,AL1008,AL1009,2010-07-01
ZN,-0.03314919235092087,ZN1009,ZN1010,2010-07-01
RO,-0.032633201872308795,RO009,RO101,2010-07-01
M,-0.024621012414036594,m1009,m1101,2010-07-01
WS,-0.02350904498794761,WS009,WS101,2010-07-01
B,-0.003853565077069883,b1009,b1101,2010-07-01
A,0.0031479541188532394,a1101,a1105,2010-07-01
AU,0.0033244067707989006,AU1012,AU1102,2010-07-01
P,0.02566962262606271,p1009,p1101,2010-07-01
WR,0.047916210408524756,WR1009,WR1010,2010-07-01
CU,0.07032643687751944,CU1009,CU1010,2010-07-01
C,0.09494463285234492,c1009,c1101,2010-07-01
SR,0.2033355262202604,SR009,SR101,2010-07-01
RU,0.24430855811270985,RU1009,RU1011,2010-07-01
CF,0.2753435965842683,CF009,CF101,2010-07-01
WT,-0.2038158003492884,WT009,WT011,2010-07-02
RB,-0.13067234747250484,RB1010,RB1101,2010-07-02
L,-0.11600191210980698,l1009,l1101,2010-07-02
V,-0.10262780843165165,v1009,v1101,2010-07-02
TA,-0.10156580149435425,TA009,TA101,2010-07-02
ER,-0.0892095953138793,ER009,ER101,2010-07-02
Y,-0.07906029862455458,y1009,y1101,2010-07-02
FU,-0.07788622613596446,FU1009,FU1010,2010-07-02
IF,-0.07517644007193251,IF1007,IF1008,2010-07-02
ZN,-0.0717133608401,ZN1009,ZN1010,2010-07-02
AL,-0.05290834414578901,AL1008,AL1009,2010-07-02
RO,-0.03323929116342978,RO009,RO101,2010-07-02
WS,-0.0273143009787572,WS009,WS101,2010-07-02
M,-0.025532069003725857,m1009,m1101,2010-07-02
AU,-0.010475780758510293,AU1012,AU1103,2010-07-02
B,-0.007702186515737429,b1009,b1101,2010-07-02
A,-0.006254888896049329,a1101,a1105,2010-07-02
WR,0.002984703410487905,WR1009,WR1010,2010-07-02
