,roll_yield,near_by,deferred,date
JD,-1.4925671516710677,jd2007,jd2009,2020-06-01
SC,-0.563814104230385,SC2007,SC2009,2020-06-01
FB,-0.49181929623511,fb2006,fb2009,2020-06-01
RU,-0.3625448873402298,RU2009,RU2101,2020-06-01
FU,-0.31912477902726516,FU2009,FU2101,2020-06-01
MA,-0.26482845944083483,MA009,MA101,2020-06-01
CJ,-0.1541812241302093,CJ009,CJ101,2020-06-01
NR,-0.1511181962979224,NR2008,NR2009,2020-06-01
SA,-0.1467576142586235,SA009,SA101,2020-06-01
B,-0.14314285038328614,b2007,b2008,2020-06-01
AP,-0.13957267581764748,AP010,AP101,2020-06-01
CF,-0.13296490597438038,CF009,CF101,2020-06-01
WH,-0.12053610250354037,WH009,WH101,2020-06-01
EG,-0.11178524776451576,eg2009,eg2101,2020-06-01
RR,-0.10141397967099694,rr2008,rr2009,2020-06-01
EB,-0.09730031898833352,eb2009,eb2101,2020-06-01
TA,-0.09716803718261967,TA009,TA101,2020-06-01
SP,-0.08135639704767729,SP2009,SP2101,2020-06-01
BU,-0.07927088699889208,BU2009,BU2012,2020-06-01
M,-0.0628016547131325,m2009,m2101,2020-06-01
C,-0.06028911030833273,c2009,c2101,2020-06-01
RS,-0.058892681952848344,RS008,RS009,2020-06-01
PG,-0.05773323715691875,pg2011,pg2012,2020-06-01
CS,-0.04321951678678669,cs2009,cs2101,2020-06-01
Y,-0.03163473952984512,y2009,y2101,2020-06-01
AG,-0.02663711367219083,AG2010,AG2012,2020-06-01
P,-0.024742408290051136,p2009,p2101,2020-06-01
NI,-0.01161665143962063,NI2008,NI2009,2020-06-01
AU,-0.010260023623695345,AU2010,AU2012,2020-06-01
TS,0.008676792990181306,TS2009,TS2012,2020-06-01
L,0.015748067658431036,l2009,l2101,2020-06-01
CU,0.02154399142409116,CU2007,CU2008,2020-06-01
T,0.022083565579984407,T2009,T2012,2020-06-01
TF,0.03189747526403511,TF2006,TF2009,2020-06-01
UR,0.037316356749061995,UR009,UR101,2020-06-01
ZN,0.058270220718843385,ZN2007,ZN2008,2020-06-01
ZC,0.05886839676387339,ZC007,ZC009,2020-06-01
WR,0.06097521508733195,WR2010,WR2101,2020-06-01
OI,0.07562517842488753,OI009,OI101,2020-06-01
V,0.09073024970600618,v2009,v2101,2020-06-01
SN,0.0955193722697254,SN2007,SN2008,2020-06-01
SR,0.09758454700695623,SR009,SR101,2020-06-01
IF,0.10307356640747756,IF2006,IF2009,2020-06-01
SS,0.10492368689470352,SS2007,SS2008,2020-06-01
RM,0.10596261724277044,RM009,RM101,2020-06-01
JM,0.11100286924490513,jm2009,jm2101,2020-06-01
J,0.12197130139293663,j2009,j2101,2020-06-01
SF,0.12392536987019429,SF008,SF009,2020-06-01
IH,0.13020213123756744,IH2006,IH2009,2020-06-01
PB,0.13685995936788292,PB2007,PB2008,2020-06-01
IC,0.13714955822954264,IC2006,IC2009,2020-06-01
FG,0.15762411213127586,FG008,FG009,2020-06-01
SM,0.16240318483549265,SM009,SM010,2020-06-01
PP,0.1628723396312861,pp2009,pp2101,2020-06-01
HC,0.16803391258236278,HC2010,HC2101,2020-06-01
AL,0.16988996214262636,AL2007,AL2008,2020-06-01
RB,0.2006438652128429,RB2010,RB2101,2020-06-01
I,0.3171891711322673,i2009,i2101,2020-06-01
A,0.3765459529088597,a2009,a2101,2020-06-01
BB,1.818987211233809,bb2006,bb2008,2020-06-01
JD,-1.5181794284772536,jd2007,jd2009,2020-06-02
SC,-0.5608871388669137,SC2007,SC2009,2020-06-02
