,roll_yield,near_by,deferred,date
TA,0.07823011830210072,TA409,TA501,2014-06-05
CU,0.09474389544385448,CU1408,CU1409,2014-06-05
L,0.10629987149516601,l1409,l1501,2014-06-05
PP,0.15427705755115753,pp1409,pp1501,2014-06-05
B,0.17264138991302796,b1409,b1501,2014-06-05
FU,0.18102764901649143,FU1408,FU1409,2014-06-05
M,0.23117021848492353,m1409,m1501,2014-06-05
JD,0.26796749673587766,jd1409,jd1501,2014-06-05
CF,0.3407193430880611,CF409,CF501,2014-06-05
RM,0.3888793194232902,RM409,RM501,2014-06-05
RI,-0.7434110618920773,RI407,RI409,2014-06-06
RU,-0.27727530019890545,RU1409,RU1501,2014-06-06
BU,-0.21206035189261907,BU1406,BU1409,2014-06-06
SR,-0.18135369651694816,SR409,SR501,2014-06-06
WR,-0.1812890961730233,WR1409,WR1410,2014-06-06
ME,-0.15805181438115976,ME409,ME501,2014-06-06
J,-0.13457405677253062,j1409,j1501,2014-06-06
WH,-0.11131125061013163,WH409,WH501,2014-06-06
JM,-0.10923109108752053,jm1409,jm1501,2014-06-06
FB,-0.09934682635349282,fb1409,fb1501,2014-06-06
TC,-0.09878380969846713,TC409,TC501,2014-06-06
PB,-0.0686206301639389,PB1407,PB1408,2014-06-06
Y,-0.06091131709456027,y1409,y1501,2014-06-06
P,-0.058036766690997776,p1409,p1501,2014-06-06
AL,-0.04029102833815255,AL1407,AL1408,2014-06-06
V,-0.029654277697625776,v1409,v1501,2014-06-06
A,-0.019544043063580926,a1409,a1501,2014-06-06
TF,-0.01573107006940886,TF1409,TF1412,2014-06-06
ZN,-0.011836265960445205,ZN1408,ZN1409,2014-06-06
RB,-0.007787153659950896,RB1410,RB1501,2014-06-06
HC,-0.004872107788708902,HC1410,HC1501,2014-06-06
I,-0.004350979732939384,i1409,i1501,2014-06-06
IF,-0.003385845487843726,IF1406,IF1409,2014-06-06
AU,0.0019710260785186016,AU1406,AU1412,2014-06-06
AG,0.0029462318119496105,AG1406,AG1412,2014-06-06
OI,0.004301076005545848,OI409,OI501,2014-06-06
BB,0.007802345100172102,bb1409,bb1501,2014-06-06
FG,0.0580395808385929,FG409,FG501,2014-06-06
C,0.07281600809951491,c1409,c1501,2014-06-06
CU,0.08233736430414848,CU1408,CU1409,2014-06-06
TA,0.10890651387897342,TA409,TA501,2014-06-06
L,0.11050727955726039,l1409,l1501,2014-06-06
B,0.15012283821325406,b1409,b1501,2014-06-06
PP,0.15389408364026097,pp1409,pp1501,2014-06-06
FU,0.21948922040387084,FU1408,FU1409,2014-06-06
M,0.23024079389088992,m1409,m1501,2014-06-06
JD,0.28480848111191887,jd1409,jd1501,2014-06-06
CF,0.32712914158825124,CF409,CF501,2014-06-06
RM,0.39409676226675705,RM409,RM501,2014-06-06
RI,-0.7742268652459443,RI407,RI409,2014-06-09
RU,-0.2688364760690614,RU1409,RU1501,2014-06-09
BU,-0.20806634257426068,BU1406,BU1409,2014-06-09
WR,-0.1812890961730233,WR1409,WR1410,2014-06-09
SR,-0.17785710354899045,SR409,SR501,2014-06-09
ME,-0.1695107335588721,ME409,ME501,2014-06-09
J,-0.13769625869531787,j1409,j1501,2014-06-09
JM,-0.11362304787730756,jm1409,jm1501,2014-06-09
WH,-0.11118622337880324,WH409,WH501,2014-06-09
TC,-0.10445929547768373,TC409,TC501,2014-06-09
FB,-0.08754268506445098,fb1409,fb1501,2014-06-09
PB,-0.08589872040204571,PB1407,PB1408,2014-06-09
Y,-0.06607226392891928,y1409,y1501,2014-06-09
P,-0.05279324055101399,p1409,p1501,2014-06-09
AL,-0.0394232878763312,AL1408,AL1409,2014-06-09
V,-0.037298449775788174,v1409,v1501,2014-06-09
A,-0.0274157708716352,a1409,a1501,2014-06-09
RB,-0.02083338042855304,RB1410,RB1501,2014-06-09
HC,-0.017130647168003797,HC1410,HC1501,2014-06-09
ZN,-0.01564027591885093,ZN1408,ZN1409,2014-06-09
TF,-0.015459527791757969,TF1409,TF1412,2014-06-09
OI,-0.006888636781050804,OI409,OI501,2014-06-09
I,-0.004344678529094244,i1409,i1501,2014-06-09
AU,-0.001978043876003711,AU1406,AU1412,2014-06-09
IF,-0.0015033355433940526,IF1406,IF1409,2014-06-09
AG,0.006398430460386984,AG1406,AG1412,2014-06-09
FG,0.01976477737315006,FG409,FG501,2014-06-09
BB,0.024599466941318635,bb1409,bb1501,2014-06-09
CU,0.050772235673880874,CU1408,CU1409,2014-06-09
C,0.07152318325727075,c1409,c1501,2014-06-09
L,0.11621171293713362,l1409,l1501,2014-06-09
TA,0.12579131181551656,TA409,TA501,2014-06-09
PP,0.14863033884637697,pp1409,pp1501,2014-06-09
B,0.16251838678409453,b1409,b1501,2014-06-09
FU,0.21948922040387084,FU1408,FU1409,2014-06-09
M,0.22054788064360806,m1409,m1501,2014-06-09
JD,0.27294337894591586,jd1409,jd1501,2014-06-09
CF,0.35107330084538063,CF409,CF501,2014-06-09
RM,0.4145604865147329,RM409,RM501,2014-06-09
RI,-0.802978064932665,RI407,RI409,2014-06-10
RU,-0.26541075474282033,RU1409,RU1501,2014-06-10
BU,-0.21374681690170994,BU1406,BU1409,2014-06-10
SR,-0.1743382924767689,SR409,SR501,2014-06-10
ME,-0.1584754181448334,ME409,ME501,2014-06-10
J,-0.14318330633020407,j1409,j1501,2014-06-10
JM,-0.12058360784439869,jm1409,jm1501,2014-06-10
WH,-0.11810334837305943,WH409,WH501,2014-06-10
TC,-0.10087906974084025,TC409,TC501,2014-06-10
FB,-0.0745688763187365,fb1409,fb1501,2014-06-10
PB,-0.0726368605569276,PB1407,PB1408,2014-06-10
Y,-0.06385106528392416,y1409,y1501,2014-06-10
AL,-0.048378295321622036,AL1408,AL1409,2014-06-10
P,-0.03882887991743138,p1409,p1501,2014-06-10
V,-0.03711387540764049,v1409,v1501,2014-06-10
A,-0.02631891809881329,a1409,a1501,2014-06-10
TF,-0.02070551099709712,TF1409,TF1412,2014-06-10
ZN,-0.015579359539800863,ZN1408,ZN1409,2014-06-10
HC,-0.01222121329552613,HC1410,HC1501,2014-06-10
RB,-0.010416672553550919,RB1410,RB1501,2014-06-10
AU,-0.006344176612287758,AU1406,AU1412,2014-06-10
I,-0.004369993489392493,i1409,i1501,2014-06-10
OI,-0.0017191977547858514,OI409,OI501,2014-06-10
IF,-0.00037076516687832984,IF1406,IF1409,2014-06-10
AG,0.005912790707205046,AG1406,AG1412,2014-06-10
FG,0.014104398335420206,FG409,FG501,2014-06-10
BB,0.025693696433524444,bb1409,bb1501,2014-06-10
WR,0.043982944779551,WR1409,WR1410,2014-06-10
CU,0.04811655702819486,CU1408,CU1409,2014-06-10
C,0.07527505268707801,c1409,c1501,2014-06-10
TA,0.10445232733024712,TA409,TA501,2014-06-10
L,0.12140007486239636,l1409,l1501,2014-06-10
B,0.14708828172095592,b1409,b1501,2014-06-10
PP,0.18062016757224297,pp1409,pp1501,2014-06-10
M,0.21746242679718938,m1409,m1501,2014-06-10
FU,0.21948922040387084,FU1408,FU1409,2014-06-10
JD,0.2637292099362812,jd1409,jd1501,2014-06-10
CF,0.3456926028761327,CF409,CF501,2014-06-10
RM,0.4062534891160904,RM409,RM501,2014-06-10
RI,-0.88144048427011,RI407,RI409,2014-06-11
RU,-0.2619044782435539,RU1409,RU1501,2014-06-11
BU,-0.2356485638343787,BU1406,BU1409,2014-06-11
SR,-0.1802904137392373,SR409,SR501,2014-06-11
ME,-0.16096689263764988,ME409,ME501,2014-06-11
J,-0.1448820280768686,j1409,j1501,2014-06-11
WH,-0.11474964640199892,WH409,WH501,2014-06-11
TC,-0.1133974856841924,TC409,TC501,2014-06-11
JM,-0.11079281708186567,jm1409,jm1501,2014-06-11
FB,-0.07487909513357743,fb1409,fb1501,2014-06-11
AL,-0.07020129710417673,AL1408,AL1409,2014-06-11
Y,-0.06583894136453693,y1409,y1501,2014-06-11
PB,-0.055427350275534346,PB1407,PB1408,2014-06-11
P,-0.04430786361291926,p1409,p1501,2014-06-11
A,-0.03504870239680697,a1409,a1501,2014-06-11
V,-0.024896408444085194,v1409,v1501,2014-06-11
RB,-0.02356798962149876,RB1410,RB1501,2014-06-11
ZN,-0.023010553551262254,ZN1408,ZN1409,2014-06-11
TF,-0.017487012930299074,TF1409,TF1412,2014-06-11
HC,-0.014696893447537301,HC1410,HC1501,2014-06-11
AU,-0.009068522190533116,AU1406,AU1412,2014-06-11
AG,-0.0014732965675445854,AG1406,AG1412,2014-06-11
IF,-0.0007437017777306522,IF1406,IF1409,2014-06-11
I,0.004402055081849195,i1409,i1501,2014-06-11
OI,0.0068906145711274255,OI409,OI501,2014-06-11
FG,0.01987702491641214,FG409,FG501,2014-06-11
WR,0.043982944779551,WR1409,WR1410,2014-06-11
BB,0.06051755454776034,bb1409,bb1501,2014-06-11
CU,0.06284711128559875,CU1408,CU1409,2014-06-11
C,0.08415341399251738,c1409,c1501,2014-06-11
TA,0.11424771314162879,TA409,TA501,2014-06-11
L,0.11822270138233368,l1409,l1501,2014-06-11
PP,0.14846319858562362,pp1409,pp1501,2014-06-11
B,0.15094758884767095,b1409,b1501,2014-06-11
FU,0.21948922040387084,FU1408,FU1409,2014-06-11
M,0.22514698399350838,m1409,m1501,2014-06-11
JD,0.260609021148141,jd1409,jd1501,2014-06-11
CF,0.3301638157018364,CF409,CF501,2014-06-11
RM,0.4204224060365893,RM409,RM501,2014-06-11
RI,-0.8645153592667055,RI407,RI409,2014-06-12
RU,-0.25553848753515546,RU1409,RU1501,2014-06-12
SR,-0.18130122615305758,SR409,SR501,2014-06-12
BU,-0.17815141772360665,BU1406,BU1409,2014-06-12
ME,-0.15870719632194813,ME409,ME501,2014-06-12
J,-0.14435774503259505,j1409,j1501,2014-06-12
WH,-0.12662014992960516,WH409,WH501,2014-06-12
JM,-0.10540151316583939,jm1409,jm1501,2014-06-12
TC,-0.10178398757587134,TC409,TC501,2014-06-12
AL,-0.06667918619619288,AL1408,AL1409,2014-06-12
FB,-0.06484042926161152,fb1409,fb1501,2014-06-12
Y,-0.060680236470416274,y1409,y1501,2014-06-12
P,-0.04857987290368096,p1409,p1501,2014-06-12
PB,-0.03421242517006901,PB1408,PB1409,2014-06-12
A,-0.03295627806791647,a1409,a1501,2014-06-12
I,-0.031366977313016124,i1409,i1501,2014-06-12
V,-0.024855154602320594,v1409,v1501,2014-06-12
TF,-0.020123063430111457,TF1409,TF1412,2014-06-12
RB,-0.01845751462258379,RB1410,RB1501,2014-06-12
ZN,-0.015473889958460305,ZN1408,ZN1409,2014-06-12
AU,-0.008690513377690919,AU1406,AU1412,2014-06-12
HC,-0.0049261089969869455,HC1410,HC1501,2014-06-12
AG,-0.0029593100343721025,AG1406,AG1412,2014-06-12
IF,0.002977298239428882,IF1406,IF1409,2014-06-12
OI,0.01641945622585332,OI409,OI501,2014-06-12
FG,0.0397733098369521,FG409,FG501,2014-06-12
WR,0.043982944779551,WR1409,WR1410,2014-06-12
CU,0.0659203009932941,CU1408,CU1409,2014-06-12
BB,0.06653157466677602,bb1409,bb1501,2014-06-12
C,0.08784841560146364,c1409,c1501,2014-06-12
TA,0.12752593416081198,TA409,TA501,2014-06-12
L,0.13347051057273118,l1409,l1501,2014-06-12
PP,0.159295838725629,pp1409,pp1501,2014-06-12
B,0.1705961574354426,b1409,b1501,2014-06-12
M,0.20697861446085425,m1409,m1501,2014-06-12
FU,0.21948922040387084,FU1408,FU1409,2014-06-12
JD,0.2628972370927368,jd1409,jd1501,2014-06-12
CF,0.33429042317595525,CF409,CF501,2014-06-12
RM,0.41758507794042315,RM409,RM501,2014-06-12
RI,-0.9220062281465338,RI407,RI409,2014-06-13
RU,-0.27092053311709663,RU1409,RU1501,2014-06-13
BU,-0.20991579247195896,BU1406,BU1409,2014-06-13
SR,-0.17642911420383023,SR409,SR501,2014-06-13
ME,-0.1587092648094305,ME409,ME501,2014-06-13
J,-0.1308458772776035,j1409,j1501,2014-06-13
WH,-0.12993934628516043,WH409,WH501,2014-06-13
TC,-0.10795063751094151,TC409,TC501,2014-06-13
JM,-0.10501977599794578,jm1409,jm1501,2014-06-13
FB,-0.0873969421119614,fb1409,fb1501,2014-06-13
Y,-0.07013191100566567,y1409,y1501,2014-06-13
AL,-0.06662982137742864,AL1408,AL1409,2014-06-13
P,-0.042001710485598746,p1409,p1501,2014-06-13
PB,-0.03871664946627296,PB1408,PB1409,2014-06-13
A,-0.034370812889911596,a1409,a1501,2014-06-13
V,-0.0269719838885776,v1409,v1501,2014-06-13
AU,-0.02122661434329762,AU1406,AU1412,2014-06-13
TF,-0.019353717807987697,TF1409,TF1412,2014-06-13
ZN,-0.01560975829868681,ZN1408,ZN1409,2014-06-13
RB,-0.014499933492120205,RB1410,RB1501,2014-06-13
I,-0.0089820426378141,i1409,i1501,2014-06-13
AG,-0.007293067519877013,AG1406,AG1412,2014-06-13
HC,-0.00246229616885845,HC1410,HC1501,2014-06-13
OI,0.016405279045169245,OI409,OI501,2014-06-13
IF,0.03311564975328376,IF1406,IF1407,2014-06-13
FG,0.039623217503333696,FG409,FG501,2014-06-13
WR,0.043982944779551,WR1409,WR1410,2014-06-13
BB,0.08054936510452207,bb1409,bb1501,2014-06-13
CU,0.08072344924533861,CU1408,CU1409,2014-06-13
C,0.08275508806202297,c1409,c1501,2014-06-13
TA,0.10377433430885727,TA409,TA501,2014-06-13
L,0.13078994251727413,l1409,l1501,2014-06-13
PP,0.15731916905550908,pp1409,pp1501,2014-06-13
B,0.16216198153359296,b1409,b1501,2014-06-13
M,0.1946852728196612,m1409,m1501,2014-06-13
FU,0.21948922040387084,FU1408,FU1409,2014-06-13
JD,0.26861799499792205,jd1409,jd1501,2014-06-13
CF,0.3331149497235227,CF409,CF501,2014-06-13
RM,0.39920032011490625,RM409,RM501,2014-06-13
RI,-0.9655035572167938,RI407,RI409,2014-06-16
BU,-0.3471915916817666,BU1406,BU1409,2014-06-16
RU,-0.26567802692664444,RU1409,RU1501,2014-06-16
SR,-0.1862946603548887,SR409,SR501,2014-06-16
ME,-0.15151408571001773,ME409,ME501,2014-06-16
WH,-0.1399802443981872,WH409,WH501,2014-06-16
J,-0.13450528580992047,j1409,j1501,2014-06-16
JM,-0.11419426507310658,jm1409,jm1501,2014-06-16
TC,-0.10428700910140876,TC409,TC501,2014-06-16
FB,-0.10263829580921867,fb1409,fb1501,2014-06-16
Y,-0.07355264301004982,y1409,y1501,2014-06-16
FU,-0.059044878532643674,FU1409,FU1503,2014-06-16
AL,-0.05341255109111162,AL1408,AL1409,2014-06-16
P,-0.044141087182088354,p1409,p1501,2014-06-16
V,-0.03908850087100169,v1409,v1501,2014-06-16
A,-0.03676107042386371,a1409,a1501,2014-06-16
PB,-0.025705115148649586,PB1408,PB1409,2014-06-16
AU,-0.022616735457745722,AU1406,AU1412,2014-06-16
RB,-0.02259517554970877,RB1410,RB1501,2014-06-16
ZN,-0.019515372653749384,ZN1408,ZN1409,2014-06-16
I,-0.01809960241250374,i1409,i1501,2014-06-16
TF,-0.015515334502208971,TF1409,TF1412,2014-06-16
HC,-0.009907125807591935,HC1410,HC1501,2014-06-16
OI,-0.003464203618190387,OI409,OI501,2014-06-16
AG,0.0019240020723821256,AG1406,AG1412,2014-06-16
IF,0.02857144206890217,IF1406,IF1407,2014-06-16
FG,0.04042409575008048,FG409,FG501,2014-06-16
BB,0.06904662444245062,bb1409,bb1501,2014-06-16
CU,0.07267433719258773,CU1408,CU1409,2014-06-16
C,0.08129201867451663,c1409,c1501,2014-06-16
WR,0.11026111265287505,WR1409,WR1410,2014-06-16
L,0.11846157985630051,l1409,l1501,2014-06-16
TA,0.12047753046953025,TA409,TA501,2014-06-16
PP,0.15081258189005295,pp1409,pp1501,2014-06-16
B,0.1723136987639844,b1409,b1501,2014-06-16
M,0.1885866681506917,m1409,m1501,2014-06-16
JD,0.2557477859886914,jd1409,jd1501,2014-06-16
CF,0.3072365206969579,CF409,CF501,2014-06-16
RM,0.3855676087645811,RM409,RM501,2014-06-16
RI,-0.9319563147116579,RI407,RI409,2014-06-17
RU,-0.2626927712171607,RU1409,RU1501,2014-06-17
SR,-0.18399926405042483,SR409,SR501,2014-06-17
ME,-0.1448820280768686,ME409,ME501,2014-06-17
WH,-0.13766988617849435,WH409,WH501,2014-06-17
J,-0.1281151117076766,j1409,j1501,2014-06-17
TC,-0.10289395137562296,TC409,TC501,2014-06-17
JM,-0.10207546029295092,jm1409,jm1501,2014-06-17
FB,-0.09430056780453779,fb1409,fb1501,2014-06-17
Y,-0.07554835610338939,y1409,y1501,2014-06-17
AL,-0.06224541559337888,AL1408,AL1409,2014-06-17
BU,-0.044881256269971366,BU1409,BU1412,2014-06-17
P,-0.04316621235629867,p1409,p1501,2014-06-17
I,-0.03576793487071859,i1409,i1501,2014-06-17
A,-0.03227283476284318,a1409,a1501,2014-06-17
PB,-0.030059060269251217,PB1408,PB1409,2014-06-17
V,-0.029532642104331524,v1409,v1501,2014-06-17
RB,-0.026420175311696166,RB1410,RB1501,2014-06-17
AG,-0.017522539581342228,AG1409,AG1412,2014-06-17
TF,-0.015964713038010298,TF1409,TF1412,2014-06-17
ZN,-0.01552393489464323,ZN1408,ZN1409,2014-06-17
AU,-0.013578690898127544,AU1408,AU1412,2014-06-17
HC,-0.007405123990892069,HC1410,HC1501,2014-06-17
OI,-0.0026143792504232577,OI409,OI501,2014-06-17
IF,0.030964905210416137,IF1406,IF1407,2014-06-17
FG,0.04015356310424422,FG409,FG501,2014-06-17
BB,0.0688388299930901,bb1409,bb1501,2014-06-17
C,0.08740326866990272,c1409,c1501,2014-06-17
CU,0.08747305211838054,CU1408,CU1409,2014-06-17
L,0.10853896973250707,l1409,l1501,2014-06-17
WR,0.11026111265287505,WR1409,WR1410,2014-06-17
TA,0.13308458368849596,TA409,TA501,2014-06-17
PP,0.14722356802899977,pp1409,pp1501,2014-06-17
M,0.1574268163336747,m1409,m1501,2014-06-17
B,0.17554878998192125,b1409,b1501,2014-06-17
FU,0.21948922040387084,FU1408,FU1409,2014-06-17
JD,0.2598684033459059,jd1409,jd1501,2014-06-17
CF,0.31482686199371557,CF409,CF501,2014-06-17
RM,0.3564305181153866,RM409,RM501,2014-06-17
RI,-0.9679803374377233,RI407,RI409,2014-06-18
RU,-0.2611212377182167,RU1409,RU1501,2014-06-18
JR,-0.2365191270197866,JR409,JR411,2014-06-18
SR,-0.1948496480511657,SR409,SR501,2014-06-18
ME,-0.1456807946459744,ME409,ME501,2014-06-18
WH,-0.1422388295497721,WH409,WH501,2014-06-18
J,-0.13381291871026155,j1409,j1501,2014-06-18
TC,-0.1065062115973078,TC409,TC501,2014-06-18
JM,-0.0988496989806433,jm1409,jm1501,2014-06-18
FB,-0.09231497600026106,fb1409,fb1501,2014-06-18
Y,-0.06933641962724547,y1409,y1501,2014-06-18
AL,-0.06256997416200603,AL1408,AL1409,2014-06-18
P,-0.0554240874847757,p1409,p1501,2014-06-18
BU,-0.04676228146334686,BU1409,BU1412,2014-06-18
OI,-0.03841728866654974,OI409,OI501,2014-06-18
ZN,-0.03478823502619466,ZN1408,ZN1409,2014-06-18
A,-0.02955027250178158,a1409,a1501,2014-06-18
PB,-0.025732676050906983,PB1408,PB1409,2014-06-18
RB,-0.0251781517091769,RB1410,RB1501,2014-06-18
I,-0.022472015187472976,i1409,i1501,2014-06-18
V,-0.022213182522630267,v1409,v1501,2014-06-18
TF,-0.01529024786621621,TF1409,TF1412,2014-06-18
IF,-0.012212049733441987,IF1407,IF1409,2014-06-18
AG,-0.011653322153428918,AG1409,AG1412,2014-06-18
AU,-0.011197341356055563,AU1408,AU1412,2014-06-18
HC,0.0073597076880287295,HC1410,HC1501,2014-06-18
FG,0.034384330557019956,FG409,FG501,2014-06-18
BB,0.07275839752937782,bb1409,bb1501,2014-06-18
C,0.08007253555854395,c1409,c1501,2014-06-18
CU,0.09511939665934455,CU1408,CU1409,2014-06-18
L,0.10491032306972886,l1409,l1501,2014-06-18
WR,0.11026111265287505,WR1409,WR1410,2014-06-18
TA,0.11608721046666398,TA409,TA501,2014-06-18
M,0.14282446507226487,m1409,m1501,2014-06-18
PP,0.1634067250843111,pp1409,pp1501,2014-06-18
B,0.1855350705293346,b1409,b1501,2014-06-18
FU,0.21948922040387084,FU1408,FU1409,2014-06-18
JD,0.24989181172043573,jd1409,jd1501,2014-06-18
RM,0.3285098455030122,RM409,RM501,2014-06-18
CF,0.3378278074901237,CF409,CF501,2014-06-18
RI,-0.946376916747731,RI407,RI409,2014-06-19
RU,-0.25414628498600594,RU1409,RU1501,2014-06-19
SR,-0.19015899853758103,SR409,SR501,2014-06-19
ME,-0.1586513675384867,ME409,ME501,2014-06-19
WH,-0.14664573449206636,WH409,WH501,2014-06-19
J,-0.12955380885114115,j1409,j1501,2014-06-19
TC,-0.11250578294387283,TC409,TC501,2014-06-19
JM,-0.1034585282135082,jm1409,jm1501,2014-06-19
FB,-0.08274657445301924,fb1409,fb1501,2014-06-19
Y,-0.06904996469567481,y1409,y1501,2014-06-19
AL,-0.06224541559337888,AL1408,AL1409,2014-06-19
BU,-0.06181345205350418,BU1409,BU1412,2014-06-19
P,-0.05335297935971363,p1409,p1501,2014-06-19
PB,-0.038605931421306514,PB1408,PB1409,2014-06-19
RB,-0.0357322475419014,RB1410,RB1501,2014-06-19
I,-0.031508166597447596,i1409,i1501,2014-06-19
A,-0.030886575419199355,a1409,a1501,2014-06-19
ZN,-0.03087811288834955,ZN1408,ZN1409,2014-06-19
OI,-0.028766746640730492,OI409,OI501,2014-06-19
V,-0.019736913294127682,v1409,v1501,2014-06-19
HC,-0.01955994117676708,HC1410,HC1501,2014-06-19
TF,-0.017569821719256175,TF1409,TF1412,2014-06-19
