,roll_yield,near_by,deferred,date
WT,-0.14138668156359327,WT207,WT209,2012-06-01
FU,-0.1343011828211519,FU1207,FU1209,2012-06-01
CF,-0.12191651229065116,CF209,CF301,2012-06-01
WS,-0.12110375755920558,WS209,WS301,2012-06-01
WR,-0.09129998637539594,WR1209,WR1210,2012-06-01
V,-0.07845049193404696,v1209,v1301,2012-06-01
J,-0.06544553229926317,j1209,j1301,2012-06-01
B,-0.06106263297532033,b1209,b1301,2012-06-01
L,-0.05825425757130455,l1209,l1301,2012-06-01
Y,-0.050910312655384767,y1209,y1301,2012-06-01
A,-0.045040688959737986,a1301,a1305,2012-06-01
ME,-0.04120508517045741,ME209,ME301,2012-06-01
RU,-0.038506578104516166,RU1209,RU1301,2012-06-01
AG,-0.024615462297513144,AG1209,AG1212,2012-06-01
AU,-0.0213765804241531,AU1206,AU1212,2012-06-01
P,-0.013048504644280215,p1209,p1301,2012-06-01
ZN,-0.012193057780628801,ZN1208,ZN1209,2012-06-01
AL,-0.0037658873681104305,AL1208,AL1209,2012-06-01
ER,-0.0011492051471690007,ER209,ER301,2012-06-01
TA,0.0047182185348006505,TA209,TA301,2012-06-01
RB,0.008800883638409694,RB1210,RB1301,2012-06-01
PB,0.01590457489282452,PB1207,PB1208,2012-06-01
IF,0.024671624909893324,IF1206,IF1207,2012-06-01
CU,0.061685467207566506,CU1208,CU1209,2012-06-01
M,0.09403967678295388,m1209,m1301,2012-06-01
SR,0.09877846084871444,SR209,SR301,2012-06-01
RO,0.14052975955494212,RO209,RO301,2012-06-01
C,0.14947861089479936,c1209,c1301,2012-06-01
WR,-0.397100544970583,WR1210,WR1211,2012-06-04
FU,-0.1611260794695361,FU1209,FU1211,2012-06-04
WS,-0.12439592996127347,WS209,WS301,2012-06-04
CF,-0.12404230963939211,CF209,CF301,2012-06-04
J,-0.08748900616748177,j1209,j1301,2012-06-04
V,-0.07913569780892657,v1209,v1301,2012-06-04
B,-0.06520578362236532,b1209,b1301,2012-06-04
L,-0.06218665395425019,l1209,l1301,2012-06-04
ME,-0.06118201849106373,ME209,ME301,2012-06-04
Y,-0.05533220281711051,y1209,y1301,2012-06-04
RU,-0.05266216772138659,RU1209,RU1301,2012-06-04
A,-0.04590861672159763,a1301,a1305,2012-06-04
ZN,-0.03303512065686038,ZN1208,ZN1209,2012-06-04
P,-0.027613607187215117,p1209,p1301,2012-06-04
AG,-0.021458559426605312,AG1209,AG1212,2012-06-04
AU,-0.01645262721969029,AU1206,AU1212,2012-06-04
AL,-0.0037825059414840143,AL1208,AL1209,2012-06-04
TA,0.005758948703920184,TA209,TA301,2012-06-04
ER,0.010330983999350413,ER209,ER301,2012-06-04
PB,0.012086621804086152,PB1207,PB1208,2012-06-04
RB,0.02088258316616776,RB1210,RB1301,2012-06-04
IF,0.026429649636164503,IF1206,IF1207,2012-06-04
CU,0.03415886166515772,CU1209,CU1210,2012-06-04
M,0.09485062760724924,m1209,m1301,2012-06-04
SR,0.10426150505125631,SR209,SR301,2012-06-04
C,0.1560820119859644,c1209,c1301,2012-06-04
RO,0.16923703932359535,RO209,RO301,2012-06-04
WT,-0.29037924517110125,WT207,WT209,2012-06-05
CF,-0.14712836541571103,CF209,CF301,2012-06-05
FU,-0.13880745240994133,FU1209,FU1211,2012-06-05
WS,-0.1291170516871788,WS209,WS301,2012-06-05
V,-0.08983396738798563,v1209,v1301,2012-06-05
J,-0.07873606655513549,j1209,j1301,2012-06-05
L,-0.06346085389855026,l1209,l1301,2012-06-05
B,-0.061259517026228234,b1209,b1301,2012-06-05
RU,-0.05496235839830774,RU1209,RU1301,2012-06-05
Y,-0.04945534139414164,y1209,y1301,2012-06-05
A,-0.048166172259893336,a1301,a1305,2012-06-05
ME,-0.031066158702119255,ME209,ME301,2012-06-05
AG,-0.02554630531969281,AG1209,AG1212,2012-06-05
P,-0.020317868753453917,p1209,p1301,2012-06-05
AL,-0.015061188045527425,AL1208,AL1209,2012-06-05
AU,-0.01290191551368874,AU1206,AU1212,2012-06-05
ZN,-0.008174387237079273,ZN1208,ZN1209,2012-06-05
ER,0.0022590362513229038,ER209,ER301,2012-06-05
WR,0.005872278071675776,WR1210,WR1211,2012-06-05
TA,0.01662514645413515,TA209,TA301,2012-06-05
RB,0.02062113318731771,RB1210,RB1301,2012-06-05
PB,0.023896456619102703,PB1207,PB1208,2012-06-05
CU,0.03369842147148627,CU1209,CU1210,2012-06-05
IF,0.0442752788648661,IF1206,IF1207,2012-06-05
M,0.0866078345603593,m1209,m1301,2012-06-05
SR,0.09325617184100332,SR209,SR301,2012-06-05
RO,0.1575227593392294,RO209,RO301,2012-06-05
C,0.16532049141265387,c1209,c1301,2012-06-05
FU,-0.1900898158806924,FU1209,FU1211,2012-06-06
CF,-0.14757073257231534,CF209,CF301,2012-06-06
WS,-0.12360391204983204,WS209,WS301,2012-06-06
V,-0.08997214105104698,v1209,v1301,2012-06-06
WR,-0.08843076127858042,WR1210,WR1211,2012-06-06
B,-0.08052013136944103,b1209,b1301,2012-06-06
J,-0.07826530825289363,j1209,j1301,2012-06-06
L,-0.07104745393067732,l1209,l1301,2012-06-06
Y,-0.055753817056899746,y1209,y1301,2012-06-06
A,-0.04934998190986126,a1301,a1305,2012-06-06
RU,-0.04147986634570451,RU1209,RU1301,2012-06-06
AG,-0.03076183041395992,AG1209,AG1212,2012-06-06
ME,-0.02998953927552759,ME209,ME301,2012-06-06
AU,-0.025733448969784252,AU1206,AU1212,2012-06-06
ZN,-0.02432433265305592,ZN1208,ZN1209,2012-06-06
P,-0.02177868003841267,p1209,p1301,2012-06-06
AL,-0.007542426395384927,AL1208,AL1209,2012-06-06
ER,0.0022581860305984714,ER209,ER301,2012-06-06
TA,0.00996402798061036,TA209,TA301,2012-06-06
RB,0.027437638203572572,RB1210,RB1301,2012-06-06
PB,0.027883829973618702,PB1207,PB1208,2012-06-06
IF,0.029223471766339597,IF1206,IF1207,2012-06-06
CU,0.03572760361538062,CU1209,CU1210,2012-06-06
M,0.08007924239918617,m1209,m1301,2012-06-06
SR,0.10253070308072466,SR209,SR301,2012-06-06
C,0.16143945988253192,c1209,c1301,2012-06-06
RO,0.174132385992186,RO209,RO301,2012-06-06
FU,-0.16618771149900588,FU1209,FU1211,2012-06-07
CF,-0.14313454423280075,CF209,CF301,2012-06-07
WS,-0.12142491074958411,WS209,WS301,2012-06-07
J,-0.08970497081639422,j1209,j1301,2012-06-07
WR,-0.08843076127858042,WR1210,WR1211,2012-06-07
V,-0.08301836430503429,v1209,v1301,2012-06-07
L,-0.06618508949349866,l1209,l1301,2012-06-07
Y,-0.0621030765119604,y1209,y1301,2012-06-07
A,-0.05877181126878407,a1301,a1305,2012-06-07
B,-0.058403812644991906,b1209,b1301,2012-06-07
RU,-0.05573321692077409,RU1209,RU1301,2012-06-07
ME,-0.031211043843522517,ME209,ME301,2012-06-07
AG,-0.024055334587480277,AG1209,AG1212,2012-06-07
AU,-0.022232465680436058,AU1206,AU1212,2012-06-07
P,-0.018561544131769605,p1209,p1301,2012-06-07
ZN,-0.008154944248607889,ZN1208,ZN1209,2012-06-07
AL,-0.007554296755619628,AL1208,AL1209,2012-06-07
ER,0.0056359212517798265,ER209,ER301,2012-06-07
TA,0.012436110112015869,TA209,TA301,2012-06-07
RB,0.02936152160786886,RB1210,RB1301,2012-06-07
IF,0.03034855012047013,IF1206,IF1207,2012-06-07
CU,0.042581051309082706,CU1209,CU1210,2012-06-07
PB,0.05973133288502648,PB1207,PB1208,2012-06-07
M,0.08933891181333793,m1209,m1301,2012-06-07
SR,0.1074130219605116,SR209,SR301,2012-06-07
C,0.15506334106662242,c1209,c1301,2012-06-07
RO,0.18693996805791763,RO209,RO301,2012-06-07
WT,-0.28705450385216724,WT207,WT209,2012-06-08
FU,-0.1727579023977532,FU1207,FU1209,2012-06-08
CF,-0.14076456385937935,CF209,CF301,2012-06-08
J,-0.1299189030953913,j1209,j1301,2012-06-08
WS,-0.12296304262908825,WS209,WS301,2012-06-08
V,-0.08130578933337354,v1209,v1301,2012-06-08
B,-0.07027290252073039,b1209,b1301,2012-06-08
Y,-0.06460368303152635,y1209,y1301,2012-06-08
RU,-0.05659274040234259,RU1209,RU1301,2012-06-08
L,-0.055316100792731845,l1209,l1301,2012-06-08
A,-0.05135353055090578,a1301,a1305,2012-06-08
ME,-0.03585050811197398,ME209,ME301,2012-06-08
AG,-0.03155172858449925,AG1209,AG1212,2012-06-08
ZN,-0.02041163955315317,ZN1208,ZN1209,2012-06-08
P,-0.014730614943271797,p1209,p1301,2012-06-08
AU,-0.011295803370605631,AU1206,AU1212,2012-06-08
WR,-0.0,WR1210,WR1211,2012-06-08
TA,0.0025637375153763613,TA209,TA301,2012-06-08
ER,0.005646529052600945,ER209,ER301,2012-06-08
AL,0.00756143692315836,AL1208,AL1209,2012-06-08
PB,0.024032050755721325,PB1208,PB1209,2012-06-08
RB,0.028337726923561457,RB1210,RB1301,2012-06-08
IF,0.033472825050942304,IF1206,IF1207,2012-06-08
CU,0.052159205241873785,CU1209,CU1210,2012-06-08
M,0.09256882247970277,m1209,m1301,2012-06-08
SR,0.12470117551813306,SR209,SR301,2012-06-08
C,0.15434179216749036,c1209,c1301,2012-06-08
RO,0.20402468340352498,RO209,RO301,2012-06-08
CF,-0.1321728663610583,CF209,CF301,2012-06-11
J,-0.1255959437767563,j1209,j1301,2012-06-11
WS,-0.12064351792222691,WS209,WS301,2012-06-11
FU,-0.1035941752450824,FU1207,FU1209,2012-06-11
V,-0.08464152733182592,v1209,v1301,2012-06-11
Y,-0.0700269529260462,y1209,y1301,2012-06-11
B,-0.069056757540696,b1209,b1301,2012-06-11
L,-0.05871650006463057,l1209,l1301,2012-06-11
A,-0.052585616030977014,a1301,a1305,2012-06-11
RU,-0.047059788503098415,RU1209,RU1301,2012-06-11
ME,-0.04420565158665229,ME209,ME301,2012-06-11
AU,-0.037827054875042926,AU1206,AU1212,2012-06-11
AG,-0.03285709291443169,AG1209,AG1212,2012-06-11
P,-0.026606027674256627,p1209,p1301,2012-06-11
ZN,-0.024209826638024554,ZN1208,ZN1209,2012-06-11
ER,-0.006731491231174738,ER209,ER301,2012-06-11
TA,0.002504522199170642,TA209,TA301,2012-06-11
AL,0.003767069564760586,AL1208,AL1209,2012-06-11
PB,0.007949652493453687,PB1208,PB1209,2012-06-11
IF,0.030129478362499653,IF1206,IF1207,2012-06-11
RB,0.0311664591100057,RB1210,RB1301,2012-06-11
CU,0.0331644614594156,CU1209,CU1210,2012-06-11
M,0.0859760332554118,m1209,m1301,2012-06-11
SR,0.10902983398799299,SR209,SR301,2012-06-11
C,0.1439460992516835,c1209,c1301,2012-06-11
RO,0.1833920394361942,RO209,RO301,2012-06-11
WR,0.1865020541661195,WR1210,WR1211,2012-06-11
WT,-0.19664681419974828,WT207,WT209,2012-06-12
J,-0.15815034651721324,j1209,j1301,2012-06-12
WS,-0.12458956278568306,WS209,WS301,2012-06-12
CF,-0.11956348102554751,CF209,CF301,2012-06-12
Y,-0.0743193156156526,y1209,y1301,2012-06-12
FU,-0.0628815508443175,FU1207,FU1209,2012-06-12
B,-0.06232999275672217,b1209,b1301,2012-06-12
V,-0.060094459303138795,v1209,v1301,2012-06-12
RU,-0.05002895260538166,RU1209,RU1301,2012-06-12
A,-0.0497546141974273,a1301,a1305,2012-06-12
ME,-0.04565305491266015,ME209,ME301,2012-06-12
L,-0.03877275294280563,l1209,l1301,2012-06-12
AG,-0.0339182346575925,AG1209,AG1212,2012-06-12
P,-0.029912046347893816,p1209,p1301,2012-06-12
AU,-0.020448949073269083,AU1206,AU1212,2012-06-12
ZN,-0.02034243579202132,ZN1208,ZN1209,2012-06-12
ER,-0.011240178004826192,ER209,ER301,2012-06-12
AL,0.0,AL1208,AL1209,2012-06-12
TA,0.0008548226300890227,TA209,TA301,2012-06-12
RB,0.0303588187628369,RB1210,RB1301,2012-06-12
CU,0.03354143616703487,CU1209,CU1210,2012-06-12
IF,0.0492191887365314,IF1206,IF1207,2012-06-12
PB,0.06807960859920081,PB1208,PB1209,2012-06-12
M,0.08615608556709309,m1209,m1301,2012-06-12
SR,0.11748336643862599,SR209,SR301,2012-06-12
C,0.14412973552624297,c1209,c1301,2012-06-12
