,roll_yield,near_by,deferred,date
FU,-0.7511250823671247,FU1309,FU1310,2013-06-03
JM,-0.16995694602714156,jm1309,jm1401,2013-06-03
J,-0.1341446344595382,j1309,j1401,2013-06-03
RU,-0.10344511550675628,RU1309,RU1401,2013-06-03
Y,-0.09345082244094849,y1309,y1401,2013-06-03
WH,-0.09327176121009355,WH309,WH401,2013-06-03
RB,-0.08634246057676584,RB1310,RB1401,2013-06-03
PB,-0.08547044679838826,PB1306,PB1307,2013-06-03
ME,-0.058836298380658,ME309,ME401,2013-06-03
FG,-0.04488861803013696,FG309,FG401,2013-06-03
AG,-0.042171560226060625,AG1306,AG1312,2013-06-03
P,-0.03946792044318153,p1309,p1401,2013-06-03
V,-0.038331975838622454,v1309,v1401,2013-06-03
RI,-0.03600943458406808,RI309,RI401,2013-06-03
ZN,-0.03230149998853697,ZN1308,ZN1309,2013-06-03
AL,-0.008048290040124386,AL1308,AL1309,2013-06-03
B,-0.0025445298722675007,b1309,b1405,2013-06-03
AU,-7.155251060621269e-05,AU1306,AU1312,2013-06-03
WR,0.012378684798318374,WR1310,WR1401,2013-06-03
CU,0.015856538409114277,CU1309,CU1310,2013-06-03
IF,0.03424210860856705,IF1306,IF1307,2013-06-03
CF,0.0442121152848178,CF309,CF401,2013-06-03
RS,0.058128724372875556,RS309,RS311,2013-06-03
SR,0.06692171540436417,SR309,SR401,2013-06-03
A,0.07156648226767502,a1309,a1401,2013-06-03
L,0.07941640212593047,l1309,l1401,2013-06-03
C,0.09085946481917491,c1309,c1401,2013-06-03
TA,0.1035511210102365,TA309,TA401,2013-06-03
OI,0.13383697645760378,OI309,OI401,2013-06-03
M,0.21698317125436772,m1309,m1401,2013-06-03
RM,0.2825616451791032,RM309,RM401,2013-06-03
FU,-0.7511250823671247,FU1309,FU1310,2013-06-04
JM,-0.1693571315927339,jm1309,jm1401,2013-06-04
J,-0.14875845729250337,j1309,j1401,2013-06-04
RU,-0.09859680721644462,RU1309,RU1401,2013-06-04
Y,-0.09714224497968679,y1309,y1401,2013-06-04
RB,-0.09545907574151422,RB1310,RB1401,2013-06-04
WH,-0.09406615392557982,WH309,WH401,2013-06-04
PM,-0.07442719268086855,PM307,PM401,2013-06-04
PB,-0.06827898933214284,PB1306,PB1307,2013-06-04
ME,-0.06238620654990445,ME309,ME401,2013-06-04
AG,-0.046371281070491835,AG1306,AG1312,2013-06-04
RI,-0.04422684521161029,RI309,RI401,2013-06-04
V,-0.042841765267895106,v1309,v1401,2013-06-04
P,-0.027406389623492428,p1309,p1401,2013-06-04
FG,-0.027074116415754735,FG309,FG401,2013-06-04
ZN,-0.02436549060458342,ZN1308,ZN1309,2013-06-04
B,-0.008336375208243135,b1309,b1405,2013-06-04
AU,-0.0033448989203989235,AU1306,AU1312,2013-06-04
AL,0.0,AL1308,AL1309,2013-06-04
WR,0.012299101234256447,WR1310,WR1401,2013-06-04
CU,0.024889233019877936,CU1309,CU1310,2013-06-04
RS,0.02578632607431178,RS309,RS311,2013-06-04
IF,0.031884982810473556,IF1306,IF1307,2013-06-04
CF,0.035088119289573894,CF309,CF401,2013-06-04
SR,0.0729119553137942,SR309,SR401,2013-06-04
L,0.07313867843145169,l1309,l1401,2013-06-04
A,0.07550734151176433,a1309,a1401,2013-06-04
TA,0.08051601483021535,TA309,TA401,2013-06-04
C,0.08117040416253991,c1309,c1401,2013-06-04
OI,0.1062808090717948,OI309,OI401,2013-06-04
M,0.258328956173009,m1309,m1401,2013-06-04
RM,0.3039775158338626,RM309,RM401,2013-06-04
FU,-0.7511250823671247,FU1309,FU1310,2013-06-05
JM,-0.20042600901633095,jm1309,jm1401,2013-06-05
J,-0.17370705236522643,j1309,j1401,2013-06-05
RU,-0.11569959134831306,RU1309,RU1401,2013-06-05
WH,-0.09646385956287432,WH309,WH401,2013-06-05
RB,-0.09535071237980511,RB1310,RB1401,2013-06-05
Y,-0.08543491532337077,y1309,y1401,2013-06-05
PB,-0.06357069431806286,PB1306,PB1307,2013-06-05
ME,-0.06112454456715655,ME309,ME401,2013-06-05
AG,-0.04989317815999675,AG1306,AG1312,2013-06-05
RI,-0.04194287098633155,RI309,RI401,2013-06-05
FG,-0.04120943918366027,FG309,FG401,2013-06-05
V,-0.040419773111195594,v1309,v1401,2013-06-05
ZN,-0.02819266274119267,ZN1308,ZN1309,2013-06-05
P,-0.01179942524051144,p1309,p1401,2013-06-05
AL,-0.008018710622470102,AL1308,AL1309,2013-06-05
AU,-0.0051380888888841415,AU1306,AU1312,2013-06-05
B,-0.003618819608075889,b1309,b1405,2013-06-05
WR,0.014523127251636625,WR1310,WR1401,2013-06-05
RS,0.016320196578597762,RS309,RS311,2013-06-05
CU,0.026875711122055918,CU1309,CU1310,2013-06-05
IF,0.03576473235643063,IF1306,IF1307,2013-06-05
CF,0.03658126699503113,CF309,CF401,2013-06-05
A,0.07102039008707015,a1309,a1401,2013-06-05
TA,0.07372125235754054,TA309,TA401,2013-06-05
L,0.07639134819275391,l1309,l1401,2013-06-05
OI,0.07721137826562904,OI309,OI401,2013-06-05
SR,0.07959286875733508,SR309,SR401,2013-06-05
C,0.08873798371126287,c1309,c1401,2013-06-05
M,0.2779033313236299,m1309,m1401,2013-06-05
RM,0.3140038047036032,RM309,RM401,2013-06-05
FU,-0.6906619262687935,FU1309,FU1310,2013-06-06
JM,-0.18721669856228895,jm1309,jm1401,2013-06-06
J,-0.16704925943040966,j1309,j1401,2013-06-06
RU,-0.1200966271127411,RU1309,RU1401,2013-06-06
WH,-0.09476905114644543,WH309,WH401,2013-06-06
Y,-0.0830502862452506,y1309,y1401,2013-06-06
ME,-0.07609509042280382,ME309,ME401,2013-06-06
RB,-0.07184434155358566,RB1310,RB1401,2013-06-06
PB,-0.06400015170435124,PB1306,PB1307,2013-06-06
RI,-0.05095423491298952,RI309,RI401,2013-06-06
AG,-0.04725846460897015,AG1306,AG1312,2013-06-06
V,-0.033771463573903406,v1309,v1401,2013-06-06
FG,-0.027168419745081145,FG309,FG401,2013-06-06
ZN,-0.020225860173387608,ZN1308,ZN1309,2013-06-06
AU,-0.009052389906426647,AU1306,AU1312,2013-06-06
RS,-0.005845105187060486,RS309,RS311,2013-06-06
AL,0.0,AL1308,AL1309,2013-06-06
B,0.002527989041840135,b1309,b1405,2013-06-06
P,0.008770511362827402,p1309,p1401,2013-06-06
IF,0.03793270109779856,IF1306,IF1307,2013-06-06
CU,0.038501495706599984,CU1309,CU1310,2013-06-06
CF,0.04337064569048829,CF309,CF401,2013-06-06
WR,0.051440462918419014,WR1310,WR1401,2013-06-06
A,0.06734784036274573,a1309,a1401,2013-06-06
SR,0.07826790622119602,SR309,SR401,2013-06-06
C,0.08776221324621779,c1309,c1401,2013-06-06
L,0.09133346118699075,l1309,l1401,2013-06-06
OI,0.10067378622358969,OI309,OI401,2013-06-06
TA,0.10524699859442949,TA309,TA401,2013-06-06
M,0.28702902267337804,m1309,m1401,2013-06-06
RM,0.3653240048238503,RM309,RM401,2013-06-06
FU,-0.7158985286301393,FU1309,FU1310,2013-06-07
JM,-0.17611017491562292,jm1309,jm1401,2013-06-07
J,-0.11453333681225716,j1309,j1401,2013-06-07
RU,-0.10769975194448042,RU1309,RU1401,2013-06-07
WH,-0.08766483041775856,WH309,WH401,2013-06-07
Y,-0.08444592791735113,y1309,y1401,2013-06-07
RB,-0.07528816440944641,RB1310,RB1401,2013-06-07
ME,-0.07299630197859217,ME309,ME401,2013-06-07
AG,-0.04805823187761042,AG1306,AG1312,2013-06-07
RI,-0.04434418429643607,RI309,RI401,2013-06-07
V,-0.03146096248574355,v1309,v1401,2013-06-07
PB,-0.029866682084272858,PB1306,PB1307,2013-06-07
ZN,-0.02019862452992055,ZN1309,ZN1310,2013-06-07
AU,-0.017964192631655183,AU1306,AU1312,2013-06-07
FG,-0.004192872799913806,FG309,FG401,2013-06-07
AL,-0.004015392374759211,AL1308,AL1309,2013-06-07
WR,0.0011256507742780039,WR1310,WR1401,2013-06-07
B,0.011125783749670565,b1309,b1405,2013-06-07
RS,0.011727916165624564,RS309,RS311,2013-06-07
P,0.013240878997578542,p1309,p1401,2013-06-07
CU,0.020340903260104775,CU1309,CU1310,2013-06-07
CF,0.03430313287698941,CF309,CF401,2013-06-07
IF,0.04369113609255461,IF1306,IF1307,2013-06-07
