,roll_yield,near_by,deferred,date
JD,-1.0231765394589165,jd1807,jd1809,2018-06-01
RU,-0.49166356531534994,RU1809,RU1901,2018-06-01
AP,-0.32203638787905947,AP810,AP901,2018-06-01
BB,-0.2875402583482782,bb1806,bb1809,2018-06-01
CF,-0.14119292733333821,CF809,CF901,2018-06-01
C,-0.09847893954125422,c1809,c1901,2018-06-01
MA,-0.082690747335128,MA809,MA901,2018-06-01
B,-0.08250628555449173,b1809,b1901,2018-06-01
Y,-0.07879240775745859,y1809,y1901,2018-06-01
OI,-0.07798180700611079,OI809,OI901,2018-06-01
A,-0.07562749641710417,a1809,a1901,2018-06-01
M,-0.07047632421963479,m1809,m1901,2018-06-01
AL,-0.06942336871897997,AL1807,AL1808,2018-06-01
BU,-0.06379720563071181,BU1809,BU1812,2018-06-01
CY,-0.05901988298719686,CY810,CY901,2018-06-01
AG,-0.05531805998024934,AG1806,AG1812,2018-06-01
P,-0.054812020343595655,p1809,p1901,2018-06-01
SR,-0.041305000319153594,SR809,SR901,2018-06-01
AU,-0.03759786357571561,AU1806,AU1812,2018-06-01
CU,-0.034914193963581086,CU1807,CU1808,2018-06-01
WH,-0.03245781274913584,WH809,WH901,2018-06-01
CS,-0.025716376736261135,cs1809,cs1901,2018-06-01
SN,-0.012761040122938348,SN1809,SN1901,2018-06-01
T,-0.0035824357687921126,T1809,T1812,2018-06-01
TF,-0.002046559266952241,TF1806,TF1809,2018-06-01
FU,-0.0,FU1807,FU1808,2018-06-01
PP,0.012945003904240044,pp1809,pp1901,2018-06-01
TA,0.018861396393999273,TA809,TA901,2018-06-01
L,0.019428022566612017,l1809,l1901,2018-06-01
SF,0.02275151204787993,SF809,SF901,2018-06-01
JM,0.022832074957826704,jm1809,jm1901,2018-06-01
IH,0.03695387993265749,IH1806,IH1809,2018-06-01
I,0.03938787432537821,i1809,i1901,2018-06-01
IF,0.05149180739082433,IF1806,IF1809,2018-06-01
NI,0.07121591079113888,NI1807,NI1809,2018-06-01
J,0.07887503982490324,j1809,j1901,2018-06-01
V,0.08189368704105432,v1809,v1901,2018-06-01
IC,0.08349246127328472,IC1806,IC1809,2018-06-01
ZN,0.08438504266948833,ZN1807,ZN1808,2018-06-01
SM,0.09113410607751565,SM809,SM901,2018-06-01
FG,0.11592590868561012,FG809,FG901,2018-06-01
HC,0.11937351342387534,HC1809,HC1810,2018-06-01
RM,0.16540593647860252,RM809,RM901,2018-06-01
PB,0.20127536666048235,PB1807,PB1808,2018-06-01
RB,0.2021297665288258,RB1810,RB1901,2018-06-01
FB,0.29196664159420915,fb1806,fb1808,2018-06-01
ZC,0.3070052391613314,ZC807,ZC809,2018-06-01
WR,0.5837726900644791,WR1806,WR1807,2018-06-01
JD,-0.9618649301628543,jd1807,jd1809,2018-06-04
RU,-0.49217059664811025,RU1809,RU1901,2018-06-04
AP,-0.3351865170298855,AP810,AP901,2018-06-04
BB,-0.2875402583482782,bb1806,bb1809,2018-06-04
CF,-0.14154753747833587,CF809,CF901,2018-06-04
C,-0.10503990443076619,c1809,c1901,2018-06-04
