,roll_yield,near_by,deferred,date
BU,0.016040917195838937,BU1906,BU1912,2019-01-08
EG,0.02527654540591419,eg1906,eg1909,2019-01-08
FG,0.02529719857379321,FG905,FG909,2019-01-08
V,0.030552555488998455,v1905,v1909,2019-01-08
WH,0.06251503022513585,WH905,WH909,2019-01-08
IC,0.07094319171560853,IC1901,IC1903,2019-01-08
TA,0.08907046162651748,TA903,TA905,2019-01-08
L,0.09035226739247171,l1905,l1909,2019-01-08
BB,0.10253008481479256,bb1901,bb1903,2019-01-08
PP,0.10737577964626574,pp1905,pp1909,2019-01-08
SP,0.10847589502206065,SP1906,SP1909,2019-01-08
FU,0.1112133793108811,FU1905,FU1909,2019-01-08
PB,0.11774986253460724,PB1902,PB1903,2019-01-08
HC,0.13117226583356645,HC1905,HC1910,2019-01-08
ZN,0.14932484986125455,ZN1902,ZN1903,2019-01-08
J,0.15477116080219003,j1905,j1909,2019-01-08
RB,0.1592330354172024,RB1905,RB1910,2019-01-08
SM,0.2534074698793499,SM901,SM905,2019-01-08
I,0.2849538327229926,i1903,i1905,2019-01-08
WR,0.38116188174494703,WR1905,WR1907,2019-01-08
AP,0.7344222988201834,AP905,AP910,2019-01-08
JD,-0.38740168597521907,jd1905,jd1909,2019-01-09
JM,-0.2085781879458309,jm1905,jm1909,2019-01-09
FB,-0.13105932320910643,fb1902,fb1903,2019-01-09
ZC,-0.09332107530473817,ZC905,ZC907,2019-01-09
B,-0.08650143577593614,b1905,b1909,2019-01-09
CF,-0.0801350576111994,CF905,CF909,2019-01-09
OI,-0.07525326574454534,OI905,OI909,2019-01-09
RU,-0.06919996473283473,RU1905,RU1909,2019-01-09
C,-0.06600749239945528,c1905,c1909,2019-01-09
A,-0.04585525468956422,a1905,a1909,2019-01-09
AL,-0.04460971680158904,AL1902,AL1903,2019-01-09
SN,-0.04174588387881431,SN1901,SN1905,2019-01-09
CS,-0.03507292599285611,cs1905,cs1909,2019-01-09
M,-0.034579300856080325,m1905,m1909,2019-01-09
AG,-0.03127963028789114,AG1906,AG1912,2019-01-09
RM,-0.03013723974552545,RM905,RM909,2019-01-09
MA,-0.027649965314772144,MA905,MA909,2019-01-09
SC,-0.02591482710825117,SC1903,SC1904,2019-01-09
IH,-0.025161575665448584,IH1901,IH1903,2019-01-09
AU,-0.021001071493258118,AU1904,AU1906,2019-01-09
SR,-0.019385163854518276,SR905,SR909,2019-01-09
Y,-0.019230835082757056,y1905,y1909,2019-01-09
P,-0.016620541126846054,p1905,p1909,2019-01-09
CU,-0.007552711882598861,CU1902,CU1903,2019-01-09
IF,-0.00546625924448516,IF1901,IF1903,2019-01-09
NI,0.0032835331635436157,NI1903,NI1905,2019-01-09
T,0.0038679800454069707,T1903,T1906,2019-01-09
TF,0.004009824404764568,TF1903,TF1906,2019-01-09
EG,0.005470353494974716,eg1906,eg1909,2019-01-09
TS,0.012169888935797336,TS1903,TS1906,2019-01-09
BU,0.01570875623028832,BU1906,BU1912,2019-01-09
FG,0.023006247717901124,FG905,FG909,2019-01-09
V,0.025933363849023224,v1905,v1909,2019-01-09
WH,0.027104907173737633,WH905,WH909,2019-01-09
SF,0.042509783327581735,SF905,SF909,2019-01-09
IC,0.07146136021774022,IC1901,IC1903,2019-01-09
L,0.08346202679199574,l1905,l1909,2019-01-09
TA,0.09736925059216053,TA903,TA905,2019-01-09
PB,0.09944334662901842,PB1902,PB1903,2019-01-09
PP,0.10814202848590868,pp1905,pp1909,2019-01-09
FU,0.11691340294881328,FU1905,FU1909,2019-01-09
SP,0.11785815283166645,SP1906,SP1909,2019-01-09
HC,0.11864029885241695,HC1905,HC1910,2019-01-09
BB,0.12627539373443808,bb1901,bb1903,2019-01-09
RB,0.1315108517511453,RB1905,RB1910,2019-01-09
ZN,0.14187642644669762,ZN1902,ZN1903,2019-01-09
J,0.1517710340207395,j1905,j1909,2019-01-09
SM,0.2839956796232348,SM901,SM905,2019-01-09
I,0.2986262233501439,i1903,i1905,2019-01-09
WR,0.40434203016283904,WR1905,WR1907,2019-01-09
AP,0.7429794077068903,AP905,AP910,2019-01-09
JD,-0.3729816965417916,jd1905,jd1909,2019-01-10
FB,-0.2859280329666926,fb1903,fb1904,2019-01-10
JM,-0.21133786186064316,jm1905,jm1909,2019-01-10
ZC,-0.0933870992466693,ZC905,ZC907,2019-01-10
SC,-0.08227955157501507,SC1903,SC1904,2019-01-10
B,-0.08167835181681077,b1905,b1909,2019-01-10
CF,-0.07523598988947464,CF905,CF909,2019-01-10
OI,-0.0735843097174186,OI905,OI909,2019-01-10
RU,-0.0700520047422408,RU1905,RU1909,2019-01-10
C,-0.0678908282935142,c1905,c1909,2019-01-10
SN,-0.04148815648130308,SN1901,SN1905,2019-01-10
A,-0.03910265351672072,a1905,a1909,2019-01-10
M,-0.03796105730567832,m1905,m1909,2019-01-10
CS,-0.037851274366615,cs1905,cs1909,2019-01-10
RM,-0.034364636924299155,RM905,RM909,2019-01-10
MA,-0.03235501702968772,MA905,MA909,2019-01-10
AL,-0.026885746870228606,AL1902,AL1903,2019-01-10
AG,-0.025957191265179466,AG1906,AG1912,2019-01-10
P,-0.025806610747989865,p1905,p1909,2019-01-10
IH,-0.025125020690672434,IH1901,IH1903,2019-01-10
AU,-0.021999151664031612,AU1904,AU1906,2019-01-10
Y,-0.021405727634040354,y1905,y1909,2019-01-10
SR,-0.013851021456896175,SR905,SR909,2019-01-10
IF,-0.00857755685756623,IF1901,IF1903,2019-01-10
TS,-0.006169615870989848,TS1903,TS1906,2019-01-10
CU,-0.002526049898813506,CU1902,CU1903,2019-01-10
NI,-0.0019662461260679252,NI1903,NI1905,2019-01-10
WH,-0.0012424932875889079,WH905,WH909,2019-01-10
TF,0.00020077801484953895,TF1903,TF1906,2019-01-10
T,0.0010203821386425046,T1903,T1906,2019-01-10
EG,0.0015714005309148977,eg1906,eg1909,2019-01-10
BB,0.016967137499851535,bb1901,bb1903,2019-01-10
BU,0.01704555772396525,BU1906,BU1912,2019-01-10
V,0.01894244651688897,v1905,v1909,2019-01-10
FG,0.027671218471751323,FG905,FG909,2019-01-10
SF,0.03225278160643359,SF905,SF909,2019-01-10
IC,0.06686013186788427,IC1901,IC1903,2019-01-10
L,0.07834273080453892,l1905,l1909,2019-01-10
PB,0.0966633535238195,PB1902,PB1903,2019-01-10
SP,0.09676033336261479,SP1906,SP1909,2019-01-10
PP,0.10445381536501286,pp1905,pp1909,2019-01-10
HC,0.11864029885241695,HC1905,HC1910,2019-01-10
TA,0.1207363846635712,TA903,TA905,2019-01-10
RB,0.13701949686496287,RB1905,RB1910,2019-01-10
FU,0.14086001442583218,FU1905,FU1909,2019-01-10
J,0.14373531007208573,j1905,j1909,2019-01-10
ZN,0.1489613870656537,ZN1902,ZN1903,2019-01-10
I,0.3340593971943919,i1903,i1905,2019-01-10
SM,0.3444359803612833,SM901,SM905,2019-01-10
WR,0.3602765129828715,WR1905,WR1907,2019-01-10
AP,0.7239213085725735,AP905,AP910,2019-01-10
JD,-0.39189556248281887,jd1905,jd1909,2019-01-11
FB,-0.37449847744609205,fb1903,fb1904,2019-01-11
CY,-0.31340177904183375,CY901,CY905,2019-01-11
JM,-0.19429979194800961,jm1905,jm1909,2019-01-11
ZC,-0.0954927318353975,ZC905,ZC907,2019-01-11
B,-0.08850792780840366,b1905,b1909,2019-01-11
CF,-0.07533413943071898,CF905,CF909,2019-01-11
OI,-0.07273360748988819,OI905,OI909,2019-01-11
RU,-0.0700520047422408,RU1905,RU1909,2019-01-11
C,-0.06179080227186808,c1905,c1909,2019-01-11
SC,-0.06168237880275312,SC1903,SC1904,2019-01-11
CS,-0.04714195650585662,cs1905,cs1909,2019-01-11
A,-0.04649895691093464,a1905,a1909,2019-01-11
AL,-0.04041163781805855,AL1902,AL1903,2019-01-11
SN,-0.036682037669713285,SN1901,SN1905,2019-01-11
M,-0.03405257900606844,m1905,m1909,2019-01-11
MA,-0.02981539150492133,MA905,MA909,2019-01-11
RM,-0.02930937478741509,RM905,RM909,2019-01-11
AG,-0.026617374502336533,AG1906,AG1912,2019-01-11
IH,-0.02541515152171403,IH1901,IH1903,2019-01-11
P,-0.021930865242375315,p1905,p1909,2019-01-11
AU,-0.02003692871881494,AU1904,AU1906,2019-01-11
Y,-0.01933411632792589,y1905,y1909,2019-01-11
IF,-0.008898921508758796,IF1901,IF1903,2019-01-11
SR,-0.008793976146217838,SR905,SR909,2019-01-11
CU,-0.0076101894528189575,CU1902,CU1903,2019-01-11
TS,-0.005373001479509619,TS1903,TS1906,2019-01-11
NI,-0.003926273452354011,NI1903,NI1905,2019-01-11
TF,0.0016056196904003057,TF1903,TF1906,2019-01-11
T,0.0018363131236328737,T1903,T1906,2019-01-11
WH,0.007462690415405239,WH905,WH909,2019-01-11
BU,0.01831643657942753,BU1906,BU1912,2019-01-11
V,0.023603583601841036,v1905,v1909,2019-01-11
FG,0.029624243759275436,FG905,FG909,2019-01-11
EG,0.03296721958041502,eg1906,eg1909,2019-01-11
SF,0.058373577448023246,SF905,SF909,2019-01-11
IC,0.06491389562666056,IC1901,IC1903,2019-01-11
L,0.0830197221855279,l1905,l1909,2019-01-11
SP,0.09426509978193429,SP1906,SP1909,2019-01-11
TA,0.09847817784798087,TA905,TA907,2019-01-11
PB,0.09992878995532048,PB1902,PB1903,2019-01-11
PP,0.10318708822418018,pp1905,pp1909,2019-01-11
HC,0.11510768938555191,HC1905,HC1910,2019-01-11
J,0.1338713398006312,j1905,j1909,2019-01-11
RB,0.13387146992192828,RB1905,RB1910,2019-01-11
FU,0.13567529401480768,FU1905,FU1909,2019-01-11
BB,0.15011504944260015,bb1901,bb1903,2019-01-11
ZN,0.17228669220629964,ZN1902,ZN1903,2019-01-11
I,0.3324632616675699,i1903,i1905,2019-01-11
SM,0.3332034850113514,SM901,SM905,2019-01-11
WR,0.4213429815084205,WR1905,WR1907,2019-01-11
AP,0.71193462597842,AP905,AP910,2019-01-11
FB,-0.45450234247523985,fb1903,fb1904,2019-01-14
JD,-0.41388733876573425,jd1905,jd1909,2019-01-14
JM,-0.18003063453847098,jm1905,jm1909,2019-01-14
B,-0.08663758193319493,b1905,b1909,2019-01-14
CF,-0.0801350576111994,CF905,CF909,2019-01-14
OI,-0.07730489078323449,OI905,OI909,2019-01-14
ZC,-0.0702729355710674,ZC905,ZC907,2019-01-14
RU,-0.06704189607598986,RU1905,RU1909,2019-01-14
SC,-0.06635429817032769,SC1903,SC1904,2019-01-14
C,-0.05580029577364251,c1905,c1909,2019-01-14
CS,-0.04606363803909714,cs1905,cs1909,2019-01-14
M,-0.04294907945695075,m1905,m1909,2019-01-14
SN,-0.04235075616929091,SN1901,SN1905,2019-01-14
RM,-0.035503372941008395,RM905,RM909,2019-01-14
A,-0.032642580542326965,a1905,a1909,2019-01-14
MA,-0.029850992559504276,MA905,MA909,2019-01-14
AG,-0.027276796642685897,AG1906,AG1912,2019-01-14
IH,-0.025152964928610633,IH1901,IH1903,2019-01-14
AU,-0.02425523999199265,AU1904,AU1906,2019-01-14
P,-0.023176080929225653,p1905,p1909,2019-01-14
Y,-0.015016120017208263,y1905,y1909,2019-01-14
AL,-0.013556770411927646,AL1902,AL1903,2019-01-14
IF,-0.007029877781344547,IF1901,IF1903,2019-01-14
TS,-0.004775644781782206,TS1903,TS1906,2019-01-14
SR,-0.004402978041627375,SR905,SR909,2019-01-14
NI,-0.0026178010886468333,NI1903,NI1905,2019-01-14
CU,0.002558908208864158,CU1902,CU1903,2019-01-14
T,0.0032718165517234494,T1903,T1906,2019-01-14
TF,0.0034168280850582168,TF1903,TF1906,2019-01-14
WH,0.004962780288079395,WH905,WH909,2019-01-14
BU,0.011444952548132421,BU1906,BU1912,2019-01-14
V,0.014184423587838037,v1905,v1909,2019-01-14
EG,0.031231858843778944,eg1906,eg1909,2019-01-14
FG,0.03206137385530762,FG905,FG909,2019-01-14
IC,0.06185331943324833,IC1901,IC1903,2019-01-14
SF,0.06272722093887652,SF905,SF909,2019-01-14
BB,0.07030082200332757,bb1901,bb1903,2019-01-14
L,0.0815171239113205,l1905,l1909,2019-01-14
PP,0.09226037544879384,pp1905,pp1909,2019-01-14
SP,0.0994505232820539,SP1906,SP1909,2019-01-14
TA,0.10033678637676015,TA905,TA907,2019-01-14
PB,0.10694335549895946,PB1902,PB1903,2019-01-14
HC,0.10930333596331691,HC1905,HC1910,2019-01-14
J,0.12231090072064728,j1905,j1909,2019-01-14
RB,0.12894095845479117,RB1905,RB1910,2019-01-14
FU,0.1293457204302219,FU1905,FU1909,2019-01-14
SM,0.15326873998327237,SM901,SM905,2019-01-14
ZN,0.20528359855361622,ZN1902,ZN1903,2019-01-14
WR,0.32538590181936794,WR1905,WR1907,2019-01-14
I,0.3299409376132604,i1903,i1905,2019-01-14
AP,0.7255665391112585,AP905,AP910,2019-01-14
FB,-0.59400772527637,fb1903,fb1904,2019-01-15
JD,-0.42107207308476735,jd1905,jd1909,2019-01-15
JM,-0.18223035050705855,jm1905,jm1909,2019-01-15
BB,-0.13403698763300279,bb1901,bb1903,2019-01-15
OI,-0.0783908914423062,OI905,OI909,2019-01-15
SC,-0.07757718865449467,SC1903,SC1904,2019-01-15
CF,-0.07634996086442444,CF905,CF909,2019-01-15
B,-0.07160244421993045,b1905,b1909,2019-01-15
RU,-0.06576665694945516,RU1905,RU1909,2019-01-15
ZC,-0.06434934539266439,ZC905,ZC907,2019-01-15
C,-0.05745729664426841,c1905,c1909,2019-01-15
CS,-0.05130578891781366,cs1905,cs1909,2019-01-15
SN,-0.042801361591973314,SN1901,SN1905,2019-01-15
M,-0.03932207414029126,m1905,m1909,2019-01-15
AL,-0.036103825654715774,AL1902,AL1903,2019-01-15
RM,-0.033930616174759176,RM905,RM909,2019-01-15
MA,-0.03092810897658386,MA905,MA909,2019-01-15
AG,-0.027269504130476338,AG1906,AG1912,2019-01-15
IH,-0.025704604814533256,IH1901,IH1903,2019-01-15
A,-0.02021985676331152,a1905,a1909,2019-01-15
P,-0.019425925851919268,p1905,p1909,2019-01-15
AU,-0.01902414840224465,AU1904,AU1906,2019-01-15
Y,-0.015053795028206935,y1905,y1909,2019-01-15
IF,-0.013403547938874931,IF1901,IF1903,2019-01-15
TS,-0.00437745653796125,TS1903,TS1906,2019-01-15
SR,-0.003753910813064135,SR905,SR909,2019-01-15
