underlying_symbol_x,underlying_symbol_y,settle_price_m,delisted_date_x,settle_price_sm,delisted_date_y,date,price_div_log,date_minus,factor
INE.LU,INE.LU,3884.0,2023-03-31 00:00:00+08:00,3925.0,2023-02-28 00:00:00+08:00,2023-01-04,-0.010500800805293297,31,-0.12194478354534151
INE.NR,INE.NR,9905.0,2023-04-17 00:00:00+08:00,9850.0,2023-03-15 00:00:00+08:00,2023-01-04,0.005568224966516789,33,0.06074427236200133
INE.SC,INE.SC,556.1,2023-02-28 00:00:00+08:00,553.6,2023-01-16 00:00:00+08:00,2023-01-04,0.004505729890058496,43,0.03772238977723392
SHFE.AG,SHFE.AG,5390.0,2023-06-15 00:00:00+08:00,5374.0,2023-03-15 00:00:00+08:00,2023-01-04,0.002972874727606291,92,0.011632988064546356
SHFE.AL,SHFE.AL,18005.0,2023-02-15 00:00:00+08:00,17995.0,2023-03-15 00:00:00+08:00,2023-01-04,0.0005555555698444733,28,0.007142857326571799
SHFE.AU,SHFE.AU,412.62,2023-04-17 00:00:00+08:00,413.0,2023-06-15 00:00:00+08:00,2023-01-04,-0.0009205204012329749,59,-0.005616734651591034
SHFE.BU,SHFE.BU,3807.0,2023-06-15 00:00:00+08:00,3770.0,2023-03-15 00:00:00+08:00,2023-01-04,0.009766475940440916,92,0.03821664498433402
SHFE.CU,SHFE.CU,64990.0,2023-03-15 00:00:00+08:00,65040.0,2023-02-15 00:00:00+08:00,2023-01-04,-0.0007690533332976553,28,-0.009887828570969854
SHFE.FU,SHFE.FU,2615.0,2023-04-28 00:00:00+08:00,2646.0,2023-07-31 00:00:00+08:00,2023-01-04,-0.011784968175877682,94,-0.0451339206735741
SHFE.HC,SHFE.HC,4088.0,2023-05-15 00:00:00+08:00,4042.0,2023-10-16 00:00:00+08:00,2023-01-04,0.01131623391997402,154,0.026453533838900308
SHFE.NI,SHFE.NI,232350.0,2023-02-15 00:00:00+08:00,229400.0,2023-03-15 00:00:00+08:00,2023-01-04,0.01277765083571712,28,0.16428408217350585
SHFE.PB,SHFE.PB,15825.0,2023-02-15 00:00:00+08:00,15850.0,2023-03-15 00:00:00+08:00,2023-01-04,-0.0015785322930497267,28,-0.020295415196353632
SHFE.RB,SHFE.RB,4045.0,2023-05-15 00:00:00+08:00,4015.0,2023-10-16 00:00:00+08:00,2023-01-04,0.007444203111730046,154,0.017402033248200107
SHFE.RU,SHFE.RU,13090.0,2023-05-15 00:00:00+08:00,12905.0,2023-09-15 00:00:00+08:00,2023-01-04,0.014233746751231348,123,0.0416597465889698
SHFE.SN,SHFE.SN,210080.0,2023-02-15 00:00:00+08:00,210000.0,2023-03-15 00:00:00+08:00,2023-01-04,0.00038087983701736583,28,0.004897026475937561
SHFE.SP,SHFE.SP,6654.0,2023-05-15 00:00:00+08:00,6782.0,2023-03-15 00:00:00+08:00,2023-01-04,-0.019053866107161928,61,-0.11244904587833268
SHFE.SS,SHFE.SS,17020.0,2023-02-15 00:00:00+08:00,17035.0,2023-03-15 00:00:00+08:00,2023-01-04,-0.0008809279677018166,28,-0.011326216727594785
SHFE.WR,SHFE.WR,4786.0,2023-05-15 00:00:00+08:00,4718.0,2023-12-15 00:00:00+08:00,2023-01-04,0.014310008500698346,214,0.02407291149650189
SHFE.ZN,SHFE.ZN,23340.0,2023-02-15 00:00:00+08:00,23290.0,2023-03-15 00:00:00+08:00,2023-01-04,0.002144542962160276,28,0.027572695227774977
CZCE.AP,CZCE.AP,8467.0,2023-05-17 00:00:00+08:00,8725.0,2023-03-14 00:00:00+08:00,2023-01-05,-0.030016213428350723,64,-0.16884120053447282
CZCE.CF,CZCE.CF,14270.0,2023-05-17 00:00:00+08:00,14245.0,2023-03-14 00:00:00+08:00,2023-01-05,0.0017534635388733286,64,0.009863232406162473
CZCE.CJ,CZCE.CJ,10390.0,2023-05-17 00:00:00+08:00,10630.0,2023-09-14 00:00:00+08:00,2023-01-05,-0.022836387242720493,120,-0.06850916172816147
CZCE.CY,CZCE.CY,21855.0,2023-05-17 00:00:00+08:00,21005.0,2023-01-16 00:00:00+08:00,2023-01-05,0.03966922369393247,121,0.11802413661004703
CZCE.FG,CZCE.FG,1670.0,2023-05-17 00:00:00+08:00,1711.0,2023-09-14 00:00:00+08:00,2023-01-05,-0.024254368481392664,120,-0.072763105444178
CZCE.JR,CZCE.JR,2662.0,2023-03-14 00:00:00+08:00,2662.0,2023-05-17 00:00:00+08:00,2023-01-05,0.0,64,0.0
CZCE.LR,CZCE.LR,2360.0,2023-11-14 00:00:00+08:00,2360.0,2023-07-14 00:00:00+08:00,2023-01-05,0.0,123,0.0
CZCE.MA,CZCE.MA,2628.0,2023-05-17 00:00:00+08:00,2631.0,2023-03-14 00:00:00+08:00,2023-01-05,-0.0011409014357915558,64,-0.006417570576327501
CZCE.OI,CZCE.OI,10511.0,2023-05-17 00:00:00+08:00,10785.0,2023-03-14 00:00:00+08:00,2023-01-05,-0.02573395199990232,64,-0.14475347999945054
CZCE.PF,CZCE.PF,7018.0,2023-03-14 00:00:00+08:00,7018.0,2023-04-17 00:00:00+08:00,2023-01-05,0.0,34,0.0
CZCE.PK,CZCE.PK,9952.0,2023-04-17 00:00:00+08:00,10098.0,2023-10-20 00:00:00+08:00,2023-01-05,-0.01456384843990034,186,-0.028188093754645815
CZCE.PM,CZCE.PM,3122.0,2023-11-14 00:00:00+08:00,3122.0,2023-03-14 00:00:00+08:00,2023-01-05,0.0,245,0.0
CZCE.RI,CZCE.RI,2479.0,2023-01-16 00:00:00+08:00,2479.0,2023-03-14 00:00:00+08:00,2023-01-05,0.0,57,0.0
CZCE.RM,CZCE.RM,3168.0,2023-05-17 00:00:00+08:00,3152.0,2023-03-14 00:00:00+08:00,2023-01-05,0.0050633019565466345,64,0.02848107350557482
CZCE.RS,CZCE.RS,6006.0,2023-11-14 00:00:00+08:00,5854.0,2023-09-14 00:00:00+08:00,2023-01-05,0.025633781291444484,61,0.1512813322118035
CZCE.SA,CZCE.SA,2775.0,2023-05-17 00:00:00+08:00,2971.0,2023-03-14 00:00:00+08:00,2023-01-05,-0.06824784928207275,64,-0.38389415221165923
CZCE.SF,CZCE.SF,8250.0,2023-03-14 00:00:00+08:00,8184.0,2023-05-17 00:00:00+08:00,2023-01-05,0.008032171697264253,64,0.04518096579711142
CZCE.SM,CZCE.SM,7532.0,2023-05-17 00:00:00+08:00,7560.0,2023-03-14 00:00:00+08:00,2023-01-05,-0.0037105793965356015,64,-0.02087200910551276
CZCE.SR,CZCE.SR,5673.0,2023-03-14 00:00:00+08:00,5693.0,2023-05-17 00:00:00+08:00,2023-01-05,-0.0035192716245146887,64,-0.019795902887895123
CZCE.TA,CZCE.TA,5342.0,2023-05-17 00:00:00+08:00,5344.0,2023-03-14 00:00:00+08:00,2023-01-05,-0.0003743215465754723,64,-0.0021055586994870317
CZCE.UR,CZCE.UR,2525.0,2023-05-17 00:00:00+08:00,2624.0,2023-03-14 00:00:00+08:00,2023-01-05,-0.03845880835451945,64,-0.21633079699417193
