,underlying_symbol_y,settle_price_m,delisted_date_x,settle_price_sm,delisted_date_y,date,price_div_log,date_minus,factor
SHFE.AU,SHFE.AU,285.65,2019-12-16 00:00:00+08:00,282.2,2019-06-17 00:00:00+08:00,2019-05-07,0.012151245751757958,182.0,0.024369256590064035
SHFE.BU,SHFE.BU,3578.0,2019-12-16 00:00:00+08:00,3568.0,2019-06-17 00:00:00+08:00,2019-05-07,0.002798770368764509,182.0,0.0056129185966980535
SHFE.CU,SHFE.CU,48290.0,2019-06-17 00:00:00+08:00,48280.0,2019-07-15 00:00:00+08:00,2019-05-07,0.0002071036561196885,28.0,0.0026997440887030822
SHFE.FU,SHFE.FU,2814.0,2019-08-30 00:00:00+08:00,2608.0,2019-12-20 00:00:00+08:00,2019-05-07,0.07602331462779083,112.0,0.24775455213521116
SHFE.HC,SHFE.HC,3743.0,2019-10-15 00:00:00+08:00,3523.0,2020-01-15 00:00:00+08:00,2019-05-07,0.06057452956319142,92.0,0.24032286185396598
SHFE.NI,SHFE.NI,96020.0,2019-07-15 00:00:00+08:00,96190.0,2019-06-17 00:00:00+08:00,2019-05-07,-0.0017688990617298985,28.0,-0.023058862768979033
SHFE.PB,SHFE.PB,16370.0,2019-06-17 00:00:00+08:00,16345.0,2019-07-15 00:00:00+08:00,2019-05-07,0.001528351206869576,28.0,0.0199231496609784
SHFE.RB,SHFE.RB,3785.0,2019-10-15 00:00:00+08:00,3503.0,2020-01-15 00:00:00+08:00,2019-05-07,0.07742614267406227,92.0,0.3071798051742688
SHFE.RU,SHFE.RU,11835.0,2019-09-16 00:00:00+08:00,12935.0,2020-01-15 00:00:00+08:00,2019-05-07,-0.08887557267204518,121.0,-0.268095735746252
SHFE.SN,SHFE.SN,147860.0,2019-09-16 00:00:00+08:00,146030.0,2019-05-15 00:00:00+08:00,2019-05-07,0.01245380007657386,124.0,0.036658363128624666
SHFE.SP,SHFE.SP,5108.0,2019-09-16 00:00:00+08:00,5154.0,2019-06-17 00:00:00+08:00,2019-05-07,-0.008965174059880454,91.0,-0.03595921463578424
SHFE.WR,SHFE.WR,4380.0,2019-05-15 00:00:00+08:00,4094.0,2019-07-15 00:00:00+08:00,2019-05-07,0.067526237149257,61.0,0.4040504354012919
SHFE.ZN,SHFE.ZN,21340.0,2019-07-15 00:00:00+08:00,21580.0,2019-06-17 00:00:00+08:00,2019-05-07,-0.011183713956381278,28.0,-0.14578769978854167
CZCE.AP,CZCE.AP,8289.0,2019-10-21 00:00:00+08:00,8150.0,2020-01-15 00:00:00+08:00,2019-05-08,0.016911407356617912,86.0,0.07177515912983183
CZCE.CF,CZCE.CF,15505.0,2019-09-16 00:00:00+08:00,16040.0,2020-01-15 00:00:00+08:00,2019-05-08,-0.03392304988595613,121.0,-0.1023298612262313
CZCE.CJ,CZCE.CJ,8650.0,2019-12-13 00:00:00+08:00,8600.0,2020-01-15 00:00:00+08:00,2019-05-08,0.005797117684325915,33.0,0.06411963499330178
CZCE.CY,CZCE.CY,24860.0,2020-01-15 00:00:00+08:00,24725.0,2019-09-16 00:00:00+08:00,2019-05-08,0.005445208573789222,121.0,0.016425629168868316
CZCE.FG,CZCE.FG,1337.0,2019-09-16 00:00:00+08:00,1294.0,2020-01-15 00:00:00+08:00,2019-05-08,0.032690102041097215,121.0,0.09861063838843374
CZCE.JR,CZCE.JR,2882.0,2019-07-12 00:00:00+08:00,3148.0,2019-05-17 00:00:00+08:00,2019-05-08,-0.08828283297782646,56.0,-0.5754148935161904
CZCE.LR,CZCE.LR,2565.0,2019-11-14 00:00:00+08:00,2415.0,2019-05-17 00:00:00+08:00,2019-05-08,0.060259191518196746,181.0,0.12151715416652935
CZCE.MA,CZCE.MA,2453.0,2019-09-16 00:00:00+08:00,2525.0,2020-01-15 00:00:00+08:00,2019-05-08,-0.028929297450970923,121.0,-0.08726606255871394
CZCE.OI,CZCE.OI,6881.0,2019-09-16 00:00:00+08:00,6823.0,2020-01-15 00:00:00+08:00,2019-05-08,0.008464732387056296,121.0,0.025534110093186346
CZCE.PM,CZCE.PM,2148.0,2019-05-17 00:00:00+08:00,2253.0,2019-07-12 00:00:00+08:00,2019-05-08,-0.04772548480348914,56.0,-0.31106789202274177
CZCE.RI,CZCE.RI,2341.0,2019-09-16 00:00:00+08:00,2328.0,2020-01-15 00:00:00+08:00,2019-05-08,0.005568658639582304,121.0,0.01679801986320282
CZCE.RM,CZCE.RM,2213.0,2019-09-16 00:00:00+08:00,2117.0,2020-01-15 00:00:00+08:00,2019-05-08,0.04434906891618455,121.0,0.1337802492099782
CZCE.RS,CZCE.RS,4376.0,2019-09-16 00:00:00+08:00,4343.0,2019-07-12 00:00:00+08:00,2019-05-08,0.007569711566995179,66.0,0.04186279881747334
CZCE.SF,CZCE.SF,5982.0,2019-09-16 00:00:00+08:00,5918.0,2020-01-15 00:00:00+08:00,2019-05-08,0.010756406229738325,121.0,0.03244701052772305
CZCE.SM,CZCE.SM,7106.0,2019-09-16 00:00:00+08:00,6972.0,2020-01-15 00:00:00+08:00,2019-05-08,0.01903736994106084,121.0,0.05742677709493559
CZCE.SR,CZCE.SR,5126.0,2019-09-16 00:00:00+08:00,5187.0,2020-01-15 00:00:00+08:00,2019-05-08,-0.011829867427383725,121.0,-0.03568513728095091
CZCE.TA,CZCE.TA,5880.0,2019-09-16 00:00:00+08:00,5474.0,2020-01-15 00:00:00+08:00,2019-05-08,0.07154715129204826,121.0,0.2158240514181621
CZCE.WH,CZCE.WH,2440.0,2019-09-16 00:00:00+08:00,2501.0,2020-01-15 00:00:00+08:00,2019-05-08,-0.02469261259037152,121.0,-0.07448598012798022
CZCE.ZC,CZCE.ZC,600.6,2019-09-06 00:00:00+08:00,611.0,2019-07-05 00:00:00+08:00,2019-05-08,-0.01716780362236533,63.0,-0.09946425908195787
DCE.A,DCE.A,3404.0,2019-09-16 00:00:00+08:00,3402.0,2020-01-15 00:00:00+08:00,2019-05-08,0.000587716737457664,121.0,0.0017728645386119618
DCE.B,DCE.B,2781.0,2019-07-12 00:00:00+08:00,2869.0,2019-09-16 00:00:00+08:00,2019-05-08,-0.03115296174739992,66.0,-0.17228531875456016
DCE.BB,DCE.BB,151.4,2019-10-21 00:00:00+08:00,160.1,2020-03-13 00:00:00+08:00,2019-05-08,-0.05587327899932053,144.0,-0.14162324190799996
DCE.C,DCE.C,1920.0,2019-09-16 00:00:00+08:00,1906.0,2019-07-12 00:00:00+08:00,2019-05-08,0.007318380807679701,66.0,0.04047286355762259
DCE.CS,DCE.CS,2381.0,2019-09-16 00:00:00+08:00,2261.0,2019-05-17 00:00:00+08:00,2019-05-08,0.051713374208892944,122.0,0.15471624251021251
DCE.EG,DCE.EG,4721.0,2019-09-25 00:00:00+08:00,4588.0,2019-06-25 00:00:00+08:00,2019-05-08,0.028576442297025526,92.0,0.11337392867841647
DCE.FB,DCE.FB,62.45,2019-06-17 00:00:00+08:00,60.25,2019-05-17 00:00:00+08:00,2019-05-08,0.0358636642008224,31.0,0.4222657236548443
DCE.I,DCE.I,644.0,2019-09-16 00:00:00+08:00,588.0,2020-01-15 00:00:00+08:00,2019-05-08,0.09097177820572679,121.0,0.27441900037264694
DCE.J,DCE.J,2131.0,2019-09-16 00:00:00+08:00,2072.5,2020-01-15 00:00:00+08:00,2019-05-08,0.027835745089167047,121.0,0.08396733022765267
DCE.JD,DCE.JD,4349.0,2019-09-25 00:00:00+08:00,4025.0,2020-01-21 00:00:00+08:00,2019-05-08,0.07742102274497456,118.0,0.2394802822196247
DCE.JM,DCE.JM,1369.0,2019-09-16 00:00:00+08:00,1331.5,2020-01-15 00:00:00+08:00,2019-05-08,0.02777442003446195,121.0,0.08378234142626952
DCE.L,DCE.L,8180.0,2019-09-16 00:00:00+08:00,8120.0,2020-01-15 00:00:00+08:00,2019-05-08,0.00736199644106904,121.0,0.02220767521479504
DCE.M,DCE.M,2605.0,2019-09-16 00:00:00+08:00,2561.0,2019-07-12 00:00:00+08:00,2019-05-08,0.017034867987942116,66.0,0.09420798205452836
DCE.P,DCE.P,4432.0,2019-09-16 00:00:00+08:00,4618.0,2020-01-15 00:00:00+08:00,2019-05-08,-0.04111076148732095,121.0,-0.12401180118076155
DCE.PP,DCE.PP,8563.0,2019-09-16 00:00:00+08:00,8311.0,2020-01-15 00:00:00+08:00,2019-05-08,0.029870657473165623,121.0,0.09010570229508638
DCE.V,DCE.V,7070.0,2019-09-16 00:00:00+08:00,6880.0,2020-01-15 00:00:00+08:00,2019-05-08,0.027241827963229034,121.0,0.08217576203783966
DCE.Y,DCE.Y,5402.0,2019-09-16 00:00:00+08:00,5554.0,2020-01-15 00:00:00+08:00,2019-05-08,-0.027749133514183958,121.0,-0.08370606390642268
INE.SC,INE.SC,479.4,2019-05-31 00:00:00+08:00,478.1,2019-06-28 00:00:00+08:00,2019-05-08,0.0027154063682262404,28.0,0.03539726158580635
SHFE.AG,SHFE.AG,3601.0,2019-12-16 00:00:00+08:00,3544.0,2019-06-17 00:00:00+08:00,2019-05-08,0.01595555192390368,182.0,0.03199877171552112
SHFE.AL,SHFE.AL,14020.0,2019-06-17 00:00:00+08:00,14025.0,2019-07-15 00:00:00+08:00,2019-05-08,-0.0003565698023159898,28.0,-0.004648142065904867
SHFE.AU,SHFE.AU,286.7,2019-12-16 00:00:00+08:00,283.35,2019-06-17 00:00:00+08:00,2019-05-08,0.011753490273695698,182.0,0.023571560164279835
SHFE.BU,SHFE.BU,3530.0,2019-12-16 00:00:00+08:00,3542.0,2019-06-17 00:00:00+08:00,2019-05-08,-0.0033936684154363943,182.0,-0.006805983360627934
SHFE.CU,SHFE.CU,47900.0,2019-06-17 00:00:00+08:00,47910.0,2019-07-15 00:00:00+08:00,2019-05-08,-0.0002087464781611951,28.0,-0.002721159447458436
SHFE.FU,SHFE.FU,2800.0,2019-08-30 00:00:00+08:00,2593.0,2019-12-20 00:00:00+08:00,2019-05-08,0.07680391062463092,112.0,0.25029845873205614
SHFE.HC,SHFE.HC,3700.0,2019-10-15 00:00:00+08:00,3485.0,2020-01-15 00:00:00+08:00,2019-05-08,0.059864775437691614,92.0,0.23750698950823304
SHFE.NI,SHFE.NI,95960.0,2019-07-15 00:00:00+08:00,96150.0,2019-06-17 00:00:00+08:00,2019-05-08,-0.0019780340632949587,28.0,-0.02578508689652357
SHFE.PB,SHFE.PB,16340.0,2019-06-17 00:00:00+08:00,16320.0,2019-07-15 00:00:00+08:00,2019-05-08,0.0012247398958958697,28.0,0.015965359357214017
SHFE.RB,SHFE.RB,3742.0,2019-10-15 00:00:00+08:00,3469.0,2020-01-15 00:00:00+08:00,2019-05-08,0.07575385986428516,92.0,0.3005452048963487
SHFE.RU,SHFE.RU,11855.0,2019-09-16 00:00:00+08:00,12890.0,2020-01-15 00:00:00+08:00,2019-05-08,-0.0837020974337272,121.0,-0.2524897980438878
SHFE.SN,SHFE.SN,147260.0,2019-09-16 00:00:00+08:00,145770.0,2019-05-15 00:00:00+08:00,2019-05-08,0.010169694854649535,124.0,0.029934988886670004
SHFE.SP,SHFE.SP,5116.0,2019-09-16 00:00:00+08:00,5158.0,2019-06-17 00:00:00+08:00,2019-05-08,-0.008176023742556751,91.0,-0.03279394138498038
SHFE.WR,SHFE.WR,4488.0,2019-05-15 00:00:00+08:00,4086.0,2019-07-15 00:00:00+08:00,2019-05-08,0.09384067182496497,61.0,0.5615056592805281
SHFE.ZN,SHFE.ZN,21145.0,2019-07-15 00:00:00+08:00,21380.0,2019-06-17 00:00:00+08:00,2019-05-08,-0.011052434672447212,28.0,-0.144076380551544
CZCE.AP,CZCE.AP,8445.0,2019-10-21 00:00:00+08:00,8305.0,2020-01-15 00:00:00+08:00,2019-05-09,0.016716807194505266,86.0,0.07094923983714445
CZCE.CF,CZCE.CF,15245.0,2019-09-16 00:00:00+08:00,15810.0,2020-01-15 00:00:00+08:00,2019-05-09,-0.03639107078116258,121.0,-0.1097747176456557
CZCE.CJ,CZCE.CJ,8640.0,2019-12-13 00:00:00+08:00,8565.0,2020-01-15 00:00:00+08:00,2019-05-09,0.00871845103988103,33.0,0.09643135241080532
CZCE.CY,CZCE.CY,24655.0,2020-01-15 00:00:00+08:00,24585.0,2019-09-16 00:00:00+08:00,2019-05-09,0.002843218812186757,121.0,0.00857665178882782
CZCE.FG,CZCE.FG,1348.0,2019-09-16 00:00:00+08:00,1301.0,2020-01-15 00:00:00+08:00,2019-05-09,0.03548881295974705,121.0,0.10705303082898904
CZCE.JR,CZCE.JR,2886.0,2019-07-12 00:00:00+08:00,3082.0,2019-11-14 00:00:00+08:00,2019-05-09,-0.06570727654624486,125.0,-0.191865247515035
CZCE.LR,CZCE.LR,2559.0,2019-11-14 00:00:00+08:00,2386.0,2019-05-17 00:00:00+08:00,2019-05-09,0.06999823350192735,181.0,0.14115665871935626
CZCE.MA,CZCE.MA,2448.0,2019-09-16 00:00:00+08:00,2522.0,2020-01-15 00:00:00+08:00,2019-05-09,-0.029780872892648174,121.0,-0.08983486451088085
CZCE.OI,CZCE.OI,6942.0,2019-09-16 00:00:00+08:00,6839.0,2020-01-15 00:00:00+08:00,2019-05-09,0.014948395323635524,121.0,0.04509226688534683
CZCE.PM,CZCE.PM,2234.0,2019-05-17 00:00:00+08:00,2343.0,2019-07-12 00:00:00+08:00,2019-05-09,-0.0476384588786496,56.0,-0.3105006694769125
CZCE.RI,CZCE.RI,2341.0,2019-09-16 00:00:00+08:00,2328.0,2020-01-15 00:00:00+08:00,2019-05-09,0.005568658639582304,121.0,0.01679801986320282
CZCE.RM,CZCE.RM,2247.0,2019-09-16 00:00:00+08:00,2135.0,2020-01-15 00:00:00+08:00,2019-05-09,0.05112934652260426,121.0,0.15423315273347565
CZCE.RS,CZCE.RS,4389.0,2019-09-16 00:00:00+08:00,4343.0,2019-07-12 00:00:00+08:00,2019-05-09,0.010536057153412227,66.0,0.05826758880296156
CZCE.SF,CZCE.SF,6022.0,2019-09-16 00:00:00+08:00,5964.0,2020-01-15 00:00:00+08:00,2019-05-09,0.009678033157050037,121.0,0.029194066961349286
CZCE.SM,CZCE.SM,7142.0,2019-09-16 00:00:00+08:00,6998.0,2020-01-15 00:00:00+08:00,2019-05-09,0.020368455226760316,121.0,0.061442034361715005
CZCE.SR,CZCE.SR,5126.0,2019-09-16 00:00:00+08:00,5188.0,2020-01-15 00:00:00+08:00,2019-05-09,-0.012022638512318112,121.0,-0.0362666368346786
CZCE.TA,CZCE.TA,5898.0,2019-09-16 00:00:00+08:00,5492.0,2020-01-15 00:00:00+08:00,2019-05-09,0.07132082248735987,121.0,0.2151413240321186
CZCE.WH,CZCE.WH,2428.0,2019-09-16 00:00:00+08:00,2501.0,2020-01-15 00:00:00+08:00,2019-05-09,-0.02962277869823022,121.0,-0.08935796880044652
CZCE.ZC,CZCE.ZC,598.4,2019-09-06 00:00:00+08:00,611.0,2019-07-05 00:00:00+08:00,2019-05-09,-0.020837532511327857,63.0,-0.12072538677197886
DCE.A,DCE.A,3448.0,2019-09-16 00:00:00+08:00,3438.0,2020-01-15 00:00:00+08:00,2019-05-09,0.002904445840789123,121.0,0.00876134489163661
DCE.B,DCE.B,2840.0,2019-07-12 00:00:00+08:00,2913.0,2019-09-16 00:00:00+08:00,2019-05-09,-0.025379425804182905,66.0,-0.14035591543222364
DCE.BB,DCE.BB,151.4,2019-10-21 00:00:00+08:00,160.1,2020-03-13 00:00:00+08:00,2019-05-09,-0.05587327899932053,144.0,-0.14162324190799996
DCE.C,DCE.C,1930.0,2019-09-16 00:00:00+08:00,1913.0,2019-07-12 00:00:00+08:00,2019-05-09,0.008847312458678412,66.0,0.04892831890026698
DCE.CS,DCE.CS,2385.0,2019-09-16 00:00:00+08:00,2268.0,2019-05-17 00:00:00+08:00,2019-05-09,0.05030073847479894,122.0,0.15048991428935748
DCE.EG,DCE.EG,4710.0,2019-09-25 00:00:00+08:00,4582.0,2019-06-25 00:00:00+08:00,2019-05-09,0.027552323997022562,92.0,0.10931085064036125
DCE.FB,DCE.FB,62.0,2019-06-17 00:00:00+08:00,61.4,2019-05-17 00:00:00+08:00,2019-05-09,0.00972454989199478,31.0,0.11449873259929338
DCE.I,DCE.I,640.5,2019-09-16 00:00:00+08:00,582.0,2020-01-15 00:00:00+08:00,2019-05-09,0.0957786736053512,121.0,0.2889191393880428
DCE.J,DCE.J,2152.0,2019-09-16 00:00:00+08:00,2078.0,2020-01-15 00:00:00+08:00,2019-05-09,0.034991749622502316,121.0,0.10555362489432517
DCE.JD,DCE.JD,4368.0,2019-09-25 00:00:00+08:00,4029.0,2020-01-21 00:00:00+08:00,2019-05-09,0.08078703223339363,118.0,0.2498920912304125
DCE.JM,DCE.JM,1360.5,2019-09-16 00:00:00+08:00,1321.0,2020-01-15 00:00:00+08:00,2019-05-09,0.029463253700975744,121.0,0.08887675703186898
DCE.L,DCE.L,8085.0,2019-09-16 00:00:00+08:00,8030.0,2020-01-15 00:00:00+08:00,2019-05-09,0.006825965070399891,121.0,0.0205907210801319
DCE.M,DCE.M,2657.0,2019-09-16 00:00:00+08:00,2614.0,2019-07-12 00:00:00+08:00,2019-05-09,0.016316051575646185,66.0,0.09023270947137663
DCE.P,DCE.P,4418.0,2019-09-16 00:00:00+08:00,4602.0,2020-01-15 00:00:00+08:00,2019-05-09,-0.04080388661524874,121.0,-0.12308610425260982
DCE.PP,DCE.PP,8440.0,2019-09-16 00:00:00+08:00,8200.0,2020-01-15 00:00:00+08:00,2019-05-09,0.028848154337658343,121.0,0.0870212920102917
DCE.V,DCE.V,7015.0,2019-09-16 00:00:00+08:00,6825.0,2020-01-15 00:00:00+08:00,2019-05-09,0.027458372483400738,121.0,0.08282897484662205
DCE.Y,DCE.Y,5406.0,2019-09-16 00:00:00+08:00,5550.0,2020-01-15 00:00:00+08:00,2019-05-09,-0.026288479904087236,121.0,-0.07929996004125488
INE.SC,INE.SC,482.1,2019-05-31 00:00:00+08:00,480.0,2019-06-28 00:00:00+08:00,2019-05-09,0.004365457509639998,28.0,0.05690685682209284
SHFE.AG,SHFE.AG,3600.0,2019-12-16 00:00:00+08:00,3542.0,2019-06-17 00:00:00+08:00,2019-05-09,0.01624230610142252,182.0,0.03257385564296275
SHFE.AL,SHFE.AL,14000.0,2019-06-17 00:00:00+08:00,13990.0,2019-07-15 00:00:00+08:00,2019-05-09,0.0007145409378688503,28.0,0.009314551511504657
SHFE.AU,SHFE.AU,286.8,2019-12-16 00:00:00+08:00,283.75,2019-06-17 00:00:00+08:00,2019-05-09,0.010691539929852875,182.0,0.02144182458459505
SHFE.BU,SHFE.BU,3502.0,2019-12-16 00:00:00+08:00,3548.0,2019-06-17 00:00:00+08:00,2019-05-09,-0.013049830583672916,182.0,-0.02617136353319019
SHFE.CU,SHFE.CU,47630.0,2019-07-15 00:00:00+08:00,47620.0,2019-06-17 00:00:00+08:00,2019-05-09,0.00020997375405237516,28.0,0.0027371578653256046
SHFE.FU,SHFE.FU,2795.0,2019-08-30 00:00:00+08:00,2601.0,2019-12-20 00:00:00+08:00,2019-05-09,0.07193612014054797,112.0,0.23443467724375006
SHFE.HC,SHFE.HC,3663.0,2019-10-15 00:00:00+08:00,3459.0,2020-01-15 00:00:00+08:00,2019-05-09,0.05730295384164559,92.0,0.22734324078478957
SHFE.NI,SHFE.NI,95340.0,2019-07-15 00:00:00+08:00,95600.0,2019-06-17 00:00:00+08:00,2019-05-09,-0.0027233702806760043,28.0,-0.03550107687309791
SHFE.PB,SHFE.PB,16285.0,2019-06-17 00:00:00+08:00,16260.0,2019-07-15 00:00:00+08:00,2019-05-09,0.0015363346085323151,28.0,0.020027219004081966
SHFE.RB,SHFE.RB,3726.0,2019-10-15 00:00:00+08:00,3455.0,2020-01-15 00:00:00+08:00,2019-05-09,0.0755128149597635,92.0,0.2995888854381921
SHFE.RU,SHFE.RU,11760.0,2019-09-16 00:00:00+08:00,12735.0,2020-01-15 00:00:00+08:00,2019-05-09,-0.07965016596093946,121.0,-0.24026702955159424
SHFE.SN,SHFE.SN,146660.0,2019-09-16 00:00:00+08:00,145030.0,2019-05-15 00:00:00+08:00,2019-05-09,0.011176365093494732,124.0,0.03289817144456111
SHFE.SP,SHFE.SP,5078.0,2019-09-16 00:00:00+08:00,5126.0,2019-06-17 00:00:00+08:00,2019-05-09,-0.009408144659392723,91.0,-0.037735964842619166
SHFE.WR,SHFE.WR,4569.0,2019-05-15 00:00:00+08:00,4072.0,2019-07-15 00:00:00+08:00,2019-05-09,0.11516008333291276,61.0,0.6890726297789042
SHFE.ZN,SHFE.ZN,20850.0,2019-07-15 00:00:00+08:00,21080.0,2019-06-17 00:00:00+08:00,2019-05-09,-0.010970775428351079,28.0,-0.1430118939767194
CZCE.AP,CZCE.AP,8556.0,2019-10-21 00:00:00+08:00,8391.0,2020-01-15 00:00:00+08:00,2019-05-10,0.019473088332226825,86.0,0.08264740978212548
CZCE.CF,CZCE.CF,15170.0,2019-09-16 00:00:00+08:00,15725.0,2020-01-15 00:00:00+08:00,2019-05-10,-0.03593200922606333,121.0,-0.10838994518605881
CZCE.CJ,CZCE.CJ,8680.0,2019-12-13 00:00:00+08:00,8590.0,2020-01-15 00:00:00+08:00,2019-05-10,0.010422792676094833,33.0,0.11528240384165497
CZCE.CY,CZCE.CY,24555.0,2020-01-15 00:00:00+08:00,24490.0,2019-09-16 00:00:00+08:00,2019-05-10,0.002650628527131652,121.0,0.007995697623165727
CZCE.FG,CZCE.FG,1357.0,2019-09-16 00:00:00+08:00,1308.0,2020-01-15 00:00:00+08:00,2019-05-10,0.03677712781772511,121.0,0.11093926986338566
CZCE.JR,CZCE.JR,2888.0,2019-07-12 00:00:00+08:00,2919.0,2020-03-13 00:00:00+08:00,2019-05-10,-0.010676870841397903,245.0,-0.01590635860044994
CZCE.LR,CZCE.LR,2559.0,2019-11-14 00:00:00+08:00,2414.0,2019-05-17 00:00:00+08:00,2019-05-10,0.05833143450231195,181.0,0.1176296883610158
CZCE.MA,CZCE.MA,2465.0,2019-09-16 00:00:00+08:00,2538.0,2020-01-15 00:00:00+08:00,2019-05-10,-0.029184561797542474,121.0,-0.08803607484382647
CZCE.OI,CZCE.OI,6987.0,2019-09-16 00:00:00+08:00,6878.0,2020-01-15 00:00:00+08:00,2019-05-10,0.01572336756023914,121.0,0.04742999305361393
CZCE.PM,CZCE.PM,2278.0,2019-05-17 00:00:00+08:00,2389.0,2019-07-12 00:00:00+08:00,2019-05-10,-0.047577003318682115,56.0,-0.3101001109164102
CZCE.RI,CZCE.RI,2341.0,2019-09-16 00:00:00+08:00,2328.0,2020-01-15 00:00:00+08:00,2019-05-10,0.005568658639582304,121.0,0.01679801986320282
CZCE.RM,CZCE.RM,2265.0,2019-09-16 00:00:00+08:00,2146.0,2020-01-15 00:00:00+08:00,2019-05-10,0.053969114726490665,121.0,0.1627993956625545
CZCE.RS,CZCE.RS,4385.0,2019-09-16 00:00:00+08:00,4343.0,2019-07-12 00:00:00+08:00,2019-05-10,0.009624272271461518,66.0,0.05322514210732506
CZCE.SF,CZCE.SF,6042.0,2019-09-16 00:00:00+08:00,5982.0,2020-01-15 00:00:00+08:00,2019-05-10,0.009980122756723891,121.0,0.030105328976894382
CZCE.SM,CZCE.SM,7170.0,2019-09-16 00:00:00+08:00,7036.0,2020-01-15 00:00:00+08:00,2019-05-10,0.018865827736217318,121.0,0.056909315072060505
CZCE.SR,CZCE.SR,5152.0,2019-09-16 00:00:00+08:00,5205.0,2020-01-15 00:00:00+08:00,2019-05-10,-0.01023471326487971,121.0,-0.03087330860893466
CZCE.TA,CZCE.TA,5902.0,2019-09-16 00:00:00+08:00,5514.0,2020-01-15 00:00:00+08:00,2019-05-10,0.06800096391914275,121.0,0.2051268746321248
CZCE.WH,CZCE.WH,2425.0,2019-09-16 00:00:00+08:00,2511.0,2020-01-15 00:00:00+08:00,2019-05-10,-0.03484955578600149,121.0,-0.10512469307347558
CZCE.ZC,CZCE.ZC,601.8,2019-09-06 00:00:00+08:00,611.8,2019-07-05 00:00:00+08:00,2019-05-10,-0.016480267520858276,63.0,-0.09548091500179795
DCE.A,DCE.A,3454.0,2019-09-16 00:00:00+08:00,3448.0,2020-01-15 00:00:00+08:00,2019-05-10,0.001738626923040219,121.0,0.005244618404212231
DCE.B,DCE.B,2899.0,2019-07-12 00:00:00+08:00,2930.0,2019-09-16 00:00:00+08:00,2019-05-10,-0.01063657308945752,66.0,-0.05882347238866659
DCE.BB,DCE.BB,151.4,2019-10-21 00:00:00+08:00,180.0,2019-05-17 00:00:00+08:00,2019-05-10,-0.17303150988686195,157.0,-0.4022707076987555
DCE.C,DCE.C,1925.0,2019-09-16 00:00:00+08:00,1912.0,2019-07-12 00:00:00+08:00,2019-05-10,0.006776153110537931,66.0,0.037474180081005226
DCE.CS,DCE.CS,2376.0,2019-09-16 00:00:00+08:00,2257.0,2019-05-17 00:00:00+08:00,2019-05-10,0.05138190366499981,122.0,0.15372454785020434
DCE.EG,DCE.EG,4727.0,2019-09-25 00:00:00+08:00,4589.0,2019-06-25 00:00:00+08:00,2019-05-10,0.02962861639840286,92.0,0.11754831505888091
DCE.FB,DCE.FB,62.3,2019-06-17 00:00:00+08:00,61.05,2019-05-17 00:00:00+08:00,2019-05-10,0.020268225236693665,31.0,0.23864200681913508
DCE.I,DCE.I,647.0,2019-09-16 00:00:00+08:00,706.5,2019-07-12 00:00:00+08:00,2019-05-10,-0.08797690762368159,66.0,-0.4865389588279361
DCE.J,DCE.J,2158.5,2019-09-16 00:00:00+08:00,2077.0,2020-01-15 00:00:00+08:00,2019-05-10,0.03848899111941993,121.0,0.11610315502965517
DCE.JD,DCE.JD,4331.0,2019-09-25 00:00:00+08:00,4002.0,2020-01-21 00:00:00+08:00,2019-05-10,0.07900422607094805,118.0,0.24437747894827153
DCE.JM,DCE.JM,1356.0,2019-09-16 00:00:00+08:00,1317.0,2020-01-15 00:00:00+08:00,2019-05-10,0.029182766757059917,121.0,0.08803066005228818
DCE.L,DCE.L,8030.0,2019-09-16 00:00:00+08:00,7975.0,2020-01-15 00:00:00+08:00,2019-05-10,0.0068728792877620504,121.0,0.020732239173827674
DCE.M,DCE.M,2670.0,2019-09-16 00:00:00+08:00,2637.0,2019-07-12 00:00:00+08:00,2019-05-10,0.012436565041008563,66.0,0.06877797333285039
DCE.P,DCE.P,4414.0,2019-09-16 00:00:00+08:00,4598.0,2020-01-15 00:00:00+08:00,2019-05-10,-0.04084011850644516,121.0,-0.12319539880043374
DCE.PP,DCE.PP,8434.0,2019-09-16 00:00:00+08:00,8173.0,2020-01-15 00:00:00+08:00,2019-05-10,0.03143511679037552,121.0,0.0948249390784055
DCE.V,DCE.V,6945.0,2019-09-16 00:00:00+08:00,6780.0,2020-01-15 00:00:00+08:00,2019-05-10,0.024044874254002868,121.0,0.0725320587000913
DCE.Y,DCE.Y,5388.0,2019-09-16 00:00:00+08:00,5536.0,2020-01-15 00:00:00+08:00,2019-05-10,-0.027097959767250886,121.0,-0.08174177946319483
INE.SC,INE.SC,485.5,2019-05-31 00:00:00+08:00,484.3,2019-06-28 00:00:00+08:00,2019-05-10,0.0024747383221962013,28.0,0.03225998170005762
SHFE.AG,SHFE.AG,3598.0,2019-12-16 00:00:00+08:00,3540.0,2019-06-17 00:00:00+08:00,2019-05-10,0.016251408382658206,182.0,0.03259211021796838
SHFE.AL,SHFE.AL,14105.0,2019-06-17 00:00:00+08:00,14085.0,2019-07-15 00:00:00+08:00,2019-05-10,0.0014189431256236074,28.0,0.01849693717330774
SHFE.AU,SHFE.AU,287.85,2019-12-16 00:00:00+08:00,284.85,2019-06-17 00:00:00+08:00,2019-05-10,0.010476785195414092,182.0,0.02101113514464914
