,underlying_symbol_y,settle_price_m,delisted_date_x,settle_price_sm,delisted_date_y,date,price_div_log,date_minus,factor
SHFE.RB,SHFE.RB,3470.0,2020-05-15 00:00:00+08:00,3499.0,2020-10-15 00:00:00+08:00,2020-02-21,-0.008322619426783112,153.0,-0.01958263394537203
SHFE.RU,SHFE.RU,11750.0,2020-05-15 00:00:00+08:00,12045.0,2020-09-15 00:00:00+08:00,2020-02-21,-0.024796395476666743,123.0,-0.07257481602926852
SHFE.SN,SHFE.SN,135460.0,2020-06-15 00:00:00+08:00,135290.0,2020-07-15 00:00:00+08:00,2020-02-21,0.00125577117148864,30.0,0.015069254057863682
SHFE.SP,SHFE.SP,4606.0,2020-05-15 00:00:00+08:00,4754.0,2020-09-15 00:00:00+08:00,2020-02-21,-0.0316265675395087,123.0,-0.09256556353026937
SHFE.SS,SHFE.SS,13255.0,2020-06-15 00:00:00+08:00,13295.0,2020-07-15 00:00:00+08:00,2020-02-21,-0.0030131849539942763,30.0,-0.036158219447931315
SHFE.WR,SHFE.WR,3835.0,2020-05-15 00:00:00+08:00,3931.0,2020-10-15 00:00:00+08:00,2020-02-21,-0.024724411620503744,153.0,-0.05817508616589116
SHFE.ZN,SHFE.ZN,17085.0,2020-04-15 00:00:00+08:00,17115.0,2020-05-15 00:00:00+08:00,2020-02-21,-0.0017543864148934732,30.0,-0.02105263697872168
CZCE.AP,CZCE.AP,7288.0,2020-05-19 00:00:00+08:00,7910.0,2020-10-22 00:00:00+08:00,2020-02-24,-0.08189862182190528,156.0,-0.1889968195890122
CZCE.CF,CZCE.CF,13005.0,2020-05-19 00:00:00+08:00,13465.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.03475982736294738,118.0,-0.10604693093780557
CZCE.CJ,CZCE.CJ,10495.0,2020-05-19 00:00:00+08:00,10625.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.012310761537884168,118.0,-0.037558255539307625
CZCE.CY,CZCE.CY,20995.0,2020-05-19 00:00:00+08:00,21600.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.028409000553962692,118.0,-0.0866715271137845
CZCE.FG,CZCE.FG,1426.0,2020-05-19 00:00:00+08:00,1469.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.02970857519963605,118.0,-0.09063633111753372
CZCE.JR,CZCE.JR,2932.0,2020-07-14 00:00:00+08:00,3005.0,2020-11-13 00:00:00+08:00,2020-02-24,-0.024592783962765888,122.0,-0.07256887070980098
CZCE.LR,CZCE.LR,2762.0,2020-07-14 00:00:00+08:00,2620.0,2020-05-19 00:00:00+08:00,2020-02-24,0.0527807372140949,56.0,0.3393047392334672
CZCE.MA,CZCE.MA,2079.0,2020-05-19 00:00:00+08:00,2139.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.028451421224392703,118.0,-0.08680094610831672
CZCE.OI,CZCE.OI,7507.0,2020-05-19 00:00:00+08:00,7335.0,2020-09-14 00:00:00+08:00,2020-02-24,0.023178506995920188,118.0,0.0707140891400955
CZCE.PM,CZCE.PM,2246.0,2020-07-14 00:00:00+08:00,2161.0,2020-03-13 00:00:00+08:00,2020-02-24,0.03857977879150255,123.0,0.11291642573122698
CZCE.RI,CZCE.RI,2623.0,2020-05-19 00:00:00+08:00,2673.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.018882736272045356,118.0,-0.05760834794861295
CZCE.RM,CZCE.RM,2262.0,2020-05-19 00:00:00+08:00,2299.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.016224868087115776,118.0,-0.04949959755391254
CZCE.RS,CZCE.RS,4334.0,2020-07-14 00:00:00+08:00,4284.0,2020-08-14 00:00:00+08:00,2020-02-24,0.011603750528664932,31.0,0.1347532319457863
CZCE.SA,CZCE.SA,1579.0,2020-05-19 00:00:00+08:00,1638.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.03668425015737262,118.0,-0.1119180513275775
CZCE.SF,CZCE.SF,5740.0,2020-05-19 00:00:00+08:00,5814.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.01280959180520918,118.0,-0.0390801105921636
CZCE.SM,CZCE.SM,6148.0,2020-05-19 00:00:00+08:00,6196.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.007777096878272744,118.0,-0.0237267362387982
CZCE.SR,CZCE.SR,5812.0,2020-05-19 00:00:00+08:00,5827.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.0025775424529006895,118.0,-0.007863688839358035
CZCE.TA,CZCE.TA,4500.0,2020-05-19 00:00:00+08:00,4594.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.0206737074906324,118.0,-0.06307232793752257
CZCE.UR,CZCE.UR,1805.0,2020-05-19 00:00:00+08:00,1733.0,2020-09-14 00:00:00+08:00,2020-02-24,0.040706581051375194,118.0,0.12418956930928025
CZCE.WH,CZCE.WH,2575.0,2020-05-19 00:00:00+08:00,2507.0,2020-09-14 00:00:00+08:00,2020-02-24,0.026762714939543224,118.0,0.08164896083250475
CZCE.ZC,CZCE.ZC,554.6,2020-05-12 00:00:00+08:00,551.6,2020-07-07 00:00:00+08:00,2020-02-24,0.005423987262531019,56.0,0.03486848954484227
DCE.A,DCE.A,4125.0,2020-05-19 00:00:00+08:00,4073.0,2020-09-14 00:00:00+08:00,2020-02-24,0.012686191120368848,118.0,0.03870363392654903
DCE.B,DCE.B,3033.0,2020-05-19 00:00:00+08:00,3021.0,2020-04-15 00:00:00+08:00,2020-02-24,0.003964326301909168,34.0,0.041975219667273536
DCE.BB,DCE.BB,173.75,2020-03-13 00:00:00+08:00,177.55,2020-09-14 00:00:00+08:00,2020-02-24,-0.021634774944195464,185.0,-0.042100102594110095
DCE.C,DCE.C,1913.0,2020-05-19 00:00:00+08:00,1962.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.025291670685055466,118.0,-0.07716102920864379
DCE.CS,DCE.CS,2240.0,2020-05-19 00:00:00+08:00,2324.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.036813973122716316,118.0,-0.11231381630659215
DCE.EB,DCE.EB,6998.0,2020-05-26 00:00:00+08:00,7101.0,2020-09-25 00:00:00+08:00,2020-02-24,-0.014611225254460257,122.0,-0.04311509091480076
DCE.EG,DCE.EG,4473.0,2020-05-26 00:00:00+08:00,4562.0,2020-09-25 00:00:00+08:00,2020-02-24,-0.019701799411485206,122.0,-0.058136457279792414
DCE.FB,DCE.FB,1403.5,2020-05-19 00:00:00+08:00,1453.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.03466126776834577,118.0,-0.10574624064919048
DCE.I,DCE.I,676.0,2020-05-19 00:00:00+08:00,643.5,2020-09-14 00:00:00+08:00,2020-02-24,0.049271049006782835,118.0,0.15031845459696458
DCE.J,DCE.J,1867.5,2020-05-19 00:00:00+08:00,1856.0,2020-09-14 00:00:00+08:00,2020-02-24,0.006177003660826564,118.0,0.01884509591438613
DCE.JD,DCE.JD,3551.0,2020-05-26 00:00:00+08:00,4344.0,2020-09-25 00:00:00+08:00,2020-02-24,-0.20156632867068347,122.0,-0.5947858878807054
DCE.JM,DCE.JM,1269.5,2020-05-19 00:00:00+08:00,1221.5,2020-09-14 00:00:00+08:00,2020-02-24,0.03854351044693789,118.0,0.11759037085506475
DCE.L,DCE.L,6940.0,2020-05-19 00:00:00+08:00,7080.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.019972133186915243,118.0,-0.06093193175669057
DCE.M,DCE.M,2632.0,2020-05-19 00:00:00+08:00,2723.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.03399020022855177,118.0,-0.10369891595151388
DCE.P,DCE.P,5442.0,2020-05-19 00:00:00+08:00,5426.0,2020-09-14 00:00:00+08:00,2020-02-24,0.0029444261243145114,118.0,0.008982994955535797
DCE.PP,DCE.PP,7062.0,2020-05-19 00:00:00+08:00,7185.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.01726722202479356,118.0,-0.052679660414624414
DCE.RR,DCE.RR,3509.0,2020-05-19 00:00:00+08:00,3416.0,2020-09-14 00:00:00+08:00,2020-02-24,0.026860820674754583,118.0,0.08194826646535296
DCE.V,DCE.V,6315.0,2020-05-19 00:00:00+08:00,6395.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.01258867922835155,118.0,-0.038406140018699644
DCE.Y,DCE.Y,5906.0,2020-05-19 00:00:00+08:00,6038.0,2020-09-14 00:00:00+08:00,2020-02-24,-0.02210404796291616,118.0,-0.06743607853093067
INE.NR,INE.NR,9605.0,2020-04-15 00:00:00+08:00,9685.0,2020-05-15 00:00:00+08:00,2020-02-24,-0.00829450063843919,30.0,-0.09953400766127028
INE.SC,INE.SC,401.2,2020-03-31 00:00:00+08:00,405.1,2020-04-30 00:00:00+08:00,2020-02-24,-0.009673894120864512,30.0,-0.11608672945037414
SHFE.AG,SHFE.AG,4552.0,2020-06-15 00:00:00+08:00,4527.0,2020-04-15 00:00:00+08:00,2020-02-24,0.005507228370208367,61.0,0.03250167562745922
SHFE.AL,SHFE.AL,13505.0,2020-04-15 00:00:00+08:00,13545.0,2020-05-15 00:00:00+08:00,2020-02-24,-0.0029574882924795327,30.0,-0.03548985950975439
SHFE.AU,SHFE.AU,379.08,2020-06-15 00:00:00+08:00,380.48,2020-08-17 00:00:00+08:00,2020-02-24,-0.0036863489004229782,63.0,-0.021064850859559874
SHFE.BU,SHFE.BU,3050.0,2020-06-15 00:00:00+08:00,3086.0,2020-12-15 00:00:00+08:00,2020-02-24,-0.011734163321648833,183.0,-0.023083599977014094
SHFE.CU,SHFE.CU,45880.0,2020-04-15 00:00:00+08:00,45720.0,2020-03-16 00:00:00+08:00,2020-02-24,0.0034934533345601267,30.0,0.04192144001472152
SHFE.FU,SHFE.FU,2206.0,2020-04-30 00:00:00+08:00,2214.0,2020-05-29 00:00:00+08:00,2020-02-24,-0.0036199134551343527,29.0,-0.04493685668442645
SHFE.HC,SHFE.HC,3491.0,2020-05-15 00:00:00+08:00,3430.0,2020-10-15 00:00:00+08:00,2020-02-24,0.017627966945050456,153.0,0.04147756928247166
SHFE.NI,SHFE.NI,101960.0,2020-04-15 00:00:00+08:00,102180.0,2020-05-15 00:00:00+08:00,2020-02-24,-0.002155384394737269,30.0,-0.025864612736847228
SHFE.PB,SHFE.PB,14510.0,2020-04-15 00:00:00+08:00,14535.0,2020-05-15 00:00:00+08:00,2020-02-24,-0.0017214671147427376,30.0,-0.02065760537691285
SHFE.RB,SHFE.RB,3483.0,2020-05-15 00:00:00+08:00,3482.0,2020-10-15 00:00:00+08:00,2020-02-24,0.0002871500378667943,153.0,0.0006756471479218689
SHFE.RU,SHFE.RU,11450.0,2020-05-15 00:00:00+08:00,11735.0,2020-09-15 00:00:00+08:00,2020-02-24,-0.02458609930273815,123.0,-0.07195931503240435
SHFE.SN,SHFE.SN,136720.0,2020-06-15 00:00:00+08:00,136450.0,2020-07-15 00:00:00+08:00,2020-02-24,0.001976791652988008,30.0,0.023721499835856096
SHFE.SP,SHFE.SP,4578.0,2020-05-15 00:00:00+08:00,4722.0,2020-09-15 00:00:00+08:00,2020-02-24,-0.030970217132946263,123.0,-0.09064453795008662
SHFE.SS,SHFE.SS,13105.0,2020-06-15 00:00:00+08:00,13130.0,2020-07-15 00:00:00+08:00,2020-02-24,-0.0019058515393351825,30.0,-0.02287021847202219
SHFE.WR,SHFE.WR,3839.0,2020-05-15 00:00:00+08:00,3931.0,2020-10-15 00:00:00+08:00,2020-02-24,-0.023681930421062636,153.0,-0.055722189226029735
SHFE.ZN,SHFE.ZN,16770.0,2020-04-15 00:00:00+08:00,16790.0,2020-05-15 00:00:00+08:00,2020-02-24,-0.0011918952543319833,30.0,-0.0143027430519838
CZCE.AP,CZCE.AP,7273.0,2020-05-19 00:00:00+08:00,8013.0,2020-10-22 00:00:00+08:00,2020-02-25,-0.09689636162352983,156.0,-0.22360698836199192
CZCE.CF,CZCE.CF,12895.0,2020-05-19 00:00:00+08:00,13355.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.03505120722861605,118.0,-0.10693588646018456
CZCE.CJ,CZCE.CJ,10545.0,2020-05-19 00:00:00+08:00,10635.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.008498634721462582,118.0,-0.025928038133275676
CZCE.CY,CZCE.CY,20970.0,2020-05-19 00:00:00+08:00,21560.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.02774690112696783,118.0,-0.08465156276024083
CZCE.FG,CZCE.FG,1433.0,2020-05-19 00:00:00+08:00,1472.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.026851871460649747,118.0,-0.08192096377825347
CZCE.JR,CZCE.JR,2934.0,2020-07-14 00:00:00+08:00,3026.0,2020-11-13 00:00:00+08:00,2020-02-25,-0.03087493564537422,122.0,-0.09110636747815343
CZCE.LR,CZCE.LR,2722.0,2020-07-14 00:00:00+08:00,2582.0,2020-05-19 00:00:00+08:00,2020-02-25,0.05280261180482355,56.0,0.33944536160243705
CZCE.MA,CZCE.MA,2091.0,2020-05-19 00:00:00+08:00,2146.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.025963223762010212,118.0,-0.07920983520613285
CZCE.OI,CZCE.OI,7477.0,2020-05-19 00:00:00+08:00,7315.0,2020-09-14 00:00:00+08:00,2020-02-25,0.021904607545690936,118.0,0.06682761624109099
CZCE.PM,CZCE.PM,2246.0,2020-07-14 00:00:00+08:00,2161.0,2020-03-13 00:00:00+08:00,2020-02-25,0.03857977879150255,123.0,0.11291642573122698
CZCE.RI,CZCE.RI,2588.0,2020-05-19 00:00:00+08:00,2673.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.032316060518127784,118.0,-0.09859137107225426
CZCE.RM,CZCE.RM,2246.0,2020-05-19 00:00:00+08:00,2285.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.017215168029916614,118.0,-0.05252085161669475
CZCE.RS,CZCE.RS,4334.0,2020-07-14 00:00:00+08:00,4284.0,2020-08-14 00:00:00+08:00,2020-02-25,0.011603750528664932,31.0,0.1347532319457863
CZCE.SA,CZCE.SA,1614.0,2020-05-19 00:00:00+08:00,1666.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.03170997389689394,118.0,-0.09674229324476118
CZCE.SF,CZCE.SF,5700.0,2020-05-19 00:00:00+08:00,5782.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.01428346875364984,118.0,-0.043576684333169004
CZCE.SM,CZCE.SM,6068.0,2020-05-19 00:00:00+08:00,6128.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.009839370952004382,118.0,-0.03001841985357269
CZCE.SR,CZCE.SR,5796.0,2020-05-19 00:00:00+08:00,5815.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.0032727615121917577,118.0,-0.009984696138890107
CZCE.TA,CZCE.TA,4460.0,2020-05-19 00:00:00+08:00,4564.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.0230506659678565,118.0,-0.07032406566464695
CZCE.UR,CZCE.UR,1804.0,2020-05-19 00:00:00+08:00,1736.0,2020-09-14 00:00:00+08:00,2020-02-25,0.03842280540227348,118.0,0.11722211817642757
CZCE.WH,CZCE.WH,2534.0,2020-05-19 00:00:00+08:00,2501.0,2020-09-14 00:00:00+08:00,2020-02-25,0.013108430003465238,118.0,0.039991820349554966
CZCE.ZC,CZCE.ZC,550.4,2020-05-12 00:00:00+08:00,549.4,2020-07-07 00:00:00+08:00,2020-02-25,0.001818512957960438,56.0,0.011690440444031388
DCE.A,DCE.A,4124.0,2020-05-19 00:00:00+08:00,4069.0,2020-09-14 00:00:00+08:00,2020-02-25,0.013426297135160503,118.0,0.040961584480150685
DCE.B,DCE.B,3008.0,2020-05-19 00:00:00+08:00,3000.0,2020-04-15 00:00:00+08:00,2020-02-25,0.0026631174194836284,34.0,0.028197713853356066
DCE.BB,DCE.BB,177.8,2020-03-13 00:00:00+08:00,172.6,2020-09-14 00:00:00+08:00,2020-02-25,0.02968254443047676,185.0,0.05776062699984667
DCE.C,DCE.C,1914.0,2020-05-19 00:00:00+08:00,1963.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.02527862226356151,118.0,-0.0771212204651029
DCE.CS,DCE.CS,2237.0,2020-05-19 00:00:00+08:00,2324.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.0381541564816722,118.0,-0.11640251130001686
DCE.EB,DCE.EB,6980.0,2020-05-26 00:00:00+08:00,7105.0,2020-09-25 00:00:00+08:00,2020-02-25,-0.0177498447747828,122.0,-0.05237659113870335
DCE.EG,DCE.EG,4439.0,2020-05-26 00:00:00+08:00,4535.0,2020-09-25 00:00:00+08:00,2020-02-25,-0.021395957715201686,122.0,-0.06313561293010334
DCE.FB,DCE.FB,1400.0,2020-05-19 00:00:00+08:00,1453.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.037158147966932946,118.0,-0.11336384125504967
DCE.I,DCE.I,665.0,2020-05-19 00:00:00+08:00,637.0,2020-09-14 00:00:00+08:00,2020-02-25,0.04301738508369086,118.0,0.131239479916345
DCE.J,DCE.J,1855.0,2020-05-19 00:00:00+08:00,1848.0,2020-09-14 00:00:00+08:00,2020-02-25,0.0037807228399061523,118.0,0.011534408664120463
DCE.JD,DCE.JD,3500.0,2020-05-26 00:00:00+08:00,4343.0,2020-09-25 00:00:00+08:00,2020-02-25,-0.2158023850573168,122.0,-0.6367939231199512
DCE.JM,DCE.JM,1272.5,2020-05-19 00:00:00+08:00,1222.0,2020-09-14 00:00:00+08:00,2020-02-25,0.04049460869313707,118.0,0.12354287397906225
DCE.L,DCE.L,6900.0,2020-05-19 00:00:00+08:00,7050.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.02150620522096362,118.0,-0.06561215152158392
DCE.M,DCE.M,2621.0,2020-05-19 00:00:00+08:00,2713.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.0344991093355254,118.0,-0.10525152000668765
DCE.P,DCE.P,5308.0,2020-05-19 00:00:00+08:00,5322.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.0026340560855363593,118.0,-0.00803610331180584
DCE.PP,DCE.PP,7050.0,2020-05-19 00:00:00+08:00,7178.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.017993175901238206,118.0,-0.054894434952930116
DCE.RR,DCE.RR,3467.0,2020-05-19 00:00:00+08:00,3414.0,2020-09-14 00:00:00+08:00,2020-02-25,0.015405042330637565,118.0,0.04699843422906376
DCE.V,DCE.V,6325.0,2020-05-19 00:00:00+08:00,6395.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.011006400417222081,118.0,-0.033578848730508044
DCE.Y,DCE.Y,5816.0,2020-05-19 00:00:00+08:00,5950.0,2020-09-14 00:00:00+08:00,2020-02-25,-0.02277847932632016,118.0,-0.06949366574131574
INE.NR,INE.NR,9605.0,2020-04-15 00:00:00+08:00,9690.0,2020-05-15 00:00:00+08:00,2020-02-25,-0.00881062968215492,30.0,-0.10572755618585904
INE.SC,INE.SC,397.4,2020-03-31 00:00:00+08:00,402.2,2020-04-30 00:00:00+08:00,2020-02-25,-0.012006147220835204,30.0,-0.14407376665002244
SHFE.AG,SHFE.AG,4484.0,2020-06-15 00:00:00+08:00,4524.0,2020-08-17 00:00:00+08:00,2020-02-25,-0.008881053043960594,63.0,-0.050748874536917676
SHFE.AL,SHFE.AL,13500.0,2020-04-15 00:00:00+08:00,13535.0,2020-05-15 00:00:00+08:00,2020-02-25,-0.0025892376218807915,30.0,-0.031070851462569497
SHFE.AU,SHFE.AU,374.24,2020-06-15 00:00:00+08:00,375.92,2020-08-17 00:00:00+08:00,2020-02-25,-0.00447905195869138,63.0,-0.0255945826210936
SHFE.BU,SHFE.BU,3054.0,2020-06-15 00:00:00+08:00,3098.0,2020-12-15 00:00:00+08:00,2020-02-25,-0.014304535198236186,183.0,-0.028140069242431842
SHFE.CU,SHFE.CU,45870.0,2020-04-15 00:00:00+08:00,45970.0,2020-05-15 00:00:00+08:00,2020-02-25,-0.002177701209055977,30.0,-0.026132414508671726
SHFE.FU,SHFE.FU,2182.0,2020-04-30 00:00:00+08:00,2189.0,2020-05-29 00:00:00+08:00,2020-02-25,-0.0032029311298468355,29.0,-0.03976052437051244
SHFE.HC,SHFE.HC,3472.0,2020-05-15 00:00:00+08:00,3430.0,2020-10-15 00:00:00+08:00,2020-02-25,0.012170535620255114,153.0,0.028636554400600266
SHFE.NI,SHFE.NI,102240.0,2020-04-15 00:00:00+08:00,102460.0,2020-05-15 00:00:00+08:00,2020-02-25,-0.0021494878818315395,30.0,-0.025793854581978474
SHFE.PB,SHFE.PB,14540.0,2020-04-15 00:00:00+08:00,14550.0,2020-05-15 00:00:00+08:00,2020-02-25,-0.0006875215121282104,30.0,-0.008250258145538524
SHFE.RB,SHFE.RB,3461.0,2020-05-15 00:00:00+08:00,3489.0,2020-10-15 00:00:00+08:00,2020-02-25,-0.008057597551429884,153.0,-0.01895905306218796
SHFE.RU,SHFE.RU,11410.0,2020-05-15 00:00:00+08:00,11680.0,2020-09-15 00:00:00+08:00,2020-02-25,-0.023387813526096736,123.0,-0.06845213714955142
SHFE.SN,SHFE.SN,136640.0,2020-06-15 00:00:00+08:00,136090.0,2020-07-15 00:00:00+08:00,2020-02-25,0.00403329846803354,30.0,0.04839958161640248
SHFE.SP,SHFE.SP,4584.0,2020-05-15 00:00:00+08:00,4730.0,2020-09-15 00:00:00+08:00,2020-02-25,-0.0313532230914032,123.0,-0.09176553099922886
SHFE.SS,SHFE.SS,12995.0,2020-06-15 00:00:00+08:00,13030.0,2020-07-15 00:00:00+08:00,2020-02-25,-0.0026897230433001475,30.0,-0.03227667651960177
SHFE.WR,SHFE.WR,3761.0,2020-05-15 00:00:00+08:00,3931.0,2020-10-15 00:00:00+08:00,2020-02-25,-0.04420896695152388,153.0,-0.10402109870946796
SHFE.ZN,SHFE.ZN,16525.0,2020-04-15 00:00:00+08:00,16560.0,2020-05-15 00:00:00+08:00,2020-02-25,-0.0021157632193636046,30.0,-0.025389158632363254
CZCE.AP,CZCE.AP,7248.0,2020-05-19 00:00:00+08:00,8112.0,2020-10-22 00:00:00+08:00,2020-02-26,-0.11261887810814913,156.0,-0.2598897187111134
CZCE.CF,CZCE.CF,12870.0,2020-05-19 00:00:00+08:00,13335.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.03549313602594225,118.0,-0.10828414380795941
CZCE.CJ,CZCE.CJ,10520.0,2020-05-19 00:00:00+08:00,10605.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.008047380707081987,118.0,-0.024551330970758605
CZCE.CY,CZCE.CY,20970.0,2020-05-19 00:00:00+08:00,21515.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.025657521376734382,118.0,-0.07827718386122355
CZCE.FG,CZCE.FG,1425.0,2020-05-19 00:00:00+08:00,1470.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.03109058707003112,118.0,-0.09485263851873901
CZCE.JR,CZCE.JR,2931.0,2020-07-14 00:00:00+08:00,2993.0,2020-11-13 00:00:00+08:00,2020-02-26,-0.020932567141806465,122.0,-0.061768230910248585
CZCE.LR,CZCE.LR,2781.0,2020-07-14 00:00:00+08:00,2638.0,2020-05-19 00:00:00+08:00,2020-02-26,0.05278952095670487,56.0,0.33936120615024556
CZCE.MA,CZCE.MA,2117.0,2020-05-19 00:00:00+08:00,2161.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.020571085372020795,118.0,-0.06275924350786005
CZCE.OI,CZCE.OI,7507.0,2020-05-19 00:00:00+08:00,7358.0,2020-09-14 00:00:00+08:00,2020-02-26,0.02004776190828277,118.0,0.061162663448998275
CZCE.PM,CZCE.PM,2246.0,2020-07-14 00:00:00+08:00,2161.0,2020-03-13 00:00:00+08:00,2020-02-26,0.03857977879150255,123.0,0.11291642573122698
CZCE.RI,CZCE.RI,2551.0,2020-05-19 00:00:00+08:00,2673.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.04671599799710762,118.0,-0.14252338371998935
CZCE.RM,CZCE.RM,2266.0,2020-05-19 00:00:00+08:00,2298.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.0140230168207494,118.0,-0.04278208521584563
CZCE.RS,CZCE.RS,4401.0,2020-07-14 00:00:00+08:00,4284.0,2020-08-14 00:00:00+08:00,2020-02-26,0.026944635243451927,31.0,0.31290544153686106
CZCE.SA,CZCE.SA,1593.0,2020-05-19 00:00:00+08:00,1653.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.03697278791097562,118.0,-0.11279833599958664
CZCE.SF,CZCE.SF,5722.0,2020-05-19 00:00:00+08:00,5780.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.010085288056367629,118.0,-0.030768675426206326
CZCE.SM,CZCE.SM,6098.0,2020-05-19 00:00:00+08:00,6148.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.008165977110286418,118.0,-0.024913150505958565
CZCE.SR,CZCE.SR,5776.0,2020-05-19 00:00:00+08:00,5801.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.004318914893402205,118.0,-0.013176350522244015
CZCE.TA,CZCE.TA,4432.0,2020-05-19 00:00:00+08:00,4534.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.02275360264035456,118.0,-0.0694177707671834
CZCE.UR,CZCE.UR,1799.0,2020-05-19 00:00:00+08:00,1728.0,2020-09-14 00:00:00+08:00,2020-02-26,0.040266284586532225,118.0,0.12284629195891186
CZCE.WH,CZCE.WH,2558.0,2020-05-19 00:00:00+08:00,2505.0,2020-09-14 00:00:00+08:00,2020-02-26,0.02093696861982272,118.0,0.06387549748420492
CZCE.ZC,CZCE.ZC,546.8,2020-05-12 00:00:00+08:00,545.8,2020-07-07 00:00:00+08:00,2020-02-26,0.0018304965755563663,56.0,0.011767477985719496
DCE.A,DCE.A,4153.0,2020-05-19 00:00:00+08:00,4091.0,2020-09-14 00:00:00+08:00,2020-02-26,0.015041525701355071,118.0,0.04588940044481208
DCE.B,DCE.B,3011.0,2020-05-19 00:00:00+08:00,3003.0,2020-04-15 00:00:00+08:00,2020-02-26,0.002660460498403464,34.0,0.028169581747801382
DCE.BB,DCE.BB,176.95,2020-03-13 00:00:00+08:00,171.8,2020-09-14 00:00:00+08:00,2020-02-26,0.029536197241317324,185.0,0.057475843280401284
DCE.C,DCE.C,1913.0,2020-05-19 00:00:00+08:00,1963.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.025801224836208208,118.0,-0.07871560119521148
DCE.CS,DCE.CS,2233.0,2020-05-19 00:00:00+08:00,2324.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.03994386613164402,118.0,-0.12186264243552412
DCE.EB,DCE.EB,6972.0,2020-05-26 00:00:00+08:00,7090.0,2020-09-25 00:00:00+08:00,2020-02-26,-0.016783212886261663,122.0,-0.04952423474634589
DCE.EG,DCE.EG,4459.0,2020-05-26 00:00:00+08:00,4548.0,2020-09-25 00:00:00+08:00,2020-02-26,-0.019763050242949977,122.0,-0.05831719743821305
DCE.FB,DCE.FB,1389.0,2020-05-19 00:00:00+08:00,1457.0,2020-09-14 00:00:00+08:00,2020-02-26,-0.04779546344086112,118.0,-0.14581666812466104
DCE.I,DCE.I,656.5,2020-05-19 00:00:00+08:00,631.0,2020-09-14 00:00:00+08:00,2020-02-26,0.039616831201637684,118.0,0.12086490875075903
DCE.J,DCE.J,1854.5,2020-05-19 00:00:00+08:00,1853.5,2020-09-14 00:00:00+08:00,2020-02-26,0.0005393743388585531,118.0,0.0016455488304159248
DCE.JD,DCE.JD,3523.0,2020-05-26 00:00:00+08:00,4370.0,2020-09-25 00:00:00+08:00,2020-02-26,-0.2154501097483982,122.0,-0.6357544222083882
