,underlying_symbol_y,settle_price_m,delisted_date_x,settle_price_sm,delisted_date_y,date,price_div_log,date_minus,factor
CZCE.SR,CZCE.SR,5588.0,2020-05-19 00:00:00+08:00,5613.0,2020-09-14 00:00:00+08:00,2020-01-02,-0.004463894565346917,118.0,-0.013618661385804155
CZCE.TA,CZCE.TA,4964.0,2020-05-19 00:00:00+08:00,4926.0,2020-03-13 00:00:00+08:00,2020-01-02,0.007684567644014502,67.0,0.04129021420664509
CZCE.UR,CZCE.UR,1723.0,2020-05-19 00:00:00+08:00,1702.0,2020-09-14 00:00:00+08:00,2020-01-02,0.012262927394610195,118.0,0.03741232086491246
CZCE.WH,CZCE.WH,2398.0,2020-01-15 00:00:00+08:00,2603.0,2020-03-13 00:00:00+08:00,2020-01-02,-0.08202956940710583,58.0,-0.509149051492381
CZCE.ZC,CZCE.ZC,557.4,2020-05-12 00:00:00+08:00,558.8,2020-03-06 00:00:00+08:00,2020-01-02,-0.0025085123349589235,67.0,-0.013478573740077798
DCE.A,DCE.A,3864.0,2020-05-19 00:00:00+08:00,3913.0,2020-09-14 00:00:00+08:00,2020-01-02,-0.01260142687800382,118.0,-0.038445031153231994
DCE.B,DCE.B,3285.0,2020-03-13 00:00:00+08:00,3300.0,2020-02-14 00:00:00+08:00,2020-01-02,-0.004555816535860691,28.0,-0.058574784032494595
DCE.BB,DCE.BB,165.6,2020-10-22 00:00:00+08:00,165.6,2020-09-14 00:00:00+08:00,2020-01-02,0.0,38.0,0.0
DCE.C,DCE.C,1915.0,2020-05-19 00:00:00+08:00,1863.0,2020-03-13 00:00:00+08:00,2020-01-02,0.02752953101315781,67.0,0.14791986813040017
DCE.CS,DCE.CS,2284.0,2020-05-19 00:00:00+08:00,2347.0,2020-09-14 00:00:00+08:00,2020-01-02,-0.02720962507512263,118.0,-0.08301241548342497
DCE.EB,DCE.EB,7295.0,2020-05-26 00:00:00+08:00,7295.0,2020-09-25 00:00:00+08:00,2020-01-02,0.0,122.0,0.0
DCE.EG,DCE.EG,4614.0,2020-05-26 00:00:00+08:00,4620.0,2020-09-25 00:00:00+08:00,2020-01-02,-0.0012995453420855034,122.0,-0.003834723960252305
DCE.FB,DCE.FB,1447.0,2020-05-19 00:00:00+08:00,1461.0,2020-01-15 00:00:00+08:00,2020-01-02,-0.009628685119215614,125.0,-0.027730613143340972
DCE.I,DCE.I,655.5,2020-05-19 00:00:00+08:00,607.0,2020-09-14 00:00:00+08:00,2020-01-02,0.07686951214425634,118.0,0.23451715569434137
DCE.J,DCE.J,1879.0,2020-05-19 00:00:00+08:00,1838.0,2020-09-14 00:00:00+08:00,2020-01-02,0.022061696497832888,118.0,0.06730687067135457
DCE.JD,DCE.JD,3600.0,2020-05-26 00:00:00+08:00,3138.0,2020-03-26 00:00:00+08:00,2020-01-02,0.1373481911512235,61.0,0.810579488761319
DCE.JM,DCE.JM,1173.0,2020-05-19 00:00:00+08:00,1148.5,2020-09-14 00:00:00+08:00,2020-01-02,0.02110782652432244,118.0,0.06439675888776338
DCE.L,DCE.L,7315.0,2020-05-19 00:00:00+08:00,7360.0,2020-09-14 00:00:00+08:00,2020-01-02,-0.006132898268697224,118.0,-0.018710537090940685
DCE.M,DCE.M,2774.0,2020-05-19 00:00:00+08:00,2870.0,2020-09-14 00:00:00+08:00,2020-01-02,-0.03402170787888991,118.0,-0.10379504098644379
DCE.P,DCE.P,6316.0,2020-05-19 00:00:00+08:00,6006.0,2020-09-14 00:00:00+08:00,2020-01-02,0.05032712683225705,118.0,0.15354038694586897
DCE.PP,DCE.PP,7576.0,2020-05-19 00:00:00+08:00,7579.0,2020-09-14 00:00:00+08:00,2020-01-02,-0.0003959089461149831,118.0,-0.001207857801706728
DCE.RR,DCE.RR,3364.0,2020-05-19 00:00:00+08:00,3379.0,2020-08-14 00:00:00+08:00,2020-01-02,-0.004449065621451304,87.0,-0.018409926709453673
