,roll_yield,near_by,deferred,date
SN,-0.01899070721955844,SN1709,SN1801,2017-06-06
PP,-0.015203723009012137,pp1709,pp1801,2017-06-06
CU,-0.010690423869618855,CU1707,CU1708,2017-06-06
WR,-0.0,WR1706,WR1707,2017-06-06
T,0.0018984838853411774,T1709,T1712,2017-06-06
TF,0.0032770099119095466,TF1709,TF1712,2017-06-06
A,0.003913894879994575,a1709,a1801,2017-06-06
CS,0.009146348548075778,cs1709,cs1801,2017-06-06
L,0.025402353297295482,l1709,l1801,2017-06-06
V,0.06747689303177332,v1709,v1801,2017-06-06
IF,0.06807295569968086,IF1706,IF1709,2017-06-06
IH,0.07989416135392666,IH1706,IH1709,2017-06-06
IC,0.08380330883635172,IC1706,IC1709,2017-06-06
HC,0.09924699338282189,HC1710,HC1801,2017-06-06
SM,0.1039474062395224,SM709,SM801,2017-06-06
I,0.10961737991163886,i1709,i1801,2017-06-06
JM,0.14265762074724614,jm1709,jm1801,2017-06-06
P,0.14654212213161583,p1709,p1801,2017-06-06
J,0.21539823541577346,j1709,j1801,2017-06-06
FG,0.23189556416720014,FG709,FG801,2017-06-06
RM,0.24949801530140253,RM709,RM801,2017-06-06
ZN,0.2753466881984439,ZN1707,ZN1708,2017-06-06
RB,0.28718789244643805,RB1710,RB1801,2017-06-06
B,0.4711485786738658,b1803,b1805,2017-06-06
FB,0.8515805472913671,fb1706,fb1709,2017-06-06
RU,-0.46415900965585044,RU1709,RU1801,2017-06-07
FU,-0.4298554300839309,FU1709,FU1711,2017-06-07
BB,-0.4066878837075608,bb1706,bb1804,2017-06-07
JD,-0.20293716594095956,jd1709,jd1801,2017-06-07
BU,-0.10685109461360001,BU1709,BU1712,2017-06-07
TA,-0.10343754280885652,TA709,TA801,2017-06-07
C,-0.09736431458233605,c1709,c1801,2017-06-07
Y,-0.08875776375998796,y1709,y1801,2017-06-07
OI,-0.07403035476607253,OI709,OI801,2017-06-07
SR,-0.06775132780275947,SR709,SR801,2017-06-07
NI,-0.06502240129460288,NI1709,NI1801,2017-06-07
ZC,-0.06138321561402073,ZC709,ZC801,2017-06-07
WH,-0.057035938465716,WH709,WH801,2017-06-07
AG,-0.05495786521955562,AG1706,AG1712,2017-06-07
AL,-0.05247821774667315,AL1707,AL1708,2017-06-07
M,-0.041379966397007306,m1709,m1801,2017-06-07
PB,-0.032722335077091935,PB1707,PB1708,2017-06-07
MA,-0.028399523614675418,MA709,MA801,2017-06-07
AU,-0.020340347158531842,AU1706,AU1712,2017-06-07
SN,-0.019204455156122666,SN1709,SN1801,2017-06-07
CF,-0.016534326178604872,CF709,CF801,2017-06-07
PP,-0.01439038216572545,pp1709,pp1801,2017-06-07
CU,-0.008024072515628379,CU1707,CU1708,2017-06-07
CS,-0.0015201419124344978,cs1709,cs1801,2017-06-07
WR,-0.0,WR1706,WR1707,2017-06-07
TF,0.002049075399555966,TF1709,TF1712,2017-06-07
T,0.0021071485500191206,T1709,T1712,2017-06-07
A,0.007026678553949853,a1709,a1801,2017-06-07
L,0.028919985795180285,l1709,l1801,2017-06-07
IF,0.060460298362500844,IF1706,IF1709,2017-06-07
IH,0.07593824026957652,IH1706,IH1709,2017-06-07
IC,0.08133203943852839,IC1706,IC1709,2017-06-07
V,0.08568302006932745,v1709,v1801,2017-06-07
SM,0.09717448737370621,SM709,SM801,2017-06-07
HC,0.11666635873744968,HC1710,HC1801,2017-06-07
I,0.1166911983320123,i1709,i1801,2017-06-07
P,0.12782998817920974,p1709,p1801,2017-06-07
JM,0.14714259391520865,jm1709,jm1801,2017-06-07
J,0.21606264865377747,j1709,j1801,2017-06-07
FG,0.22801854386806908,FG709,FG801,2017-06-07
RM,0.23574536110158495,RM709,RM801,2017-06-07
RB,0.27963864343402683,RB1710,RB1801,2017-06-07
B,0.3264746910432079,b1803,b1805,2017-06-07
ZN,0.33131380662593723,ZN1707,ZN1708,2017-06-07
FB,0.8515805472913671,fb1706,fb1709,2017-06-07
RU,-0.45674615032330257,RU1709,RU1801,2017-06-08
FU,-0.4298554300839309,FU1709,FU1711,2017-06-08
BB,-0.39201024954772684,bb1706,bb1804,2017-06-08
JD,-0.1727894310107297,jd1709,jd1801,2017-06-08
BU,-0.10747917807708832,BU1709,BU1712,2017-06-08
TA,-0.1001721725793005,TA709,TA801,2017-06-08
C,-0.09913788838510128,c1709,c1801,2017-06-08
Y,-0.08672317568607307,y1709,y1801,2017-06-08
OI,-0.07329197691162018,OI709,OI801,2017-06-08
NI,-0.06647124131586925,NI1709,NI1801,2017-06-08
SR,-0.06361295527865415,SR709,SR801,2017-06-08
ZC,-0.05823331655168633,ZC709,ZC801,2017-06-08
AG,-0.0555320623256287,AG1706,AG1712,2017-06-08
WH,-0.053583031888486676,WH709,WH801,2017-06-08
M,-0.03995619552084365,m1709,m1801,2017-06-08
AL,-0.03477003519166119,AL1707,AL1708,2017-06-08
PB,-0.028759750135196098,PB1707,PB1708,2017-06-08
MA,-0.02301801573498056,MA709,MA801,2017-06-08
AU,-0.017927881710710712,AU1706,AU1712,2017-06-08
SN,-0.017507520244891106,SN1709,SN1801,2017-06-08
CU,-0.013264066786530027,CU1707,CU1708,2017-06-08
CS,-0.007655018187696167,cs1709,cs1801,2017-06-08
PP,-0.005041040415767402,pp1709,pp1801,2017-06-08
CF,-0.0019126554680385355,CF709,CF801,2017-06-08
WR,-0.0,WR1706,WR1707,2017-06-08
TF,0.001230832360088834,TF1709,TF1712,2017-06-08
T,0.003585836188148158,T1709,T1712,2017-06-08
A,0.007804374848845349,a1709,a1801,2017-06-08
L,0.03895058949282873,l1709,l1801,2017-06-08
IF,0.06205537209584866,IF1706,IF1709,2017-06-08
IH,0.06900614508670955,IH1706,IH1709,2017-06-08
V,0.07759053176975805,v1709,v1801,2017-06-08
IC,0.08108569613154976,IC1706,IC1709,2017-06-08
SM,0.08235077266309762,SM709,SM801,2017-06-08
I,0.08633689365013021,i1709,i1801,2017-06-08
HC,0.11875978942866125,HC1710,HC1801,2017-06-08
P,0.1258095741474694,p1709,p1801,2017-06-08
JM,0.15241372690637822,jm1709,jm1801,2017-06-08
J,0.20863728103574009,j1709,j1801,2017-06-08
RM,0.23475659069924476,RM709,RM801,2017-06-08
FG,0.2401281230206091,FG709,FG801,2017-06-08
RB,0.2689503124269449,RB1710,RB1801,2017-06-08
B,0.3264746910432079,b1803,b1805,2017-06-08
ZN,0.32878769025737214,ZN1707,ZN1708,2017-06-08
FB,0.8515805472913671,fb1706,fb1709,2017-06-08
RU,-0.45023136220810944,RU1709,RU1801,2017-06-09
BB,-0.3747368605343946,bb1706,bb1804,2017-06-09
JD,-0.16721612978062342,jd1709,jd1801,2017-06-09
RS,-0.14399286316432808,RS707,RS709,2017-06-09
FU,-0.13935701657541177,FU1709,FU1711,2017-06-09
BU,-0.12163099273886119,BU1709,BU1712,2017-06-09
C,-0.10923109108752053,c1709,c1801,2017-06-09
TA,-0.0978081737475146,TA709,TA801,2017-06-09
Y,-0.08396452498911705,y1709,y1801,2017-06-09
NI,-0.06513145911270403,NI1709,NI1801,2017-06-09
ZC,-0.05932244344693084,ZC709,ZC801,2017-06-09
AG,-0.058405536136515196,AG1706,AG1712,2017-06-09
OI,-0.058143201987972515,OI709,OI801,2017-06-09
WH,-0.05467121686935496,WH709,WH801,2017-06-09
SR,-0.05253918786300653,SR709,SR801,2017-06-09
M,-0.03883908510019013,m1709,m1801,2017-06-09
MA,-0.02565214432371513,MA709,MA801,2017-06-09
AL,-0.022006241267225446,AL1707,AL1708,2017-06-09
PB,-0.017790959522674753,PB1707,PB1708,2017-06-09
AU,-0.014209651247489366,AU1706,AU1712,2017-06-09
SN,-0.010331387376157719,SN1709,SN1801,2017-06-09
CU,-0.007840575254430833,CU1707,CU1708,2017-06-09
CS,-0.004498876124297507,cs1709,cs1801,2017-06-09
WR,-0.0,WR1706,WR1707,2017-06-09
TF,0.0006149588758366049,TF1709,TF1712,2017-06-09
PP,0.0011660296836565605,pp1709,pp1801,2017-06-09
T,0.0014746543945818717,T1709,T1712,2017-06-09
CF,0.0028813832853733824,CF709,CF801,2017-06-09
A,0.029074443326768923,a1709,a1801,2017-06-09
L,0.04569905009665869,l1709,l1801,2017-06-09
SM,0.04625854581628934,SM709,SM801,2017-06-09
IF,0.05582847112996542,IF1706,IF1709,2017-06-09
IH,0.06737406634501679,IH1706,IH1709,2017-06-09
I,0.07168799888508938,i1709,i1801,2017-06-09
IC,0.07746720996340035,IC1706,IC1709,2017-06-09
V,0.07752369355166198,v1709,v1801,2017-06-09
P,0.11223990683605611,p1709,p1801,2017-06-09
JM,0.12562221741317664,jm1709,jm1801,2017-06-09
HC,0.1349780730435655,HC1710,HC1801,2017-06-09
J,0.19234554293230532,j1709,j1801,2017-06-09
RM,0.22263341284205196,RM709,RM801,2017-06-09
FG,0.23541484632448562,FG709,FG801,2017-06-09
RB,0.25170695731417836,RB1710,RB1801,2017-06-09
B,0.2797963787514617,b1803,b1805,2017-06-09
ZN,0.41412363225184445,ZN1707,ZN1708,2017-06-09
FB,0.8515805472913671,fb1706,fb1709,2017-06-09
RU,-0.43954144871073964,RU1709,RU1801,2017-06-12
BB,-0.35377349986929174,bb1706,bb1804,2017-06-12
FU,-0.13935701657541177,FU1709,FU1711,2017-06-12
JD,-0.1322354668708315,jd1709,jd1801,2017-06-12
BU,-0.12453677322291921,BU1709,BU1712,2017-06-12
C,-0.11684127115848039,c1709,c1801,2017-06-12
TA,-0.10261586708413824,TA709,TA801,2017-06-12
Y,-0.07787391566431713,y1709,y1801,2017-06-12
AL,-0.06565765057620969,AL1707,AL1708,2017-06-12
NI,-0.0650715027718192,NI1709,NI1801,2017-06-12
ZC,-0.06262389077254604,ZC709,ZC801,2017-06-12
SR,-0.06164600468216328,SR709,SR801,2017-06-12
OI,-0.05554842522259621,OI709,OI801,2017-06-12
AG,-0.05541350345787857,AG1706,AG1712,2017-06-12
WH,-0.05469198186925524,WH709,WH801,2017-06-12
M,-0.04007480741573754,m1709,m1801,2017-06-12
CU,-0.02850049920091591,CU1707,CU1708,2017-06-12
MA,-0.02813319849940049,MA709,MA801,2017-06-12
CS,-0.023845132988854455,cs1709,cs1801,2017-06-12
SN,-0.021234189354786524,SN1709,SN1801,2017-06-12
AU,-0.016434533347511104,AU1706,AU1712,2017-06-12
CF,-0.013685263223716465,CF709,CF801,2017-06-12
PB,-0.0070278186488960045,PB1707,PB1708,2017-06-12
WR,-0.0,WR1706,WR1707,2017-06-12
TF,0.00040897704651998777,TF1709,TF1712,2017-06-12
PP,0.0026503440860531345,pp1709,pp1801,2017-06-12
T,0.0027280120670228553,T1709,T1712,2017-06-12
A,0.03567404465401469,a1709,a1801,2017-06-12
SM,0.05053569448858682,SM709,SM801,2017-06-12
L,0.06305541860786282,l1709,l1801,2017-06-12
I,0.07701706516238051,i1709,i1801,2017-06-12
IC,0.08598958517750221,IC1706,IC1707,2017-06-12
V,0.09285559307750067,v1709,v1801,2017-06-12
IF,0.09657592155378418,IF1706,IF1707,2017-06-12
JM,0.12680175876891342,jm1709,jm1801,2017-06-12
P,0.13859277299657297,p1709,p1801,2017-06-12
IH,0.14242348419060388,IH1706,IH1707,2017-06-12
HC,0.1644157143593082,HC1710,HC1801,2017-06-12
B,0.16557739380596306,b1803,b1805,2017-06-12
J,0.19733431604094592,j1709,j1801,2017-06-12
RM,0.20410367413541974,RM709,RM801,2017-06-12
FG,0.22567026371276255,FG709,FG801,2017-06-12
RB,0.2573628670617986,RB1710,RB1801,2017-06-12
ZN,0.407846373339026,ZN1707,ZN1708,2017-06-12
FB,0.8515805472913671,fb1706,fb1709,2017-06-12
RU,-0.4532231382197381,RU1709,RU1801,2017-06-13
BB,-0.38196434674722224,bb1706,bb1804,2017-06-13
JD,-0.17129636130990683,jd1709,jd1801,2017-06-13
FU,-0.13935701657541177,FU1709,FU1711,2017-06-13
BU,-0.1323837413425714,BU1709,BU1712,2017-06-13
C,-0.12332916871993574,c1709,c1801,2017-06-13
TA,-0.09478309625465155,TA709,TA801,2017-06-13
Y,-0.07739736801072417,y1709,y1801,2017-06-13
WH,-0.06857441422815055,WH709,WH801,2017-06-13
SR,-0.06514670073044933,SR709,SR801,2017-06-13
NI,-0.06342730972142749,NI1709,NI1801,2017-06-13
OI,-0.05687374123384262,OI709,OI801,2017-06-13
AG,-0.05472915862864611,AG1706,AG1712,2017-06-13
ZC,-0.05180745487961774,ZC709,ZC801,2017-06-13
AL,-0.043859697948969975,AL1707,AL1708,2017-06-13
M,-0.04028408161221754,m1709,m1801,2017-06-13
CS,-0.03911790629336163,cs1709,cs1801,2017-06-13
MA,-0.031209644282658263,MA709,MA801,2017-06-13
CU,-0.018342617393882658,CU1707,CU1708,2017-06-13
SN,-0.012193878522092111,SN1709,SN1801,2017-06-13
AU,-0.011056648757110795,AU1706,AU1712,2017-06-13
CF,-0.010839230053992418,CF709,CF801,2017-06-13
PP,-0.007405005383594827,pp1709,pp1801,2017-06-13
WR,-0.0,WR1706,WR1707,2017-06-13
TF,0.0022494313110382382,TF1709,TF1712,2017-06-13
T,0.004613126952912714,T1709,T1712,2017-06-13
PB,0.01784386945893907,PB1707,PB1708,2017-06-13
SF,0.02070142218018859,SF709,SF802,2017-06-13
A,0.02815493080998885,a1709,a1801,2017-06-13
I,0.050603609437216555,i1709,i1801,2017-06-13
SM,0.05203861455847124,SM709,SM801,2017-06-13
L,0.0525288766094346,l1709,l1801,2017-06-13
V,0.07088937428939059,v1709,v1801,2017-06-13
IC,0.08533477141963855,IC1706,IC1707,2017-06-13
IF,0.09432421817465211,IF1706,IF1707,2017-06-13
JM,0.11050088221173238,jm1709,jm1801,2017-06-13
IH,0.12123258981328877,IH1706,IH1707,2017-06-13
P,0.12987015116616085,p1709,p1801,2017-06-13
HC,0.13257892663803914,HC1710,HC1801,2017-06-13
J,0.188538066634765,j1709,j1801,2017-06-13
RM,0.20398917368888617,RM709,RM801,2017-06-13
B,0.21321123177663154,b1803,b1805,2017-06-13
FG,0.22692867561541663,FG709,FG801,2017-06-13
RB,0.23144053232325074,RB1710,RB1801,2017-06-13
ZN,0.36223784282576893,ZN1707,ZN1708,2017-06-13
FB,0.8515805472913671,fb1706,fb1709,2017-06-13
FB,-1.7010709416173764,fb1706,fb1709,2017-06-14
RU,-0.4454604898111074,RU1709,RU1801,2017-06-14
BB,-0.38196434674722224,bb1706,bb1804,2017-06-14
JD,-0.17062500919190188,jd1709,jd1801,2017-06-14
BU,-0.12527473302970904,BU1709,BU1712,2017-06-14
C,-0.11368308607402458,c1709,c1801,2017-06-14
TA,-0.09443879075818679,TA709,TA801,2017-06-14
Y,-0.08319775660198275,y1709,y1801,2017-06-14
FU,-0.07435110652147586,FU1709,FU1804,2017-06-14
OI,-0.07063581683443201,OI709,OI801,2017-06-14
WH,-0.06849612612793707,WH709,WH801,2017-06-14
NI,-0.06487615977132119,NI1709,NI1801,2017-06-14
SR,-0.06153370899684234,SR709,SR801,2017-06-14
AG,-0.05753992851506756,AG1706,AG1712,2017-06-14
AL,-0.04834285974115961,AL1707,AL1708,2017-06-14
ZC,-0.04414936020280274,ZC709,ZC801,2017-06-14
M,-0.038925476589400376,m1709,m1801,2017-06-14
MA,-0.024250291586235224,MA709,MA801,2017-06-14
CS,-0.02400012800122911,cs1709,cs1801,2017-06-14
CF,-0.012730556071224673,CF709,CF801,2017-06-14
PP,-0.010861144524194094,pp1709,pp1801,2017-06-14
CU,-0.010448411630927051,CU1707,CU1708,2017-06-14
SN,-0.006965788829237847,SN1709,SN1801,2017-06-14
WR,-0.0,WR1706,WR1707,2017-06-14
AU,0.0007098491645060357,AU1706,AU1712,2017-06-14
TF,0.0008169100406211272,TF1709,TF1712,2017-06-14
T,0.0031417726448280205,T1709,T1712,2017-06-14
A,0.026755177972784865,a1709,a1801,2017-06-14
L,0.03890666315284376,l1709,l1801,2017-06-14
I,0.056076399036457565,i1709,i1801,2017-06-14
SF,0.057791271620799334,SF709,SF802,2017-06-14
SM,0.06105847979207806,SM709,SM801,2017-06-14
IC,0.07639347423063264,IC1706,IC1707,2017-06-14
V,0.0891785407956022,v1709,v1801,2017-06-14
JM,0.09436199401885978,jm1709,jm1801,2017-06-14
IF,0.09550931601082371,IF1706,IF1707,2017-06-14
PB,0.11007622679949355,PB1707,PB1708,2017-06-14
IH,0.11498260932673933,IH1706,IH1707,2017-06-14
P,0.12146462456427141,p1709,p1801,2017-06-14
HC,0.15022173533688027,HC1710,HC1801,2017-06-14
J,0.17816939903910115,j1709,j1801,2017-06-14
FG,0.1841354562085037,FG709,FG801,2017-06-14
B,0.1985143475145929,b1803,b1805,2017-06-14
RM,0.20908112800618445,RM709,RM801,2017-06-14
ZN,0.28183540630479953,ZN1707,ZN1708,2017-06-14
RB,0.29463642213752056,RB1710,RB1801,2017-06-14
RS,0.3148144408593748,RS707,RS709,2017-06-14
BB,-0.558922140562317,bb1707,bb1804,2017-06-15
RU,-0.4532626474284729,RU1709,RU1801,2017-06-15
BU,-0.13386062517818678,BU1709,BU1712,2017-06-15
C,-0.12260900756498808,c1709,c1801,2017-06-15
JD,-0.11509965328586513,jd1709,jd1801,2017-06-15
RS,-0.11006028951708749,RS707,RS708,2017-06-15
FU,-0.1073442024514889,FU1709,FU1804,2017-06-15
TA,-0.09752992181868142,TA709,TA801,2017-06-15
Y,-0.08408451816300863,y1709,y1801,2017-06-15
WH,-0.0743603369473675,WH709,WH801,2017-06-15
OI,-0.06663812227610477,OI709,OI801,2017-06-15
AL,-0.06658052959761442,AL1707,AL1708,2017-06-15
SR,-0.060762710270262504,SR709,SR801,2017-06-15
NI,-0.058765810134569926,NI1709,NI1801,2017-06-15
AG,-0.053162608453940205,AG1706,AG1712,2017-06-15
M,-0.041379966397007306,m1709,m1801,2017-06-15
MA,-0.036395593705562154,MA709,MA801,2017-06-15
ZC,-0.034902561844022476,ZC709,ZC801,2017-06-15
CS,-0.02095816907051025,cs1709,cs1801,2017-06-15
PP,-0.016468476854314545,pp1709,pp1801,2017-06-15
CU,-0.013165113772477192,CU1707,CU1708,2017-06-15
SN,-0.008896251476311321,SN1709,SN1801,2017-06-15
CF,-0.008891822745307027,CF709,CF801,2017-06-15
WR,-0.0,WR1706,WR1707,2017-06-15
TF,0.0010213722191184994,TF1709,TF1712,2017-06-15
T,0.0046133687944849115,T1709,T1712,2017-06-15
AU,0.008201847992754236,AU1706,AU1712,2017-06-15
A,0.028934234441397064,a1709,a1801,2017-06-15
IF,0.03192683831354218,IF1707,IF1709,2017-06-15
IH,0.03899483101735657,IH1707,IH1709,2017-06-15
L,0.041026280399026484,l1709,l1801,2017-06-15
I,0.042857871742429623,i1709,i1801,2017-06-15
SF,0.05401578338351967,SF709,SF802,2017-06-15
SM,0.056312332987172364,SM709,SM801,2017-06-15
IC,0.07307659368248837,IC1707,IC1709,2017-06-15
JM,0.0832732175381096,jm1709,jm1801,2017-06-15
V,0.08786157681536658,v1709,v1801,2017-06-15
