,roll_yield,near_by,deferred,date
FU,-0.23216767931957297,FU1404,FU1408,2014-01-02
FG,-0.2102555126566814,FG405,FG409,2014-01-02
JD,-0.20984516903033434,jd1405,jd1409,2014-01-02
RI,-0.12773548069184656,RI401,RI405,2014-01-02
WR,-0.11954063497561676,WR1404,WR1409,2014-01-02
BU,-0.11927547641725246,BU1402,BU1406,2014-01-02
JM,-0.11488885523184098,jm1405,jm1409,2014-01-02
J,-0.10342355726853451,j1405,j1409,2014-01-02
AG,-0.06232617622197114,AG1401,AG1406,2014-01-02
V,-0.05820904382331047,v1405,v1409,2014-01-02
RB,-0.05420224861933569,RB1405,RB1410,2014-01-02
RU,-0.050848674941319616,RU1405,RU1409,2014-01-02
FB,-0.047177526916392286,fb1405,fb1409,2014-01-02
BB,-0.0453162321274653,bb1405,bb1409,2014-01-02
IF,-0.04409522495832979,IF1401,IF1403,2014-01-02
AU,-0.04009580727264478,AU1401,AU1406,2014-01-02
SR,-0.031159399352127682,SR405,SR409,2014-01-02
P,-0.027202258913828898,p1405,p1409,2014-01-02
TF,-0.024272131053373808,TF1403,TF1406,2014-01-02
C,-0.02169760575003711,c1405,c1409,2014-01-02
Y,-0.021592147333866225,y1405,y1409,2014-01-02
ZN,-0.01959184108662374,ZN1403,ZN1404,2014-01-02
OI,-0.017774068073098302,OI405,OI409,2014-01-02
PB,-0.012554491118971407,PB1401,PB1402,2014-01-02
ME,-0.008219183223360807,ME405,ME409,2014-01-02
TC,-0.0,TC405,TC409,2014-01-02
CU,-0.0,CU1403,CU1404,2014-01-02
AL,0.012813669129961644,AL1403,AL1404,2014-01-02
JR,0.015645407037324477,JR405,JR409,2014-01-02
I,0.060135643803696105,i1405,i1409,2014-01-02
TA,0.07554209879969202,TA401,TA405,2014-01-02
L,0.07668149093860531,l1405,l1409,2014-01-02
WH,0.07992060432766603,WH401,WH405,2014-01-02
A,0.08688328121763184,a1405,a1409,2014-01-02
M,0.13726090258471285,m1405,m1409,2014-01-02
RM,0.16820286605207702,RM405,RM409,2014-01-02
B,0.2287859545008911,b1403,b1407,2014-01-02
CF,0.27259753778044127,CF405,CF411,2014-01-02
JD,-0.2092193714429076,jd1405,jd1409,2014-01-03
FG,-0.20090242635892336,FG405,FG409,2014-01-03
FU,-0.13075504689598652,FU1404,FU1411,2014-01-03
RI,-0.11808322164174094,RI401,RI405,2014-01-03
J,-0.11150629735175874,j1405,j1409,2014-01-03
BU,-0.11150629735175874,BU1402,BU1406,2014-01-03
JM,-0.11051523404697305,jm1405,jm1409,2014-01-03
WR,-0.07409629290913877,WR1404,WR1409,2014-01-03
RB,-0.0642178780069184,RB1405,RB1410,2014-01-03
AG,-0.06349576688839312,AG1401,AG1406,2014-01-03
BB,-0.05339946810362725,bb1405,bb1409,2014-01-03
V,-0.04897116123512592,v1405,v1409,2014-01-03
FB,-0.04707657228325405,fb1405,fb1409,2014-01-03
AU,-0.04324441320642808,AU1401,AU1406,2014-01-03
RU,-0.043093263141107195,RU1405,RU1409,2014-01-03
IF,-0.04206898861918561,IF1401,IF1403,2014-01-03
SR,-0.034450738750238415,SR405,SR409,2014-01-03
C,-0.030703892744103647,c1405,c1409,2014-01-03
P,-0.029518112856013395,p1405,p1409,2014-01-03
TF,-0.024457962777080546,TF1403,TF1406,2014-01-03
Y,-0.02278048329356434,y1405,y1409,2014-01-03
OI,-0.017123334159122153,OI405,OI409,2014-01-03
ME,-0.016597552709177094,ME405,ME409,2014-01-03
ZN,-0.01586252709499017,ZN1403,ZN1404,2014-01-03
JR,0.006843737691753145,JR405,JR409,2014-01-03
PB,0.008447730021531992,PB1401,PB1402,2014-01-03
CU,0.009248555371097283,CU1403,CU1404,2014-01-03
AL,0.012854848577986303,AL1403,AL1404,2014-01-03
TC,0.02049998985729832,TC405,TC409,2014-01-03
WH,0.058887274511961296,WH401,WH405,2014-01-03
I,0.07067068237933254,i1405,i1409,2014-01-03
L,0.07685690235150651,l1405,l1409,2014-01-03
TA,0.08197231282366253,TA401,TA405,2014-01-03
A,0.09554947766129751,a1405,a1409,2014-01-03
M,0.14452863741790886,m1405,m1409,2014-01-03
RM,0.16791703989651147,RM405,RM409,2014-01-03
B,0.20521442740619136,b1403,b1407,2014-01-03
CF,0.2699478812719092,CF405,CF411,2014-01-03
JD,-0.22634281675263407,jd1405,jd1409,2014-01-06
FG,-0.2077753214101655,FG405,FG409,2014-01-06
J,-0.13464462004240133,j1405,j1409,2014-01-06
JM,-0.12514227423742474,jm1405,jm1409,2014-01-06
FU,-0.12465060240775874,FU1404,FU1411,2014-01-06
RI,-0.11545048781766379,RI401,RI405,2014-01-06
BU,-0.10189139057844135,BU1402,BU1406,2014-01-06
RB,-0.06533306470106606,RB1405,RB1410,2014-01-06
FB,-0.0644708027071728,fb1405,fb1409,2014-01-06
AG,-0.061437790987979704,AG1401,AG1406,2014-01-06
RU,-0.05942493708198771,RU1405,RU1409,2014-01-06
V,-0.04893312369448784,v1405,v1409,2014-01-06
P,-0.04187505675212057,p1405,p1409,2014-01-06
IF,-0.03524082392293686,IF1401,IF1403,2014-01-06
Y,-0.03208586735024385,y1405,y1409,2014-01-06
SR,-0.03206529030119809,SR405,SR409,2014-01-06
BB,-0.028530295654566967,bb1405,bb1409,2014-01-06
TF,-0.025526793513459524,TF1403,TF1406,2014-01-06
AU,-0.024916254323928022,AU1401,AU1406,2014-01-06
C,-0.0216791591658288,c1405,c1409,2014-01-06
OI,-0.02085755794464499,OI405,OI409,2014-01-06
ZN,-0.011994003997001079,ZN1403,ZN1404,2014-01-06
PB,-0.004254564838043654,PB1401,PB1402,2014-01-06
ME,0.005180453713477659,ME405,ME409,2014-01-06
JR,0.01075445179729785,JR405,JR409,2014-01-06
CU,0.011595324121839626,CU1403,CU1404,2014-01-06
AL,0.01293800664414534,AL1403,AL1404,2014-01-06
TC,0.01747365697181027,TC405,TC409,2014-01-06
WR,0.02218337364334887,WR1403,WR1409,2014-01-06
WH,0.043166212356299014,WH401,WH405,2014-01-06
PM,0.057111301257684856,PM401,PM409,2014-01-06
I,0.06795307511069043,i1405,i1409,2014-01-06
TA,0.0803582490756183,TA401,TA405,2014-01-06
L,0.0811789957322054,l1405,l1409,2014-01-06
A,0.11275948098632022,a1405,a1409,2014-01-06
M,0.15751891099607995,m1405,m1409,2014-01-06
B,0.20068270449009068,b1403,b1407,2014-01-06
RM,0.20125887964910977,RM405,RM409,2014-01-06
CF,0.32418375777157604,CF405,CF411,2014-01-06
JD,-0.25079676115027044,jd1405,jd1409,2014-01-07
FG,-0.19013009841831932,FG405,FG409,2014-01-07
J,-0.15536782027467128,j1405,j1409,2014-01-07
JM,-0.12090088129198709,jm1405,jm1409,2014-01-07
BU,-0.11363945235485517,BU1402,BU1406,2014-01-07
FU,-0.10411998918481753,FU1404,FU1411,2014-01-07
RI,-0.08758762689848318,RI401,RI405,2014-01-07
RB,-0.07164711155923471,RB1405,RB1410,2014-01-07
AG,-0.059691595521396495,AG1401,AG1406,2014-01-07
FB,-0.05777956378376851,fb1405,fb1409,2014-01-07
BB,-0.0527944870912591,bb1405,bb1409,2014-01-07
RU,-0.04954403369709477,RU1405,RU1409,2014-01-07
V,-0.04702290628032987,v1405,v1409,2014-01-07
P,-0.038165898076946446,p1405,p1409,2014-01-07
Y,-0.036079809497399126,y1405,y1409,2014-01-07
IF,-0.032613134428078845,IF1401,IF1403,2014-01-07
PB,-0.03171813553888815,PB1402,PB1404,2014-01-07
AU,-0.0288423880642366,AU1401,AU1406,2014-01-07
SR,-0.027810913838108197,SR405,SR409,2014-01-07
