,roll_yield,near_by,deferred,date
JD,-0.8943039424536874,jd2003,jd2005,2020-01-02
WH,-0.4921774164426354,WH001,WH003,2020-01-02
CY,-0.327781614985525,CY001,CY005,2020-01-02
C,-0.16813154019280582,c2003,c2005,2020-01-02
M,-0.10112719057541604,m2005,m2009,2020-01-02
SA,-0.09985793290040028,SA005,SA009,2020-01-02
SP,-0.09789228299464922,SP2001,SP2005,2020-01-02
NR,-0.09022598896832783,NR2003,NR2004,2020-01-02
CF,-0.08570499975521328,CF005,CF009,2020-01-02
CS,-0.08010811882160115,cs2005,cs2009,2020-01-02
BB,-0.07571003031917707,bb2001,bb2002,2020-01-02
RM,-0.054930212480655286,RM005,RM009,2020-01-02
FU,-0.049529994646287503,FU2005,FU2006,2020-01-02
TA,-0.0487015660894588,TA003,TA005,2020-01-02
NI,-0.04428248578575692,NI2002,NI2003,2020-01-02
RU,-0.043032333093059115,RU2005,RU2009,2020-01-02
AG,-0.03932446785821797,AG2002,AG2006,2020-01-02
A,-0.03860063547383302,a2005,a2009,2020-01-02
CU,-0.029214865312575906,CU2002,CU2003,2020-01-02
PB,-0.028136003511048654,PB2002,PB2003,2020-01-02
AU,-0.027442514187785587,AU2004,AU2006,2020-01-02
IF,-0.02676455981362483,IF2001,IF2003,2020-01-02
L,-0.02044997693729316,l2005,l2009,2020-01-02
RR,-0.02019306441422013,rr2005,rr2008,2020-01-02
IH,-0.016637121735121798,IH2001,IH2003,2020-01-02
MA,-0.014983005037126934,MA005,MA009,2020-01-02
SR,-0.011813152905116935,SR005,SR009,2020-01-02
PP,-0.011083268972332232,pp2005,pp2009,2020-01-02
EG,-0.0038843337321263155,eg2005,eg2009,2020-01-02
CJ,-0.0013720558208522337,CJ005,CJ009,2020-01-02
EB,0.004117486235157557,eb2005,eb2009,2020-01-02
TS,0.007179898218149438,TS2003,TS2006,2020-01-02
FB,0.00719301594809162,fb2001,fb2005,2020-01-02
ZC,0.012921756609588367,ZC003,ZC005,2020-01-02
TF,0.013642304326375577,TF2003,TF2006,2020-01-02
ZN,0.01679026438747605,ZN2002,ZN2003,2020-01-02
