,roll_yield,near_by,deferred,date
CJ,-0.44357538205861385,CJ309,CJ401,2023-06-01
LH,-0.3410879966053667,lh2307,lh2309,2023-06-01
FB,-0.3228224714939357,fb2306,fb2309,2023-06-01
RU,-0.3157017761013976,RU2309,RU2401,2023-06-01
RR,-0.08223904260683515,rr2308,rr2309,2023-06-01
EG,-0.07465496269682624,eg2308,eg2309,2023-06-01
SI,-0.03693731273491722,SI2308,SI2309,2023-06-01
V,-0.03119856164150059,v2308,v2309,2023-06-01
AG,-0.016342876806714174,AG2308,AG2312,2023-06-01
CY,-0.016027391470651173,CY309,CY401,2023-06-01
CF,-0.013688236675254711,CF309,CF401,2023-06-01
B,-0.012522829208491824,b2307,b2308,2023-06-01
AU,-0.011430853460741887,AU2308,AU2310,2023-06-01
PB,-0.007923407352906116,PB2307,PB2308,2023-06-01
NR,-0.006330783581284519,NR2308,NR2309,2023-06-01
SN,-0.005161413733422536,SN2307,SN2308,2023-06-01
RS,-0.0021097046630864555,RS309,RS311,2023-06-01
BB,-0.0,bb2306,bb2307,2023-06-01
TS,0.0005925487011802234,TS2306,TS2309,2023-06-01
SC,0.004744958543436429,SC2307,SC2308,2023-06-01
TF,0.010013503818241808,TF2309,TF2312,2023-06-01
OI,0.014995075216838297,OI309,OI311,2023-06-01
T,0.015178787649648598,T2309,T2312,2023-06-01
TL,0.01732318649011258,TL2309,TL2312,2023-06-01
IF,0.018155939758350878,IF2306,IF2309,2023-06-01
IC,0.02601462532560294,IC2306,IC2309,2023-06-01
PP,0.027483550519219645,pp2308,pp2309,2023-06-01
BC,0.02887591630554863,BC2308,BC2309,2023-06-01
IM,0.02946448716627727,IM2306,IM2309,2023-06-01
CU,0.036574243491039854,CU2307,CU2308,2023-06-01
AP,0.03658067978959794,AP310,AP401,2023-06-01
IH,0.039743450670009776,IH2306,IH2309,2023-06-01
RB,0.044074071300095385,RB2310,RB2311,2023-06-01
JM,0.05167361880450533,jm2309,jm2401,2023-06-01
MA,0.05241454584092866,MA308,MA309,2023-06-01
CS,0.05726014828139848,cs2307,cs2309,2023-06-01
J,0.05736608902354645,j2309,j2401,2023-06-01
L,0.07096048444871149,l2308,l2309,2023-06-01
C,0.08662764461047807,c2307,c2309,2023-06-01
