,roll_yield,near_by,deferred,date
SR,-0.0334591649434021,SR209,SR211,2022-06-06
PB,-0.024064179187342404,PB2207,PB2208,2022-06-06
AG,-0.020592904571697768,AG2208,AG2212,2022-06-06
PK,-0.020073387041023693,PK210,PK301,2022-06-06
SM,-0.0197530908800255,SM208,SM209,2022-06-06
AU,-0.008881313092240462,AU2208,AU2212,2022-06-06
PF,-0.0055529848283838714,PF208,PF209,2022-06-06
PP,-0.001344462496505108,pp2208,pp2209,2022-06-06
BB,-0.0,bb2206,bb2207,2022-06-06
NR,-0.0,NR2208,NR2209,2022-06-06
TS,0.0035682428771254635,TS2209,TS2212,2022-06-06
AL,0.008592911215729011,AL2207,AL2208,2022-06-06
TF,0.010281257204928979,TF2209,TF2212,2022-06-06
ZN,0.013495783990442139,ZN2207,ZN2208,2022-06-06
T,0.014587981097956204,T2209,T2212,2022-06-06
SP,0.023252602431342518,SP2209,SP2210,2022-06-06
SF,0.028022515653379133,SF208,SF209,2022-06-06
L,0.02922295001873742,l2208,l2209,2022-06-06
PG,0.030275013956219655,pg2207,pg2208,2022-06-06
CU,0.03803489713534881,CU2207,CU2208,2022-06-06
CY,0.0383824614729507,CY209,CY301,2022-06-06
BC,0.038772246977357046,BC2208,BC2209,2022-06-06
TA,0.05044143618752307,TA208,TA209,2022-06-06
SC,0.05611607527357145,SC2207,SC2208,2022-06-06
CF,0.05786529545134858,CF209,CF301,2022-06-06
RB,0.0593860324679779,RB2210,RB2301,2022-06-06
OI,0.060766513269699673,OI209,OI211,2022-06-06
IF,0.06087983119410609,IF2206,IF2209,2022-06-06
HC,0.06408126231872385,HC2210,HC2301,2022-06-06
IH,0.06506072568279911,IH2206,IH2209,2022-06-06
A,0.06831923705902734,a2207,a2209,2022-06-06
IC,0.09052924630742779,IC2206,IC2209,2022-06-06
FU,0.10100034700643616,FU2209,FU2301,2022-06-06
EB,0.1028358923567016,eb2207,eb2208,2022-06-06
Y,0.11715823419284921,y2209,y2301,2022-06-06
B,0.12491320399197345,b2207,b2209,2022-06-06
V,0.1258274578551617,v2208,v2209,2022-06-06
BU,0.13931543802753688,BU2209,BU2212,2022-06-06
SN,0.1421624286237719,SN2207,SN2208,2022-06-06
WR,0.15263483301122832,WR2210,WR2303,2022-06-06
SS,0.15340886204439952,SS2207,SS2208,2022-06-06
J,0.1535355305451937,j2209,j2301,2022-06-06
SA,0.15528580367576836,SA209,SA301,2022-06-06
UR,0.15628533565020578,UR209,UR301,2022-06-06
FB,0.1824135144394878,fb2206,fb2209,2022-06-06
JM,0.18944600054555075,jm2209,jm2301,2022-06-06
M,0.19583539075352813,m2209,m2301,2022-06-06
I,0.20987576582073103,i2209,i2301,2022-06-06
P,0.22209468426157125,p2209,p2301,2022-06-06
NI,0.22590338967142132,NI2207,NI2208,2022-06-06
LU,0.509886981278765,LU2208,LU2209,2022-06-06
RM,0.5621072681761505,RM209,RM301,2022-06-06
SC_TAS,,SC_TAS2207,SC_TAS2208,2022-06-06
CS,-0.2612733299237737,cs2207,cs2209,2022-06-07
RU,-0.24964459564856054,RU2209,RU2301,2022-06-07
CJ,-0.23506756380977262,CJ209,CJ301,2022-06-07
LH,-0.2031784016403639,lh2209,lh2301,2022-06-07
RR,-0.12096159344878961,rr2207,rr2208,2022-06-07
MA,-0.11275531018844243,MA208,MA209,2022-06-07
C,-0.09868988900341646,c2207,c2209,2022-06-07
EG,-0.08803449813351394,eg2208,eg2209,2022-06-07
AP,-0.0625671417415646,AP210,AP301,2022-06-07
FG,-0.047168225657932036,FG209,FG301,2022-06-07
NR,-0.036545601446189846,NR2208,NR2209,2022-06-07
SR,-0.030469391386786268,SR209,SR211,2022-06-07
PK,-0.02189643786536756,PK210,PK301,2022-06-07
AG,-0.0188996845159315,AG2208,AG2212,2022-06-07
PF,-0.013641015450953092,PF208,PF209,2022-06-07
AU,-0.009832354698218127,AU2208,AU2212,2022-06-07
SM,-0.00839258689064174,SM208,SM209,2022-06-07
PP,-0.0067321179886297424,pp2208,pp2209,2022-06-07
PB,-0.003967597986219518,PB2207,PB2208,2022-06-07
BB,-0.0,bb2206,bb2207,2022-06-07
TS,0.003962750472710412,TS2209,TS2212,2022-06-07
ZN,0.006890611731109289,ZN2207,ZN2208,2022-06-07
TF,0.010865545636605413,TF2209,TF2212,2022-06-07
BC,0.012934022346924319,BC2208,BC2209,2022-06-07
T,0.014164250106441432,T2209,T2212,2022-06-07
AL,0.014480513401891265,AL2207,AL2208,2022-06-07
L,0.015899306731331185,l2208,l2209,2022-06-07
SP,0.016604402815312183,SP2209,SP2210,2022-06-07
CY,0.02990151693704981,CY209,CY301,2022-06-07
CU,0.031506962064497254,CU2207,CU2208,2022-06-07
SF,0.03768452798691993,SF208,SF209,2022-06-07
ZC,0.04381580402890297,ZC207,ZC209,2022-06-07
SC,0.04624897744225634,SC2207,SC2208,2022-06-07
PG,0.04627384391115813,pg2207,pg2208,2022-06-07
CF,0.050697031505552895,CF209,CF301,2022-06-07
FU,0.056325765230857486,FU2209,FU2301,2022-06-07
IF,0.06095725830371712,IF2206,IF2209,2022-06-07
RB,0.0615002505656366,RB2210,RB2301,2022-06-07
IH,0.06341891047379865,IH2206,IH2209,2022-06-07
OI,0.06659429997593921,OI209,OI211,2022-06-07
HC,0.06877921605549073,HC2210,HC2301,2022-06-07
EB,0.07270079148851201,eb2207,eb2208,2022-06-07
A,0.07807966237746487,a2207,a2209,2022-06-07
IC,0.09360462681187709,IC2206,IC2209,2022-06-07
SA,0.09650973170898036,SA209,SA301,2022-06-07
Y,0.11416359678929636,y2209,y2301,2022-06-07
B,0.11983907309657205,b2207,b2209,2022-06-07
SN,0.131334055865926,SN2207,SN2208,2022-06-07
SS,0.1405819102355415,SS2207,SS2208,2022-06-07
BU,0.14104702079998985,BU2209,BU2212,2022-06-07
V,0.1434688310417861,v2208,v2209,2022-06-07
J,0.14373253644739997,j2209,j2301,2022-06-07
WR,0.14529818228452307,WR2210,WR2303,2022-06-07
UR,0.14702735121050842,UR209,UR301,2022-06-07
FB,0.1615646213715275,fb2206,fb2209,2022-06-07
M,0.19463441212347432,m2209,m2301,2022-06-07
JM,0.19470100393249407,jm2209,jm2301,2022-06-07
I,0.2090564166909761,i2209,i2301,2022-06-07
P,0.222703495129351,p2209,p2301,2022-06-07
NI,0.23295271315890825,NI2207,NI2208,2022-06-07
TA,0.23871754954684282,TA208,TA209,2022-06-07
RM,0.539914138347003,RM209,RM301,2022-06-07
LU,0.5853889182847796,LU2208,LU2209,2022-06-07
JD,0.7635784798634361,jd2208,jd2209,2022-06-07
SC_TAS,,SC_TAS2207,SC_TAS2208,2022-06-07
CS,-0.29067609044798276,cs2207,cs2209,2022-06-08
RU,-0.24204044597818505,RU2209,RU2301,2022-06-08
CJ,-0.2210921365218732,CJ209,CJ301,2022-06-08
WR,-0.21854337370936577,WR2209,WR2210,2022-06-08
LH,-0.20462475007960068,lh2209,lh2301,2022-06-08
MA,-0.14346883104178662,MA208,MA209,2022-06-08
RR,-0.13885335164622595,rr2207,rr2208,2022-06-08
EG,-0.10564661538393766,eg2208,eg2209,2022-06-08
C,-0.10449584913485582,c2207,c2209,2022-06-08
AP,-0.08853796665164745,AP210,AP301,2022-06-08
FG,-0.0468633283765124,FG209,FG301,2022-06-08
SM,-0.03066559921814261,SM208,SM209,2022-06-08
SR,-0.0297521270791115,SR209,SR211,2022-06-08
AG,-0.018765699220050884,AG2208,AG2212,2022-06-08
PK,-0.018651675527965518,PK210,PK301,2022-06-08
FB,-0.013417821469683434,fb2207,fb2209,2022-06-08
PF,-0.01068328581579113,PF208,PF209,2022-06-08
NR,-0.010398614168901005,NR2208,NR2209,2022-06-08
AU,-0.009782535570172338,AU2208,AU2212,2022-06-08
PB,-0.00785340342166447,PB2207,PB2208,2022-06-08
PP,-0.003998445086140878,pp2208,pp2209,2022-06-08
BC,-0.0036809816239552753,BC2208,BC2209,2022-06-08
BB,-0.0,bb2206,bb2207,2022-06-08
ZN,-0.0,ZN2207,ZN2208,2022-06-08
TS,0.003962750472710412,TS2209,TS2212,2022-06-08
AL,0.005783132642050177,AL2207,AL2208,2022-06-08
TF,0.01027414741193407,TF2209,TF2212,2022-06-08
FU,0.011201008656146514,FU2209,FU2301,2022-06-08
SP,0.013377927806956767,SP2209,SP2210,2022-06-08
T,0.01397137291879275,T2209,T2212,2022-06-08
CU,0.018148075226353852,CU2207,CU2208,2022-06-08
SF,0.019374373532530794,SF208,SF209,2022-06-08
L,0.019668911140092275,l2208,l2209,2022-06-08
CY,0.02327573412879105,CY209,CY301,2022-06-08
CF,0.046870141203248464,CF209,CF301,2022-06-08
PG,0.04845228655292326,pg2207,pg2208,2022-06-08
SC,0.05076686577571933,SC2207,SC2208,2022-06-08
HC,0.05960375184005172,HC2210,HC2301,2022-06-08
RB,0.05967124000114271,RB2210,RB2301,2022-06-08
IF,0.06273660342368803,IF2206,IF2209,2022-06-08
IH,0.06517913565490024,IH2206,IH2209,2022-06-08
OI,0.06683444209805563,OI209,OI211,2022-06-08
A,0.08069285887567851,a2207,a2209,2022-06-08
EB,0.08661981200634887,eb2207,eb2208,2022-06-08
SA,0.08944151396485446,SA209,SA301,2022-06-08
IC,0.09362352081635618,IC2206,IC2209,2022-06-08
Y,0.11143201838703679,y2209,y2301,2022-06-08
B,0.1156271713015134,b2207,b2209,2022-06-08
V,0.12356544823492441,v2208,v2209,2022-06-08
SN,0.12879776533697387,SN2207,SN2208,2022-06-08
BU,0.13362411626468834,BU2209,BU2212,2022-06-08
UR,0.15703014037882077,UR209,UR301,2022-06-08
J,0.17307737773949947,j2209,j2301,2022-06-08
TA,0.1926103711031093,TA208,TA209,2022-06-08
SS,0.19543884136238154,SS2207,SS2208,2022-06-08
M,0.20044422124341332,m2209,m2301,2022-06-08
P,0.2086730511057303,p2209,p2301,2022-06-08
I,0.2129980639259596,i2209,i2301,2022-06-08
JM,0.22251985530219182,jm2209,jm2301,2022-06-08
NI,0.25080178754547355,NI2207,NI2208,2022-06-08
RM,0.5653377806655389,RM209,RM301,2022-06-08
LU,0.5703340246287705,LU2208,LU2209,2022-06-08
JD,0.7426580677290551,jd2208,jd2209,2022-06-08
SC_TAS,,SC_TAS2207,SC_TAS2208,2022-06-08
CS,-0.2770298656049748,cs2207,cs2209,2022-06-09
RU,-0.23676677813114005,RU2209,RU2301,2022-06-09
LH,-0.21854507366139925,lh2209,lh2301,2022-06-09
CJ,-0.18434097085150217,CJ209,CJ301,2022-06-09
MA,-0.12919034311871325,MA208,MA209,2022-06-09
C,-0.09973704454914784,c2207,c2209,2022-06-09
EG,-0.0963860603671712,eg2208,eg2209,2022-06-09
RR,-0.08198457554355917,rr2207,rr2208,2022-06-09
AP,-0.07787338732703991,AP210,AP301,2022-06-09
FG,-0.06652157248296622,FG209,FG301,2022-06-09
SM,-0.030530836406734735,SM208,SM209,2022-06-09
SR,-0.02964432907786338,SR209,SR211,2022-06-09
PK,-0.0288472159550826,PK210,PK301,2022-06-09
PB,-0.019753090880024603,PB2207,PB2208,2022-06-09
AG,-0.01826393800989885,AG2208,AG2212,2022-06-09
BC,-0.011034483536142982,BC2208,BC2209,2022-06-09
PP,-0.009366115210387686,pp2208,pp2209,2022-06-09
AU,-0.008713075729184746,AU2208,AU2212,2022-06-09
PF,-0.008011572568642798,PF208,PF209,2022-06-09
NR,-0.005144694612562752,NR2208,NR2209,2022-06-09
FU,-0.0030903942985247854,FU2209,FU2301,2022-06-09
SF,-0.002458764479455533,SF208,SF209,2022-06-09
AL,-0.0,AL2207,AL2208,2022-06-09
BB,-0.0,bb2206,bb2207,2022-06-09
ZN,-0.0,ZN2207,ZN2208,2022-06-09
SP,0.0034115138822517384,SP2209,SP2210,2022-06-09
TS,0.004357298905819974,TS2209,TS2212,2022-06-09
CY,0.00793051821345017,CY209,CY301,2022-06-09
L,0.010524008567532647,l2208,l2209,2022-06-09
TF,0.011449447682979483,TF2209,TF2212,2022-06-09
T,0.014555258689376136,T2209,T2212,2022-06-09
FB,0.024631495686459684,fb2207,fb2209,2022-06-09
CU,0.02474737936276635,CU2207,CU2208,2022-06-09
CF,0.039990718064475975,CF209,CF301,2022-06-09
SC,0.043710208339019146,SC2207,SC2208,2022-06-09
PG,0.04684721217620127,pg2207,pg2208,2022-06-09
A,0.052694949482096076,a2207,a2209,2022-06-09
IF,0.06326154154066511,IF2206,IF2209,2022-06-09
HC,0.0645442221038702,HC2210,HC2301,2022-06-09
RB,0.06565803983756524,RB2210,RB2301,2022-06-09
IH,0.06741811862873151,IH2206,IH2209,2022-06-09
OI,0.06898330263695031,OI209,OI211,2022-06-09
EB,0.07502703968785412,eb2207,eb2208,2022-06-09
WR,0.09283941014488548,WR2209,WR2210,2022-06-09
SN,0.0935810734053808,SN2207,SN2208,2022-06-09
SA,0.09499210518784272,SA209,SA301,2022-06-09
IC,0.09511187368464855,IC2206,IC2209,2022-06-09
B,0.09975565490844897,b2207,b2209,2022-06-09
Y,0.1014064469067667,y2209,y2301,2022-06-09
BU,0.11592579503995604,BU2209,BU2212,2022-06-09
V,0.116425029677408,v2208,v2209,2022-06-09
J,0.1375126146463993,j2209,j2301,2022-06-09
UR,0.14747770787425046,UR209,UR301,2022-06-09
SS,0.1523315526811122,SS2207,SS2208,2022-06-09
P,0.17270183406289627,p2209,p2301,2022-06-09
JM,0.18357147360829965,jm2209,jm2301,2022-06-09
NI,0.1846659515903381,NI2207,NI2208,2022-06-09
M,0.19696191066431035,m2209,m2301,2022-06-09
I,0.2082537057649942,i2209,i2301,2022-06-09
TA,0.21155659096258478,TA208,TA209,2022-06-09
RM,0.5626942018957961,RM209,RM301,2022-06-09
LU,0.5988882947434084,LU2208,LU2209,2022-06-09
JD,0.7467532392502649,jd2208,jd2209,2022-06-09
SC_TAS,,SC_TAS2207,SC_TAS2208,2022-06-09
CS,-0.29173711402688246,cs2207,cs2209,2022-06-10
RU,-0.23494945782993043,RU2209,RU2301,2022-06-10
LH,-0.20687166068270058,lh2209,lh2301,2022-06-10
CJ,-0.18218290485210134,CJ209,CJ301,2022-06-10
MA,-0.1326438376013679,MA208,MA209,2022-06-10
C,-0.11195536925421307,c2207,c2209,2022-06-10
ZC,-0.11176108924300623,ZC207,ZC209,2022-06-10
RR,-0.10368007294465978,rr2207,rr2208,2022-06-10
EG,-0.09762611787290244,eg2208,eg2209,2022-06-10
FG,-0.09705252375950127,FG209,FG301,2022-06-10
AP,-0.09232045035398809,AP210,AP301,2022-06-10
SR,-0.042139822053934455,SR209,SR211,2022-06-10
FB,-0.03838206879950534,fb2207,fb2209,2022-06-10
NR,-0.03613683092269635,NR2208,NR2209,2022-06-10
SM,-0.027797093735978995,SM208,SM209,2022-06-10
PB,-0.019950129283361488,PB2207,PB2208,2022-06-10
PP,-0.01883197337509231,pp2208,pp2209,2022-06-10
AG,-0.015342032158228321,AG2208,AG2212,2022-06-10
PK,-0.014875435514947908,PK210,PK301,2022-06-10
AU,-0.009643887957277204,AU2208,AU2212,2022-06-10
BC,-0.009248555371098291,BC2208,BC2209,2022-06-10
AL,-0.002911561339044891,AL2207,AL2208,2022-06-10
BB,-0.0,bb2206,bb2207,2022-06-10
CY,0.0017102138230375894,CY209,CY301,2022-06-10
ZN,0.0022990707992535213,ZN2207,ZN2208,2022-06-10
TS,0.004755065199133916,TS2209,TS2212,2022-06-10
PF,0.005310909579940399,PF208,PF209,2022-06-10
SP,0.01007133923993973,SP2209,SP2210,2022-06-10
TF,0.011455666530334889,TF2209,TF2212,2022-06-10
L,0.01316511377247779,l2208,l2209,2022-06-10
T,0.014366254780458224,T2209,T2212,2022-06-10
FU,0.019432055982657445,FU2209,FU2301,2022-06-10
SF,0.02207912306408754,SF208,SF209,2022-06-10
CU,0.031424454592329044,CU2207,CU2208,2022-06-10
PG,0.034708658821003574,pg2207,pg2208,2022-06-10
CF,0.04462154646961977,CF209,CF301,2022-06-10
A,0.049327270653711314,a2207,a2209,2022-06-10
SC,0.05168034089022515,SC2207,SC2208,2022-06-10
RB,0.05969632605669202,RB2210,RB2301,2022-06-10
IF,0.05977363406229298,IF2206,IF2209,2022-06-10
HC,0.06195270977120011,HC2210,HC2301,2022-06-10
IH,0.06386303605820402,IH2206,IH2209,2022-06-10
OI,0.07059642135882851,OI209,OI211,2022-06-10
SN,0.07456139260599313,SN2207,SN2208,2022-06-10
EB,0.08559765060193421,eb2207,eb2208,2022-06-10
SA,0.08593679423089369,SA209,SA301,2022-06-10
IC,0.08760277024504678,IC2206,IC2209,2022-06-10
Y,0.10321942405695403,y2209,y2301,2022-06-10
V,0.11146022313579418,v2208,v2209,2022-06-10
BU,0.1127305586640028,BU2209,BU2212,2022-06-10
B,0.1314707772092703,b2207,b2209,2022-06-10
UR,0.14747770787425046,UR209,UR301,2022-06-10
TA,0.1522219143277877,TA208,TA209,2022-06-10
SS,0.15442572361378867,SS2207,SS2208,2022-06-10
J,0.15941909193731132,j2209,j2301,2022-06-10
WR,0.1643800714179422,WR2210,WR2303,2022-06-10
P,0.1787808634985935,p2209,p2301,2022-06-10
NI,0.18183011149602235,NI2207,NI2208,2022-06-10
JM,0.19420930122701877,jm2209,jm2301,2022-06-10
M,0.2128138220418519,m2209,m2301,2022-06-10
I,0.23712252142123946,i2209,i2301,2022-06-10
LU,0.5433980986300377,LU2208,LU2209,2022-06-10
RM,0.5800206981856634,RM209,RM301,2022-06-10
JD,0.7598262421595674,jd2208,jd2209,2022-06-10
SC_TAS,,SC_TAS2207,SC_TAS2208,2022-06-10
CS,-0.3291297564793918,cs2207,cs2209,2022-06-13
FB,-0.2609106716384327,fb2207,fb2209,2022-06-13
RU,-0.251485051288526,RU2209,RU2301,2022-06-13
CJ,-0.2296483014111202,CJ209,CJ301,2022-06-13
MA,-0.16432985319109172,MA208,MA209,2022-06-13
LH,-0.15532522391991924,lh2209,lh2301,2022-06-13
RR,-0.11102899681232653,rr2207,rr2208,2022-06-13
AP,-0.10275794446124348,AP210,AP301,2022-06-13
EG,-0.10008786564978767,eg2208,eg2209,2022-06-13
C,-0.09851749716507026,c2207,c2209,2022-06-13
FG,-0.0772719089922747,FG209,FG301,2022-06-13
NR,-0.05309743176426763,NR2208,NR2209,2022-06-13
SR,-0.038867339636086254,SR209,SR211,2022-06-13
PB,-0.03205344142873221,PB2207,PB2208,2022-06-13
PP,-0.030003425108692583,pp2208,pp2209,2022-06-13
SM,-0.023043694071209434,SM208,SM209,2022-06-13
AG,-0.017781593124802153,AG2208,AG2212,2022-06-13
PK,-0.015814762199313315,PK210,PK301,2022-06-13
AU,-0.009632729890411147,AU2208,AU2212,2022-06-13
AL,-0.008998875562324227,AL2207,AL2208,2022-06-13
PF,-0.0054458816455434855,PF208,PF209,2022-06-13
L,-0.0013360797208035705,l2208,l2209,2022-06-13
BB,-0.0,bb2206,bb2207,2022-06-13
SP,-0.0,SP2209,SP2210,2022-06-13
SF,0.0,SF208,SF209,2022-06-13
ZN,0.0023226555767860554,ZN2207,ZN2208,2022-06-13
BC,0.0037588097409920977,BC2208,BC2209,2022-06-13
TS,0.0047560074961510695,TS2209,TS2212,2022-06-13
TF,0.011463024792534924,TF2209,TF2212,2022-06-13
T,0.013974859493293933,T2209,T2212,2022-06-13
CY,0.02341308162307249,CY209,CY301,2022-06-13
PG,0.025144063678247376,pg2207,pg2208,2022-06-13
FU,0.026116319640627474,FU2209,FU2301,2022-06-13
SN,0.03452423214134657,SN2207,SN2208,2022-06-13
CU,0.035188184119530355,CU2207,CU2208,2022-06-13
RB,0.04890141334454623,RB2210,RB2301,2022-06-13
CF,0.05212342584767179,CF209,CF301,2022-06-13
A,0.05321328115224569,a2207,a2209,2022-06-13
HC,0.05476652167177504,HC2210,HC2301,2022-06-13
