,roll_yield,near_by,deferred,date
A,-0.06310428614554422,a1201,a1205,2011-06-14
RU,-0.06071797651733289,RU1109,RU1201,2011-06-14
RB,-0.04381567010214416,RB1110,RB1201,2011-06-14
C,-0.042571665966222166,c1109,c1201,2011-06-14
IF,-0.03132636740051052,IF1106,IF1107,2011-06-14
AU,-0.01271733615391038,AU1106,AU1112,2011-06-14
P,-0.011716222311762762,p1201,p1205,2011-06-14
FU,-0.0031821799609899437,FU1109,FU1112,2011-06-14
TA,-0.0012801365673228717,TA109,TA201,2011-06-14
AL,0.003508259051445671,AL1107,AL1108,2011-06-14
B,0.0037101928421235542,b1201,b1203,2011-06-14
PB,0.010630445106835218,PB1109,PB1110,2011-06-14
Y,0.01340979785961978,y1201,y1205,2011-06-14
CU,0.051513660634582195,CU1108,CU1109,2011-06-14
M,0.06287655306253057,m1201,m1205,2011-06-14
J,0.08254546736165168,j1109,j1110,2011-06-14
SR,0.11035418852636554,SR109,SR201,2011-06-14
CF,0.18638020102125644,CF109,CF201,2011-06-14
WT,-0.1460405502478591,WT109,WT201,2011-06-15
WS,-0.13616773578094396,WS109,WS201,2011-06-15
L,-0.13098942875279707,l1109,l1201,2011-06-15
ER,-0.1305060140630478,ER109,ER201,2011-06-15
RO,-0.1110492111079951,RO109,RO201,2011-06-15
J,-0.09282367939479261,j1109,j1201,2011-06-15
V,-0.09163815704645942,v1109,v1201,2011-06-15
WR,-0.07346776443924576,WR1108,WR1110,2011-06-15
A,-0.07115483724976375,a1201,a1205,2011-06-15
ZN,-0.06843474492728019,ZN1108,ZN1109,2011-06-15
RB,-0.04890745831208198,RB1110,RB1201,2011-06-15
C,-0.04511363209362168,c1109,c1201,2011-06-15
RU,-0.04312143590274237,RU1109,RU1201,2011-06-15
PB,-0.038806442756743845,PB1109,PB1110,2011-06-15
IF,-0.011342921646665952,IF1106,IF1107,2011-06-15
FU,-0.011104508420671025,FU1109,FU1112,2011-06-15
P,-0.0052049460031064676,p1201,p1205,2011-06-15
B,0.004340188831827216,b1201,b1205,2011-06-15
TA,0.005078291521561195,TA109,TA201,2011-06-15
AU,0.005226620943412025,AU1106,AU1112,2011-06-15
AL,0.010537100047748535,AL1107,AL1108,2011-06-15
Y,0.016871953711160095,y1201,y1205,2011-06-15
CU,0.045560802394090646,CU1108,CU1109,2011-06-15
M,0.06401444982992748,m1201,m1205,2011-06-15
SR,0.09174758478232584,SR109,SR201,2011-06-15
CF,0.17877116582430785,CF109,CF201,2011-06-15
L,-0.1368585609049279,l1109,l1201,2011-06-16
WS,-0.13619053144211818,WS109,WS201,2011-06-16
WT,-0.12820132446289847,WT109,WT201,2011-06-16
ER,-0.12304009130340375,ER109,ER201,2011-06-16
RO,-0.10755923853879573,RO109,RO201,2011-06-16
J,-0.09471776493932726,j1109,j1201,2011-06-16
V,-0.09214483563441397,v1109,v1201,2011-06-16
ZN,-0.07307547593249046,ZN1108,ZN1109,2011-06-16
A,-0.06487823906569475,a1201,a1205,2011-06-16
PB,-0.03946781850549051,PB1109,PB1110,2011-06-16
RB,-0.039130294365275306,RB1110,RB1201,2011-06-16
RU,-0.03871021450772335,RU1109,RU1201,2011-06-16
IF,-0.0287228723215351,IF1106,IF1107,2011-06-16
C,-0.02270826654013383,c1109,c1201,2011-06-16
WR,-0.021261095722829252,WR1108,WR1110,2011-06-16
B,-0.021124594670023256,b1203,b1205,2011-06-16
FU,-0.01759650908157839,FU1109,FU1112,2011-06-16
P,-0.009216597110910177,p1201,p1205,2011-06-16
AU,-0.00640864599756617,AU1112,AU1202,2011-06-16
TA,-0.001281503650413505,TA109,TA201,2011-06-16
AL,0.0035508211532941153,AL1108,AL1109,2011-06-16
Y,0.01589641635206558,y1201,y1205,2011-06-16
CU,0.05647899821464174,CU1108,CU1109,2011-06-16
M,0.06805070244114479,m1201,m1205,2011-06-16
SR,0.09390992672386264,SR109,SR201,2011-06-16
CF,0.21472576972331375,CF109,CF201,2011-06-16
L,-0.1354444670771902,l1109,l1201,2011-06-17
WS,-0.13233419318656955,WS109,WS201,2011-06-17
ER,-0.12511647969719084,ER109,ER201,2011-06-17
WT,-0.10850347202506679,WT109,WT201,2011-06-17
RO,-0.1030669049344623,RO109,RO201,2011-06-17
J,-0.09093545723092072,j1109,j1201,2011-06-17
V,-0.09010790762307752,v1109,v1201,2011-06-17
ZN,-0.0733519966985899,ZN1108,ZN1109,2011-06-17
RU,-0.06792743024927926,RU1109,RU1201,2011-06-17
PB,-0.06480663816000347,PB1109,PB1110,2011-06-17
A,-0.06398266987407193,a1201,a1205,2011-06-17
IF,-0.049655455823157967,IF1107,IF1109,2011-06-17
RB,-0.04121579941741471,RB1110,RB1201,2011-06-17
WR,-0.021261095722829252,WR1108,WR1110,2011-06-17
FU,-0.01762117387166567,FU1109,FU1112,2011-06-17
AU,-0.015656693628318223,AU1112,AU1202,2011-06-17
B,-0.013878672994991433,b1203,b1205,2011-06-17
P,-0.011254564672651544,p1201,p1205,2011-06-17
TA,-0.0038453327204508027,TA109,TA201,2011-06-17
C,0.0,c1109,c1201,2011-06-17
AL,0.0070880096567564384,AL1108,AL1109,2011-06-17
Y,0.014788554052225629,y1201,y1205,2011-06-17
CU,0.05809444339896305,CU1108,CU1109,2011-06-17
M,0.0650109370908089,m1201,m1205,2011-06-17
SR,0.0908827822395831,SR109,SR201,2011-06-17
CF,0.21830025613603424,CF109,CF201,2011-06-17
L,-0.14204668681147092,l1109,l1201,2011-06-20
WS,-0.1341797899850725,WS109,WS201,2011-06-20
ER,-0.13147643862008854,ER109,ER201,2011-06-20
WT,-0.112341893370066,WT109,WT201,2011-06-20
RO,-0.10474298959559536,RO109,RO201,2011-06-20
J,-0.10214302720580316,j1109,j1201,2011-06-20
V,-0.09133976732570157,v1109,v1201,2011-06-20
RU,-0.07739495200030674,RU1109,RU1201,2011-06-20
PB,-0.07625990258852663,PB1109,PB1110,2011-06-20
A,-0.06216438640679439,a1201,a1205,2011-06-20
ZN,-0.04949918627308608,ZN1108,ZN1109,2011-06-20
IF,-0.04849264817071508,IF1107,IF1109,2011-06-20
FU,-0.03532740747131407,FU1109,FU1112,2011-06-20
RB,-0.030599384241617313,RB1110,RB1201,2011-06-20
B,-0.013878672994991433,b1203,b1205,2011-06-20
AU,-0.013286555137020747,AU1112,AU1202,2011-06-20
P,-0.01324505462735008,p1201,p1205,2011-06-20
C,-0.010139426635492865,c1109,c1201,2011-06-20
AL,-0.0035518721585338026,AL1108,AL1109,2011-06-20
TA,0.01555079075982518,TA109,TA201,2011-06-20
Y,0.01658117130643765,y1201,y1205,2011-06-20
CU,0.05518069502351554,CU1108,CU1109,2011-06-20
M,0.07067789029527152,m1201,m1205,2011-06-20
SR,0.0993019139941656,SR109,SR201,2011-06-20
WR,0.13574952653002714,WR1108,WR1110,2011-06-20
CF,0.22390278076790998,CF109,CF201,2011-06-20
L,-0.13858307096221814,l1109,l1201,2011-06-21
ER,-0.13490645025718528,ER109,ER201,2011-06-21
WS,-0.13118621220648657,WS109,WS201,2011-06-21
WT,-0.12849344401004986,WT109,WT201,2011-06-21
RO,-0.11044901627283389,RO109,RO201,2011-06-21
J,-0.10279378192228823,j1109,j1201,2011-06-21
V,-0.09459825489881955,v1109,v1201,2011-06-21
RU,-0.07295733213908248,RU1109,RU1201,2011-06-21
A,-0.06649774101907861,a1201,a1205,2011-06-21
ZN,-0.0522724799262899,ZN1108,ZN1109,2011-06-21
IF,-0.04777947950623191,IF1107,IF1109,2011-06-21
PB,-0.03555558156788458,PB1109,PB1110,2011-06-21
FU,-0.024009675928395646,FU1109,FU1112,2011-06-21
C,-0.015157926984232,c1109,c1201,2011-06-21
AU,-0.007278270281762398,AU1112,AU1202,2011-06-21
P,-0.006586171690306968,p1201,p1205,2011-06-21
RB,-0.0025453389341228423,RB1110,RB1201,2011-06-21
B,0.0,b1203,b1205,2011-06-21
Y,0.008808854327420294,y1201,y1205,2011-06-21
AL,0.017623736461914476,AL1108,AL1109,2011-06-21
CU,0.04933203247826781,CU1108,CU1109,2011-06-21
TA,0.053985196591478116,TA109,TA201,2011-06-21
WR,0.06305228264429343,WR1108,WR1110,2011-06-21
M,0.06308323245701902,m1201,m1205,2011-06-21
SR,0.11258599611677045,SR109,SR201,2011-06-21
CF,0.24152348307270965,CF109,CF201,2011-06-21
L,-0.1389072059559179,l1109,l1201,2011-06-22
ER,-0.1310660850069935,ER109,ER201,2011-06-22
WS,-0.13045533581921634,WS109,WS201,2011-06-22
WT,-0.12207398408287362,WT109,WT201,2011-06-22
RO,-0.1067604436576017,RO109,RO201,2011-06-22
J,-0.10183577104288642,j1109,j1201,2011-06-22
V,-0.09654298439428895,v1109,v1201,2011-06-22
A,-0.06183014554998438,a1201,a1205,2011-06-22
RU,-0.055518904956440795,RU1109,RU1201,2011-06-22
ZN,-0.04886568707171049,ZN1108,ZN1109,2011-06-22
IF,-0.04620484879907157,IF1107,IF1109,2011-06-22
PB,-0.0322532671396365,PB1109,PB1110,2011-06-22
FU,-0.021649847379484735,FU1109,FU1112,2011-06-22
AU,-0.018464709392436284,AU1112,AU1202,2011-06-22
C,-0.007588536929868443,c1109,c1201,2011-06-22
P,-0.004631162017946633,p1201,p1205,2011-06-22
RB,-0.002555638464105085,RB1110,RB1201,2011-06-22
B,0.0012648887998777687,b1203,b1205,2011-06-22
AL,0.010583566759836288,AL1108,AL1109,2011-06-22
Y,0.01533926645699683,y1201,y1205,2011-06-22
TA,0.040790102079024386,TA109,TA201,2011-06-22
CU,0.05326240435230822,CU1108,CU1109,2011-06-22
WR,0.060542872319132114,WR1108,WR1110,2011-06-22
M,0.06400730454194718,m1201,m1205,2011-06-22
SR,0.11518981092650615,SR109,SR201,2011-06-22
CF,0.24913582991871527,CF109,CF201,2011-06-22
WS,-0.13345255293857075,WS109,WS201,2011-06-23
L,-0.1311607238625608,l1109,l1201,2011-06-23
ER,-0.12438230429025007,ER109,ER201,2011-06-23
WT,-0.11592978774431777,WT109,WT201,2011-06-23
RO,-0.10249444047322709,RO109,RO201,2011-06-23
J,-0.09678258665466444,j1109,j1201,2011-06-23
V,-0.09156736977400803,v1109,v1201,2011-06-23
A,-0.06280476977526032,a1201,a1205,2011-06-23
RU,-0.04638311318311404,RU1109,RU1201,2011-06-23
ZN,-0.04515854222112625,ZN1108,ZN1109,2011-06-23
IF,-0.04320196317012719,IF1107,IF1109,2011-06-23
FU,-0.018394514071756372,FU1109,FU1112,2011-06-23
PB,-0.017785685781443746,PB1109,PB1110,2011-06-23
AU,-0.011015515050882387,AU1112,AU1202,2011-06-23
P,-0.00599667051416203,p1201,p1205,2011-06-23
B,-0.0018981335653785293,b1201,b1205,2011-06-23
AL,-0.0,AL1108,AL1109,2011-06-23
C,0.0038257178404575215,c1109,c1201,2011-06-23
WR,0.005021971416849234,WR1108,WR1110,2011-06-23
RB,0.012694393390166946,RB1110,RB1201,2011-06-23
Y,0.019555624800725924,y1201,y1205,2011-06-23
TA,0.034643955945744855,TA109,TA201,2011-06-23
CU,0.06227310290670595,CU1108,CU1109,2011-06-23
M,0.07061307193702662,m1201,m1205,2011-06-23
SR,0.1241616804034245,SR109,SR201,2011-06-23
CF,0.27048648986077095,CF109,CF201,2011-06-23
WS,-0.135443460483836,WS109,WS201,2011-06-24
L,-0.13417157153314135,l1109,l1201,2011-06-24
ER,-0.12653183502218968,ER109,ER201,2011-06-24
WT,-0.12089547909383239,WT109,WT201,2011-06-24
J,-0.10122677161510418,j1109,j1201,2011-06-24
RO,-0.09970794326729947,RO109,RO201,2011-06-24
V,-0.08409146004442056,v1109,v1201,2011-06-24
ZN,-0.06548917589754275,ZN1108,ZN1109,2011-06-24
A,-0.061192304201150925,a1201,a1205,2011-06-24
IF,-0.045226838859645194,IF1107,IF1109,2011-06-24
RU,-0.037094753912849804,RU1109,RU1201,2011-06-24
FU,-0.028909983304518057,FU1109,FU1112,2011-06-24
B,-0.01900745534725735,b1201,b1205,2011-06-24
PB,-0.01408450865914766,PB1109,PB1110,2011-06-24
P,-0.012758832885454147,p1201,p1205,2011-06-24
WR,-0.011314827868656284,WR1108,WR1110,2011-06-24
AU,-0.008708410624031833,AU1112,AU1201,2011-06-24
C,-0.003817603908593247,c1109,c1201,2011-06-24
RB,0.004229671537179742,RB1110,RB1201,2011-06-24
AL,0.010558733633272711,AL1108,AL1109,2011-06-24
Y,0.01606349896418561,y1201,y1205,2011-06-24
TA,0.03803008783480551,TA109,TA201,2011-06-24
CU,0.03874948325249178,CU1108,CU1109,2011-06-24
M,0.07491254034790976,m1201,m1205,2011-06-24
SR,0.13713418999317867,SR109,SR201,2011-06-24
CF,0.21450909130308576,CF109,CF201,2011-06-24
L,-0.14075075936325498,l1109,l1201,2011-06-27
WS,-0.13081390869958126,WS109,WS201,2011-06-27
ER,-0.124253610337874,ER109,ER201,2011-06-27
WT,-0.10474192019049122,WT109,WT201,2011-06-27
PB,-0.09266455312692382,PB1109,PB1110,2011-06-27
RO,-0.09218767511246992,RO109,RO201,2011-06-27
J,-0.09215741711259048,j1109,j1201,2011-06-27
V,-0.08260847342581605,v1109,v1201,2011-06-27
A,-0.06153715139746427,a1201,a1205,2011-06-27
C,-0.051195781662560794,c1201,c1205,2011-06-27
IF,-0.038580278585917484,IF1107,IF1109,2011-06-27
ZN,-0.034954874701489544,ZN1108,ZN1109,2011-06-27
FU,-0.028325864451135815,FU1109,FU1112,2011-06-27
AU,-0.020398677073950527,AU1112,AU1201,2011-06-27
RU,-0.01655310918253309,RU1109,RU1201,2011-06-27
P,-0.012359825219185029,p1201,p1205,2011-06-27
WR,-0.011314827868656284,WR1108,WR1110,2011-06-27
B,0.0031595579539761037,b1201,b1205,2011-06-27
RB,0.014481966623026723,RB1110,RB1201,2011-06-27
Y,0.015214557409848166,y1201,y1205,2011-06-27
AL,0.01766524682333237,AL1108,AL1109,2011-06-27
TA,0.019924497834359785,TA109,TA201,2011-06-27
M,0.07410071068539086,m1201,m1205,2011-06-27
CU,0.10011977029282153,CU1108,CU1109,2011-06-27
SR,0.14533260977869125,SR109,SR201,2011-06-27
CF,0.2674719617453637,CF109,CF201,2011-06-27
L,-0.13398231248226228,l1109,l1201,2011-06-28
ER,-0.12067873096589984,ER109,ER201,2011-06-28
WS,-0.11922098594854233,WS109,WS201,2011-06-28
J,-0.09361734198555109,j1109,j1201,2011-06-28
WT,-0.09285574491268524,WT111,WT201,2011-06-28
V,-0.0882140502468742,v1109,v1201,2011-06-28
RO,-0.08622640799483842,RO109,RO201,2011-06-28
PB,-0.06386768476785912,PB1109,PB1110,2011-06-28
A,-0.06188560252652394,a1201,a1205,2011-06-28
C,-0.05039963462724874,c1201,c1205,2011-06-28
ZN,-0.048484914444059696,ZN1108,ZN1109,2011-06-28
FU,-0.03796857751734932,FU1109,FU1112,2011-06-28
IF,-0.035409938841232606,IF1107,IF1109,2011-06-28
RU,-0.016566551762749522,RU1109,RU1201,2011-06-28
WR,-0.011314827868656284,WR1108,WR1110,2011-06-28
P,-0.01097394913656769,p1201,p1205,2011-06-28
AU,-0.003456775177988947,AU1112,AU1206,2011-06-28
RB,0.002550749369039259,RB1110,RB1201,2011-06-28
B,0.013289759102828076,b1201,b1205,2011-06-28
AL,0.014072121225647653,AL1108,AL1109,2011-06-28
Y,0.017007536946145322,y1201,y1205,2011-06-28
TA,0.05241512641886342,TA109,TA201,2011-06-28
M,0.06455828587122589,m1201,m1205,2011-06-28
CU,0.08544762405628793,CU1108,CU1109,2011-06-28
SR,0.14169606769788687,SR109,SR201,2011-06-28
