,date,close,code,ind_code
0,2023-01-03,1844.0,JM,0
1,2023-01-04,1826.0,JM,0
2,2023-01-05,1826.0,JM,0
3,2023-01-06,1826.0,JM,0
4,2023-01-09,1826.0,JM,0
5,2023-01-10,1820.5,JM,0
6,2023-01-11,1820.5,JM,0
7,2023-01-12,1820.5,JM,0
8,2023-01-13,1820.5,JM,0
9,2023-01-16,1820.5,JM,0
10,2023-01-17,1795.5,JM,0
11,2023-01-18,1795.5,JM,0
12,2023-01-19,1807.5,JM,0
13,2023-01-20,1807.5,JM,0
14,2023-01-30,1807.5,JM,0
15,2023-01-31,1808.0,JM,0
16,2023-02-01,1823.0,JM,0
17,2023-02-02,1823.0,JM,0
18,2023-02-03,1823.0,JM,0
19,2023-02-06,1823.0,JM,0
20,2023-02-07,1823.0,JM,0
21,2023-02-08,1823.0,JM,0
22,2023-02-09,1823.0,JM,0
23,2023-02-10,1823.0,JM,0
24,2023-02-13,1812.0,JM,0
25,2023-02-14,1812.0,JM,0
26,2023-02-15,1812.0,JM,0
27,2023-02-16,1812.0,JM,0
28,2023-02-17,1817.0,JM,0
29,2023-02-20,1817.0,JM,0
30,2023-02-21,1851.5,JM,0
31,2023-02-22,1851.5,JM,0
32,2023-02-23,1897.0,JM,0
33,2023-02-24,1937.0,JM,0
34,2023-02-27,1937.0,JM,0
35,2023-02-28,1937.0,JM,0
36,2023-03-01,1937.0,JM,0
37,2023-03-02,1937.0,JM,0
38,2023-03-03,1937.0,JM,0
39,2023-03-06,1937.0,JM,0
40,2023-03-07,1935.5,JM,0
41,2023-03-08,1935.5,JM,0
42,2023-03-09,1935.5,JM,0
43,2023-03-10,1924.5,JM,0
44,2023-03-13,1924.5,JM,0
45,2023-03-14,1924.5,JM,0
46,2023-03-15,1874.0,JM,0
47,2023-03-16,1820.0,JM,0
48,2023-03-17,1820.0,JM,0
49,2023-03-20,1820.0,JM,0
50,2023-03-21,1791.5,JM,0
51,2023-03-22,1791.5,JM,0
52,2023-03-23,1791.5,JM,0
53,2023-03-24,1791.5,JM,0
54,2023-03-27,1791.5,JM,0
55,2023-03-28,1791.0,JM,0
56,2023-03-29,1817.0,JM,0
57,2023-03-30,1817.0,JM,0
58,2023-03-31,1817.0,JM,0
59,2023-04-03,1809.5,JM,0
60,2023-04-04,1773.5,JM,0
61,2023-04-06,1754.5,JM,0
62,2023-04-07,1754.5,JM,0
63,2023-04-10,1728.5,JM,0
64,2023-04-11,1688.5,JM,0
65,2023-04-12,1688.5,JM,0
66,2023-04-13,1688.5,JM,0
67,2023-04-14,1688.5,JM,0
68,2023-04-17,1688.5,JM,0
69,2023-04-18,1704.5,JM,0
70,2023-04-19,1685.5,JM,0
71,2023-04-20,1684.5,JM,0
72,2023-04-21,1650.0,JM,0
73,2023-04-24,1645.5,JM,0
74,2023-04-25,1640.5,JM,0
75,2023-04-26,1576.0,JM,0
76,2023-04-27,1449.0,JM,0
77,2023-04-28,1365.0,JM,0
78,2023-05-04,1306.5,JM,0
79,2023-05-05,1342.5,JM,0
80,2023-05-08,1388.5,JM,0
81,2023-05-09,1340.0,JM,0
82,2023-05-10,1329.5,JM,0
83,2023-05-11,1321.5,JM,0
84,2023-05-12,1350.0,JM,0
85,2023-05-15,1367.5,JM,0
86,2023-05-16,1387.0,JM,0
87,2023-05-17,1413.5,JM,0
88,2023-05-18,1461.5,JM,0
89,2023-05-19,1350.0,JM,0
90,2023-05-22,1355.0,JM,0
91,2023-05-23,1360.0,JM,0
92,2023-05-24,1338.5,JM,0
93,2023-05-25,1321.5,JM,0
94,2023-05-26,1321.5,JM,0
95,2023-05-29,1290.5,JM,0
96,2023-05-30,1260.0,JM,0
97,2023-05-31,1275.5,JM,0
98,2023-06-01,1290.5,JM,0
99,2023-06-02,1280.0,JM,0
100,2023-06-05,1300.5,JM,0
101,2023-06-06,1319.0,JM,0
102,2023-06-07,1319.0,JM,0
103,2023-06-08,1321.5,JM,0
104,2023-06-09,1355.0,JM,0
105,2023-06-12,1351.0,JM,0
106,2023-06-13,1381.0,JM,0
107,2023-06-14,1401.0,JM,0
108,2023-06-15,1440.0,JM,0
109,2023-06-16,1440.0,JM,0
110,2023-06-19,1440.0,JM,0
111,2023-06-20,1440.0,JM,0
112,2023-06-21,1452.0,JM,0
113,2023-06-26,1405.5,JM,0
114,2023-06-27,1405.5,JM,0
115,2023-06-28,1425.0,JM,0
116,2023-06-29,1441.5,JM,0
117,2023-06-30,1428.0,JM,0
118,2023-07-03,1428.0,JM,0
119,2023-07-04,1428.0,JM,0
120,2023-07-05,1428.0,JM,0
121,2023-07-06,1428.0,JM,0
122,2023-07-07,1428.0,JM,0
123,2023-07-10,1428.0,JM,0
124,2023-07-11,1454.0,JM,0
125,2023-07-12,1492.0,JM,0
126,2023-07-13,1492.0,JM,0
127,2023-07-14,1505.5,JM,0
128,2023-07-17,1505.5,JM,0
129,2023-07-18,1523.5,JM,0
130,2023-07-19,1570.0,JM,0
131,2023-07-20,1526.0,JM,0
132,2023-07-21,1484.0,JM,0
133,2023-07-24,1496.0,JM,0
134,2023-07-25,1446.0,JM,0
135,2023-07-26,1453.5,JM,0
136,2023-07-27,1435.0,JM,0
137,2023-07-28,1472.0,JM,0
138,2023-07-31,1305.0,JM,0
139,2023-08-01,1282.0,JM,0
140,2023-08-02,1371.5,JM,0
141,2023-08-03,1399.0,JM,0
142,2023-08-04,,JM,0
0,2023-01-03,2632.0,J,0
1,2023-01-04,2587.5,J,0
2,2023-01-05,2587.5,J,0
3,2023-01-06,2604.5,J,0
4,2023-01-09,2641.5,J,0
5,2023-01-10,2644.5,J,0
6,2023-01-11,2695.0,J,0
7,2023-01-12,2743.0,J,0
8,2023-01-13,2743.0,J,0
9,2023-01-16,2743.0,J,0
10,2023-01-17,2774.5,J,0
11,2023-01-18,2783.0,J,0
12,2023-01-19,2796.5,J,0
13,2023-01-20,2796.5,J,0
14,2023-01-30,2802.0,J,0
15,2023-01-31,2802.0,J,0
16,2023-02-01,2722.0,J,0
17,2023-02-02,2722.0,J,0
18,2023-02-03,2722.0,J,0
19,2023-02-06,2722.0,J,0
20,2023-02-07,2722.0,J,0
21,2023-02-08,2722.0,J,0
22,2023-02-09,2722.0,J,0
23,2023-02-10,2722.0,J,0
24,2023-02-13,2686.0,J,0
25,2023-02-14,2686.0,J,0
26,2023-02-15,2686.0,J,0
27,2023-02-16,2686.0,J,0
28,2023-02-17,2744.0,J,0
29,2023-02-20,2757.0,J,0
