underlying_symbol_x,underlying_symbol_y,settle_price_m,delisted_date_x,settle_price_sm,delisted_date_y,date,price_div_log,date_minus,factor
SHFE.FU,SHFE.FU,2866.0,2022-04-29 00:00:00+08:00,2863.0,2022-08-31 00:00:00+08:00,2022-01-05,0.0010473032900021688,124,0.003082787910087029
SHFE.HC,SHFE.HC,4540.0,2022-05-16 00:00:00+08:00,4392.0,2022-10-17 00:00:00+08:00,2022-01-05,0.03314230784602711,154,0.07855157379090841
SHFE.NI,SHFE.NI,153460.0,2022-02-15 00:00:00+08:00,152930.0,2022-03-15 00:00:00+08:00,2022-01-05,0.0034596463894872183,28,0.04509896186295838
SHFE.PB,SHFE.PB,15270.0,2022-02-15 00:00:00+08:00,15330.0,2022-03-15 00:00:00+08:00,2022-01-05,-0.003921573653181691,28,-0.05112051369326133
SHFE.RB,SHFE.RB,4422.0,2022-05-16 00:00:00+08:00,4243.0,2022-10-17 00:00:00+08:00,2022-01-05,0.04132151621506667,154,0.09793735986038529
SHFE.RU,SHFE.RU,14840.0,2022-05-16 00:00:00+08:00,15020.0,2022-09-15 00:00:00+08:00,2022-01-05,-0.01205640859675435,122,-0.03607040276897818
SHFE.SN,SHFE.SN,295130.0,2022-02-15 00:00:00+08:00,290100.0,2022-03-15 00:00:00+08:00,2022-01-05,0.017190246108544947,28,0.22408713677210376
SHFE.SP,SHFE.SP,6074.0,2022-05-16 00:00:00+08:00,6076.0,2022-03-15 00:00:00+08:00,2022-01-05,-0.00032921810996945226,62,-0.0019381388732072594
SHFE.SS,SHFE.SS,17265.0,2022-02-15 00:00:00+08:00,16975.0,2022-03-15 00:00:00+08:00,2022-01-05,0.016939657397195773,28,0.22082053392773063
SHFE.WR,SHFE.WR,4493.0,2022-02-15 00:00:00+08:00,4487.0,2022-05-16 00:00:00+08:00,2022-01-05,0.0013363030941765746,90,0.005419451437493886
SHFE.ZN,SHFE.ZN,24375.0,2022-02-15 00:00:00+08:00,24425.0,2022-03-15 00:00:00+08:00,2022-01-05,-0.0020491810449355693,28,-0.02671253862148153
CZCE.AP,CZCE.AP,8143.0,2022-05-18 00:00:00+08:00,7459.0,2022-10-21 00:00:00+08:00,2022-01-06,0.08773730551196805,156,0.20528279815300218
CZCE.CF,CZCE.CF,20960.0,2022-05-18 00:00:00+08:00,21580.0,2022-03-14 00:00:00+08:00,2022-01-06,-0.0291511003771472,65,-0.16369464057936506
CZCE.CJ,CZCE.CJ,13150.0,2022-05-18 00:00:00+08:00,13565.0,2022-09-15 00:00:00+08:00,2022-01-06,-0.03107118748712152,120,-0.09450819527332796
CZCE.CY,CZCE.CY,28255.0,2022-05-18 00:00:00+08:00,27280.0,2022-01-17 00:00:00+08:00,2022-01-06,0.035116600106545215,121,0.10593023999081821
CZCE.FG,CZCE.FG,1769.0,2022-05-18 00:00:00+08:00,1845.0,2022-08-12 00:00:00+08:00,2022-01-06,-0.04206486231484231,86,-0.17853110168508657
CZCE.JR,CZCE.JR,2709.0,2022-03-14 00:00:00+08:00,2740.0,2022-01-17 00:00:00+08:00,2022-01-06,-0.011378357297020766,56,-0.0741625073823675
