,date,code,basisRatio
2090,2023-03-01,AG,-0.014124872057318322
1425,2023-03-01,AL,-0.012472885032537961
1988,2023-03-01,AU,-0.002219541616405346
712,2023-03-01,B,0.1482758620689655
1323,2023-03-01,CU,-0.0030822163285785967
2290,2023-03-01,EG,-0.03345811885821245
2692,2023-03-01,FG,-0.08739837398373984
3401,2023-03-01,FU,0.009183673469387756
406,2023-03-01,HC,0.009512761020881671
204,2023-03-01,I,0.09838625715773035
102,2023-03-01,J,-0.0016008537886872999
1221,2023-03-01,JD,-0.07622222222222222
0,2023-03-01,JM,0.15990805395324623
2794,2023-03-01,L,-0.005178851017704444
3781,2023-03-01,LU,0.005933250927070457
813,2023-03-01,M,0.13279816513761467
2896,2023-03-01,MA,0.05901639344262295
1689,2023-03-01,NI,0.06138069034517259
1017,2023-03-01,P,0.012652068126520682
3811,2023-03-01,PG,0.17749911691981632
2998,2023-03-01,PP,0.0036593059936908517
304,2023-03-01,RB,0.017330210772833723
1119,2023-03-01,RM,0.06596385542168674
3299,2023-03-01,RU,-0.04082474226804124
2591,2023-03-01,SA,0.15428571428571428
610,2023-03-01,SF,-0.05647058823529412
508,2023-03-01,SM,-0.010326086956521738
1791,2023-03-01,SN,-0.006198547215496368
2489,2023-03-01,SP,0.07882352941176471
1886,2023-03-01,SS,0.08062678062678062
3679,2023-03-01,TA,0.004374453193350831
3500,2023-03-01,V,-0.007233841799025004
915,2023-03-01,Y,0.09391124871001032
1527,2023-03-01,ZN,0.010269576379974325
2091,2023-03-02,AG,-0.01133553173948887
1426,2023-03-02,AL,-0.003507825148407987
1989,2023-03-02,AU,-0.003336557059961304
713,2023-03-02,B,0.14310344827586208
2392,2023-03-02,BU,0.05432098765432099
1324,2023-03-02,CU,0.0016460316324339798
3099,2023-03-02,EB,0.003629976580796253
2291,2023-03-02,EG,-0.0273109243697479
2693,2023-03-02,FG,-0.10753424657534247
3402,2023-03-02,FU,0.0274108322324967
407,2023-03-02,HC,0.004629629629629629
205,2023-03-02,I,0.09784979744468686
103,2023-03-02,J,-0.0016008537886872999
1222,2023-03-02,JD,-0.064
1,2023-03-02,JM,0.15990805395324623
2795,2023-03-02,L,0.00358337314859054
814,2023-03-02,M,0.1283410138248848
2897,2023-03-02,MA,0.043333333333333335
1690,2023-03-02,NI,0.06813637528838759
1018,2023-03-02,P,0.026284348864994027
2999,2023-03-02,PP,0.011661442006269592
305,2023-03-02,RB,0.017990654205607477
1120,2023-03-02,RM,0.06676737160120846
3300,2023-03-02,RU,-0.03983572895277208
2592,2023-03-02,SA,0.14793650793650795
611,2023-03-02,SF,-0.06368421052631579
2192,2023-03-02,SI,-0.010086455331412104
509,2023-03-02,SM,-0.007327001356852103
1792,2023-03-02,SN,-0.004835164835164835
2490,2023-03-02,SP,0.08470588235294117
1887,2023-03-02,SS,0.08974358974358974
3680,2023-03-02,TA,0.013036676516600034
3501,2023-03-02,V,-0.0012521521364845828
916,2023-03-02,Y,0.09164086687306501
1528,2023-03-02,ZN,0.014874628134296642
2092,2023-03-03,AG,-0.013101330603889457
1427,2023-03-03,AL,-0.00889487870619946
1990,2023-03-03,AU,-0.0038280967858432043
714,2023-03-03,B,0.09636363636363636
2393,2023-03-03,BU,0.03679012345679012
1325,2023-03-03,CU,-0.00475915777329103
2292,2023-03-03,EG,-0.03464419475655431
2694,2023-03-03,FG,-0.11438356164383562
3403,2023-03-03,FU,0.03216374269005848
408,2023-03-03,HC,0.0091324200913242
206,2023-03-03,I,0.09863945578231297
104,2023-03-03,J,-0.0033795802205620774
1223,2023-03-03,JD,-0.06688888888888889
2,2023-03-03,JM,0.15990805395324623
2796,2023-03-03,L,-0.00024003840614498319
815,2023-03-03,M,0.12188940092165898
2898,2023-03-03,MA,0.046468401486988845
1691,2023-03-03,NI,0.04960794563512807
1019,2023-03-03,P,0.026210153482880756
3812,2023-03-03,PG,0.17546638507567758
3000,2023-03-03,PP,0.010429756220155817
306,2023-03-03,RB,0.018561484918793503
1121,2023-03-03,RM,0.06272727272727273
3301,2023-03-03,RU,-0.039014373716632446
2593,2023-03-03,SA,0.14761904761904762
612,2023-03-03,SF,-0.06315789473684211
510,2023-03-03,SM,-0.00625
1793,2023-03-03,SN,-0.003015075376884422
2491,2023-03-03,SP,0.07970370370370371
1888,2023-03-03,SS,0.07828571428571429
3681,2023-03-03,TA,0.013126079447322971
3502,2023-03-03,V,-0.008450704225352112
917,2023-03-03,Y,0.08478038815117467
1529,2023-03-03,ZN,0.00665807560137457
2093,2023-03-06,AG,-0.012358184764991896
1428,2023-03-06,AL,-0.004331348132106118
1991,2023-03-06,AU,-0.003249701314217476
715,2023-03-06,B,0.0890909090909091
1326,2023-03-06,CU,0.0011544011544011544
2293,2023-03-06,EG,-0.03218173213440606
2695,2023-03-06,FG,-0.13950276243093923
3404,2023-03-06,FU,0.03474903474903475
409,2023-03-06,HC,0.010599078341013824
207,2023-03-06,I,0.09707614640302899
105,2023-03-06,J,-0.0033795802205620774
1224,2023-03-06,JD,-0.03717391304347826
3,2023-03-06,JM,0.15990805395324623
2797,2023-03-06,L,0.003964440172993753
816,2023-03-06,M,0.1195852534562212
2899,2023-03-06,MA,0.04432029795158287
1692,2023-03-06,NI,0.06296581855564122
1020,2023-03-06,P,0.027544910179640718
1626,2023-03-06,PB,-0.016859504132231404
3813,2023-03-06,PG,0.1790861159929701
3001,2023-03-06,PP,0.008544860517718019
307,2023-03-06,RB,0.024941724941724943
1122,2023-03-06,RM,0.061933534743202415
3302,2023-03-06,RU,-0.041164241164241167
2594,2023-03-06,SA,0.15619047619047619
613,2023-03-06,SF,-0.046887417218543045
2193,2023-03-06,SI,-0.002898550724637681
511,2023-03-06,SM,-0.003551912568306011
2492,2023-03-06,SP,0.0717037037037037
1889,2023-03-06,SS,0.08228571428571428
3682,2023-03-06,TA,0.012588377306432143
3503,2023-03-06,V,-0.010708661417322834
918,2023-03-06,Y,0.09641760491299897
1530,2023-03-06,ZN,0.013787160706591986
2094,2023-03-07,AG,-0.01016880211511084
1429,2023-03-07,AL,0.0008077544426494346
1992,2023-03-07,AU,-0.0010957598856597892
716,2023-03-07,B,0.08464646464646465
2394,2023-03-07,BU,0.012911392405063291
1327,2023-03-07,CU,0.0018672795173800632
2294,2023-03-07,EG,-0.025218006127739806
2696,2023-03-07,FG,-0.1457182320441989
3405,2023-03-07,FU,0.038547308059891684
410,2023-03-07,HC,0.010526315789473684
208,2023-03-07,I,0.09630400832899531
106,2023-03-07,J,-0.0033795802205620774
1225,2023-03-07,JD,-0.008297872340425531
4,2023-03-07,JM,0.10089654852046259
2798,2023-03-07,L,0.005399568034557235
817,2023-03-07,M,0.11175115207373272
2900,2023-03-07,MA,0.04
1693,2023-03-07,NI,0.07029501525940997
1021,2023-03-07,P,0.022946859903381644
1627,2023-03-07,PB,-0.013553719008264463
3602,2023-03-07,PF,-0.0021615779519048904
3002,2023-03-07,PP,0.013667711598746081
308,2023-03-07,RB,0.024537037037037038
1123,2023-03-07,RM,0.06407185628742515
3303,2023-03-07,RU,-0.040332640332640335
2595,2023-03-07,SA,0.15873015873015872
614,2023-03-07,SF,-0.047417218543046355
2194,2023-03-07,SI,0.006956521739130435
512,2023-03-07,SM,-0.00410958904109589
2493,2023-03-07,SP,0.07762962962962963
1890,2023-03-07,SS,0.08771428571428572
3683,2023-03-07,TA,0.020324508966695132
3504,2023-03-07,V,-0.008267041023241304
919,2023-03-07,Y,0.08452751817237798
1531,2023-03-07,ZN,0.02022137079608344
2095,2023-03-08,AG,-0.014792899408284023
1430,2023-03-08,AL,-0.002165674066053059
1993,2023-03-08,AU,0.010196788488111758
717,2023-03-08,B,0.07216494845360824
2395,2023-03-08,BU,0.015443037974683544
1328,2023-03-08,CU,0.001017146178436501
2295,2023-03-08,EG,-0.022895301693298356
2697,2023-03-08,FG,-0.1464088397790055
3406,2023-03-08,FU,0.008612123219609143
411,2023-03-08,HC,0.010321100917431193
209,2023-03-08,I,0.09784979744468686
107,2023-03-08,J,0.0016008537886872999
1226,2023-03-08,JD,-0.01446808510638298
5,2023-03-08,JM,0.10089654852046259
2799,2023-03-08,L,0.008651766402307137
818,2023-03-08,M,0.11382488479262673
2901,2023-03-08,MA,0.03684210526315789
1694,2023-03-08,NI,0.06984045290787443
1022,2023-03-08,P,0.015841584158415842
1628,2023-03-08,PB,-0.01691542288557214
3814,2023-03-08,PG,0.16196428571428573
3003,2023-03-08,PP,0.02006269592476489
309,2023-03-08,RB,0.025925925925925925
1124,2023-03-08,RM,0.06616766467065868
3304,2023-03-08,RU,-0.032150313152400835
2596,2023-03-08,SA,0.17142857142857143
615,2023-03-08,SF,-0.04423841059602649
2195,2023-03-08,SI,0.0014534883720930232
513,2023-03-08,SM,-0.002465753424657534
2494,2023-03-08,SP,0.0791111111111111
1891,2023-03-08,SS,0.1
3684,2023-03-08,TA,0.03471634208298052
3208,2023-03-08,UR,0.14343065693430657
3505,2023-03-08,V,-0.008423022929340197
920,2023-03-08,Y,0.08793284365162644
1532,2023-03-08,ZN,0.018653516295025728
2096,2023-03-09,AG,-0.013080168776371307
1431,2023-03-09,AL,0.0
1994,2023-03-09,AU,-0.00074671805371553
718,2023-03-09,B,0.06804123711340206
1329,2023-03-09,CU,0.002740911713791114
2296,2023-03-09,EG,-0.02875785403576607
2698,2023-03-09,FG,-0.13255494505494506
3407,2023-03-09,FU,0.008037508372404554
412,2023-03-09,HC,0.007045454545454546
210,2023-03-09,I,0.09720785935884178
