,date,code,basisRatio
2057,2023-04-28,CJ,-0.2523529411764706
1954,2023-04-28,CS,0.04290322580645161
2160,2023-04-28,CU,0.0037814191443612368
3106,2023-04-28,EG,-0.027147087857847977
3517,2023-04-28,FG,0.05631578947368421
4285,2023-04-28,FU,0.01229235880398671
413,2023-04-28,HC,0.05527638190954774
224,2023-04-28,I,0.16187345932621197
121,2023-04-28,J,0.13729425933360095
1649,2023-04-28,JD,0.06955555555555555
18,2023-04-28,JM,0.16721784619084837
3620,2023-04-28,L,0.03051133622768934
1751,2023-04-28,LH,-0.19041095890410958
928,2023-04-28,M,0.19423963133640554
3723,2023-04-28,MA,0.0473469387755102
2544,2023-04-28,NI,0.10311688311688312
1340,2023-04-28,OI,0.07292626728110599
1134,2023-04-28,P,0.0810738255033557
4485,2023-04-28,PF,0.06736292428198433
4728,2023-04-28,PG,0.16348029652750684
3826,2023-04-28,PP,0.03671986505773972
310,2023-04-28,RB,0.045169712793733684
1237,2023-04-28,RM,0.057232704402515724
4183,2023-04-28,RU,-0.02125813449023861
3415,2023-04-28,SA,0.3352380952380952
619,2023-04-28,SF,-0.0038095238095238095
3004,2023-04-28,SI,0.011074918566775244
516,2023-04-28,SM,-0.0011477761836441894
2646,2023-04-28,SN,-0.010692124105011934
3312,2023-04-28,SP,0.017864077669902913
1443,2023-04-28,SR,-0.03127766302744173
2746,2023-04-28,SS,0.07476635514018691
4576,2023-04-28,TA,0.08409387222946545
4082,2023-04-28,UR,0.15864978902953586
4385,2023-04-28,V,-0.012264784946236559
1031,2023-04-28,Y,0.08029556650246306
2364,2023-04-28,ZN,0.028738317757009347
723,2023-05-04,A,0.06338582677165354
2902,2023-05-04,AG,-0.0041616091555401425
2264,2023-05-04,AL,0.009184224743381956
826,2023-05-04,B,0.16527196652719664
3210,2023-05-04,BU,0.08914728682170543
1855,2023-05-04,C,0.05672727272727273
1547,2023-05-04,CF,0.00957963068002773
2058,2023-05-04,CJ,-0.25588235294117645
1955,2023-05-04,CS,0.055161290322580644
2161,2023-05-04,CU,0.008991602883257784
3913,2023-05-04,EB,0.013067828251400125
3107,2023-05-04,EG,-0.03796844181459566
3518,2023-05-04,FG,0.1096311475409836
4286,2023-05-04,FU,-0.001418942887548776
414,2023-05-04,HC,0.04987146529562982
225,2023-05-04,I,0.15558510638297876
122,2023-05-04,J,0.12421580928481807
1650,2023-05-04,JD,0.08307692307692308
19,2023-05-04,JM,0.202994408033191
3621,2023-05-04,L,0.03741826108016469
1752,2023-05-04,LH,-0.16506849315068492
4666,2023-05-04,LU,0.02139917695473251
929,2023-05-04,M,0.1894859813084112
3724,2023-05-04,MA,0.04596273291925466
2545,2023-05-04,NI,0.09933808553971486
1341,2023-05-04,OI,0.06370967741935483
1135,2023-05-04,P,0.07546666666666667
2452,2023-05-04,PB,-0.008524590163934427
